Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 08/11  13:00:00,729170387.8433424,0.0,50802409.40045884,166991353.36694968,0.0,742876240.2190528,0.0,0.0,135354313.51726833
 08/11  14:00:00,722011893.6603808,0.0,51344663.36308834,166251878.4240081,0.0,742679019.238741,0.0,0.0,134449801.02292183
 08/11  15:00:00,760206114.506025,0.0,52763143.135827616,171695718.76610434,0.0,747146429.380902,0.0,0.0,139290004.92589572
 08/11  16:00:00,777504143.5713495,0.0,52930469.44618429,173857576.6031892,0.0,735374970.3929478,0.0,0.0,141171423.26503927
 08/11  17:00:00,785228411.6666776,0.0,53103612.781950094,174293871.87927696,0.0,742886189.169761,0.0,0.0,141854638.88332066
 08/11  18:00:00,728343660.3470533,0.0,50943783.95574151,166419015.2287534,0.0,708401426.3871596,0.0,0.0,135314366.18472165
 08/11  19:00:00,645099775.9359906,0.0,48807257.824093305,155522768.79951924,0.0,697763563.7989516,0.0,0.0,126011566.23780066
 08/11  20:00:00,5696091.627461886,0.0,777673.5643962407,24612722.982880857,0.0,381433191.51233506,0.0,0.0,3827898.938340643
 08/11  21:00:00,5530830.459655666,0.0,757164.7787161616,24486435.253886696,0.0,61698405.94214222,0.0,0.0,3851627.4824383203
 08/11  22:00:00,5462674.0884473985,0.0,755064.753534329,24530627.96033918,0.0,54838718.45845324,0.0,0.0,3895823.085277872
 08/11  23:00:00,5292469.1075175395,0.0,739177.5661168923,24491964.300555207,0.0,52389257.6385776,0.0,0.0,3857181.31336492
 08/11  24:00:00,5183152.261254892,0.0,728707.1044983225,24484635.746560298,0.0,47581638.67761574,0.0,0.0,3849867.150648607
 08/12  01:00:00,5028955.88093448,0.0,713674.7137647547,24432814.381692976,0.0,45119874.949340664,0.0,0.0,3798066.3486038367
 08/12  02:00:00,4934133.373039947,0.0,673326.5294943522,24462763.148524225,0.0,45109475.53190151,0.0,0.0,3827992.122241581
 08/12  03:00:00,4754013.404620707,0.0,655668.7015959986,24387795.031336017,0.0,45016849.586814955,0.0,0.0,3753042.1019195467
 08/12  04:00:00,4665559.477793189,0.0,630269.1246592316,24368641.818924785,0.0,44972296.797466956,0.0,0.0,3733876.529067298
 08/12  05:00:00,4505209.3300624415,0.0,618977.955666082,24271477.802555863,0.0,44863841.61210488,0.0,0.0,3636735.8931640773
 08/12  06:00:00,4404327.742445496,0.0,610951.6698547448,24193809.230853084,0.0,44778146.75459077,0.0,0.0,3559083.8986358503
 08/12  07:00:00,4344448.8666605,0.0,606151.2170435443,24158213.228674985,0.0,44737750.299601465,0.0,0.0,3523497.7911629444
 08/12  08:00:00,4334321.391136147,0.0,605913.6691369988,24141992.830742266,0.0,44721292.3537622,0.0,0.0,3507277.8824874475
 08/12  09:00:00,4349038.883847546,0.0,607523.8044483176,24138785.396905754,0.0,44719695.05523701,0.0,0.0,3504065.486384346
 08/12  10:00:00,4338673.202807002,0.0,606008.7356726939,24144241.967522286,0.0,44723636.55707792,0.0,0.0,3509521.1054721214
 08/12  11:00:00,4348248.187752,0.0,606828.8762524632,24164147.282847036,0.0,44744362.012982436,0.0,0.0,3529421.9738881653
 08/12  12:00:00,4402183.998271422,0.0,612188.1015879029,24210181.64131075,0.0,44795755.5967816,0.0,0.0,3575444.223951101
 08/12  13:00:00,4483553.4700999735,0.0,620656.2851614063,24249918.12846212,0.0,44843960.267506465,0.0,0.0,3615163.689287723
 08/12  14:00:00,4565832.863594417,0.0,629661.6353455784,24289965.304754324,0.0,44893012.79398284,0.0,0.0,3655193.392743866
 08/12  15:00:00,4619713.665548316,0.0,636017.6448060904,24300418.958396453,0.0,44909822.45708548,0.0,0.0,3665634.856040673
 08/12  16:00:00,4596570.802079206,0.0,634821.7183835858,24282469.577376977,0.0,44890677.149643496,0.0,0.0,3647687.8655916885
 08/12  17:00:00,4488234.777720579,0.0,624267.4010782088,24227413.073528823,0.0,44825066.32848997,0.0,0.0,3592650.90576155
 08/12  18:00:00,4367586.780870571,0.0,611324.6061267429,24168626.369959503,0.0,44753336.82996919,0.0,0.0,3533886.8422539365
 08/12  19:00:00,4294814.056572193,0.0,602724.952164793,24133118.203916837,0.0,44709229.00996457,0.0,0.0,3498393.55788856
 08/12  20:00:00,4195843.874549103,0.0,592021.246105003,24068814.531034686,0.0,44634221.631022625,0.0,0.0,3434109.0132869296
 08/12  21:00:00,4042642.8852846595,0.0,575856.0545191048,23994651.116646796,0.0,44543893.02504884,0.0,0.0,3359974.03970106
 08/12  22:00:00,3864386.4623802053,0.0,557433.3457280289,23919333.8464171,0.0,44450153.04602806,0.0,0.0,3284688.6422249484
 08/12  23:00:00,3692046.6440042933,0.0,539499.2434290288,23847918.467538074,0.0,44360803.56485003,0.0,0.0,3213303.911056498
 08/12  24:00:00,3586677.0516117765,0.0,508534.090912857,23878834.75383595,0.0,44360754.69863175,0.0,0.0,3244187.560028376
 08/13  01:00:00,3448392.7957616616,0.0,462166.3168764992,23930698.635542963,0.0,44366250.806302406,0.0,0.0,3295994.407519082
 08/13  02:00:00,3189276.398943622,0.0,415194.89759034076,23817299.841260325,0.0,44205880.5927336,0.0,0.0,3182606.320169528
 08/13  03:00:00,2994996.250174034,0.0,386638.1674959755,23684122.86155203,0.0,44044146.88293094,0.0,0.0,3049457.457164234
 08/13  04:00:00,2804624.1683583893,0.0,349980.47763009573,23580144.289864574,0.0,43903510.62137761,0.0,0.0,2945496.5485177645
 08/13  05:00:00,2644138.6872201106,0.0,335466.6349831702,23458930.713334445,0.0,43767783.20220055,0.0,0.0,2824326.1156534306
 08/13  06:00:00,2510287.5449736095,0.0,322999.30555607035,23368137.596495718,0.0,43664522.75593473,0.0,0.0,2733568.0116175883
 08/13  07:00:00,2420900.7230548263,0.0,314157.64417205186,23306681.866506297,0.0,43594225.36456129,0.0,0.0,2672134.4891887726
 08/13  08:00:00,2380394.6203072993,0.0,309602.85483924585,23272496.147180296,0.0,43555484.85590248,0.0,0.0,2637956.6267965315
 08/13  09:00:00,2393737.4649931137,0.0,310004.77694026026,23271041.28895565,0.0,43554431.91977885,0.0,0.0,2636493.6916114534
 08/13  10:00:00,2428552.2088777088,0.0,312743.32183912495,23278822.662091196,0.0,43564951.83781326,0.0,0.0,2644261.415020803
 08/13  11:00:00,2467856.4944322314,0.0,316235.22661793354,23284832.850793093,0.0,43574453.931293964,0.0,0.0,2650255.981576771
 08/13  12:00:00,2601518.8874433422,0.0,327679.05927491153,23340533.008939303,0.0,43641597.92209715,0.0,0.0,2705915.2039262704
 08/13  13:00:00,2761378.5917033884,0.0,342148.09232872253,23407126.405656826,0.0,43722660.35186849,0.0,0.0,2772460.3694745833
 08/13  14:00:00,2905782.3691297593,0.0,355645.4075742893,23470659.06650015,0.0,43799690.32795737,0.0,0.0,2835949.3562493348
 08/13  15:00:00,2972013.8106852137,0.0,383103.75397679384,23436624.38990092,0.0,43793113.997760646,0.0,0.0,2801947.8484686557
 08/13  16:00:00,3016867.855132657,0.0,389739.84419956966,23453381.516130593,0.0,43816507.2142131,0.0,0.0,2818708.520001955
 08/13  17:00:00,3036002.1037324406,0.0,389893.38728961383,23470208.528530218,0.0,43833487.76970276,0.0,0.0,2835534.719375621
 08/13  18:00:00,3056859.877024695,0.0,390590.49966244155,23491632.355624583,0.0,43855608.70916996,0.0,0.0,2856958.030057981
 08/13  19:00:00,3038847.1930068145,0.0,388382.67599014734,23493071.579821706,0.0,43854840.10969479,0.0,0.0,2858404.952825178
 08/13  20:00:00,3002509.386389727,0.0,368327.2781176915,23542603.064872567,0.0,43884316.196873195,0.0,0.0,2907907.5027290084
 08/13  21:00:00,2831619.314022201,0.0,348289.095815562,23485621.652084377,0.0,43807296.60178288,0.0,0.0,2850946.6565308073
 08/13  22:00:00,2656257.6220944854,0.0,333927.9205521376,23393327.25434723,0.0,43700641.02878231,0.0,0.0,2758699.371510155
 08/13  23:00:00,2507469.7764692544,0.0,320864.0725781772,23321524.728042535,0.0,43615774.65450364,0.0,0.0,2686938.386206085
 08/13  24:00:00,2375509.8200323386,0.0,308888.0223708529,23255376.738766618,0.0,43537650.61502042,0.0,0.0,2620827.467451912
 08/14  01:00:00,2249613.9934337796,0.0,297233.1280080853,23187356.679973718,0.0,43457975.66186474,0.0,0.0,2552842.9420762663
 08/14  02:00:00,2116413.4605219257,0.0,284817.47775621206,23124625.48233546,0.0,43382828.81397461,0.0,0.0,2490149.559104253
 08/14  03:00:00,1987028.2630360383,0.0,272499.75231994054,23067624.18424072,0.0,43313509.79044359,0.0,0.0,2433185.0897039846
 08/14  04:00:00,1863663.0873559662,0.0,260494.52711014714,23003770.5173681,0.0,43237650.89836118,0.0,0.0,2369366.464076643
 08/14  05:00:00,1733762.0387403746,0.0,244802.25368193645,22957449.215253636,0.0,43175637.32281851,0.0,0.0,2323072.8934883294
 08/14  06:00:00,1618767.9302373843,0.0,219496.1666094929,22958483.68809316,0.0,43151365.70858559,0.0,0.0,2324090.771829387
 08/14  07:00:00,1561299.9515220341,0.0,207886.9233910248,22952065.346478526,0.0,52430028.26138634,0.0,0.0,2317666.001625078
 08/14  08:00:00,1622074.583328609,0.0,210491.06698578747,22973422.95914114,0.0,514222541.2287921,0.0,0.0,2338991.197288573
 08/14  09:00:00,396207002.95249474,306.5967182632946,31203868.53826827,127554466.89646927,43018923.036687724,652191872.6100765,52151707.54392284,0.0,101650110.01967613
 08/14  10:00:00,493091018.0011249,269.5932164237478,37625632.45135122,137478297.9809981,0.0,690875584.6939462,0.0,0.0,110297703.65612696
 08/14  11:00:00,561622529.8507333,0.0,40615119.28885208,145339477.54267046,0.0,704135294.1182076,0.0,0.0,117139641.78578016
 08/14  12:00:00,596112400.524507,0.0,42201509.57477998,149422185.52051514,0.0,716706172.5469397,0.0,0.0,120687822.6229742
 08/14  13:00:00,576235052.4063101,0.0,41295932.880962014,147164449.23851654,0.0,713542859.5711231,0.0,0.0,118709045.95291287
 08/14  14:00:00,565651355.8396119,0.0,41729579.347042635,145736416.15287793,0.0,712548472.9515653,0.0,0.0,117596695.65244856
 08/14  15:00:00,619584915.0325838,0.0,45543137.328986645,151654048.34005603,0.0,719884753.1480134,0.0,0.0,123104893.12467849
 08/14  16:00:00,637339240.9455439,0.0,46263175.37526078,153627310.4153211,0.0,708477410.1341562,0.0,0.0,125063054.08862726
 08/14  17:00:00,633613880.8214033,206.61296574420007,46040241.251860596,153083943.99991605,0.0,714612889.7603106,0.0,0.0,124668104.25850579
 08/14  18:00:00,539492960.5236018,60.112200131852326,40384490.28080626,142492027.26017827,0.0,673915144.7436492,0.0,0.0,115128979.61815497
 08/14  19:00:00,455524881.00361466,713.8449874742212,36320659.673594005,133419943.7569187,0.0,663174140.6058519,0.0,0.0,107039493.2076993
 08/14  20:00:00,4231131.791083051,0.0,599236.5523304119,23917220.0763477,0.0,380559251.5937362,0.0,0.0,3169679.2130602384
 08/14  21:00:00,3883342.99203191,0.0,563607.6769344251,23768014.124776203,0.0,60786427.71124999,0.0,0.0,3133352.668461333
 08/14  22:00:00,3603498.054952505,0.0,533572.0760579056,23702950.76534581,0.0,53789548.58598345,0.0,0.0,3068342.45000847
 08/14  23:00:00,3463388.5732868165,0.0,484214.87649588677,23805971.720780395,0.0,51448302.3691818,0.0,0.0,3171312.340152988
 08/14  24:00:00,3219268.458090805,0.0,412849.1494491933,23838062.761669338,0.0,46619207.73767565,0.0,0.0,3203348.5770818694
 08/15  01:00:00,2957883.9622979527,0.0,364284.41759591433,23698583.21853928,0.0,44036253.49001812,0.0,0.0,3063888.1506681796
 08/15  02:00:00,2755119.8542227494,0.0,346801.22998775,23533197.891691647,0.0,43853384.975562334,0.0,0.0,2898557.845328345
 08/15  03:00:00,2571955.1492043487,0.0,330158.97944137274,23401044.537314177,0.0,43704589.37063849,0.0,0.0,2766455.2683589524
 08/15  04:00:00,2403523.716089497,0.0,314352.6696925768,23305156.46222738,0.0,43592894.9858029,0.0,0.0,2670614.284513704
 08/15  05:00:00,2247419.780212456,0.0,299440.700935045,23218841.98173546,0.0,43491668.53655344,0.0,0.0,2584342.9715811005
 08/15  06:00:00,2113265.5949121276,0.0,286328.17185278493,23147606.642094184,0.0,43407320.66782991,0.0,0.0,2513143.836084745
 08/15  07:00:00,2033334.0018462455,0.0,278035.4158077855,23106504.533813447,0.0,52654615.941138014,0.0,0.0,2472060.5354311233
 08/15  08:00:00,2093973.0144730455,0.0,282621.266630204,23135020.579312127,0.0,514456269.04860747,0.0,0.0,2500555.3072665376
 08/15  09:00:00,450345509.9047548,1328.9823994323747,35413428.249462076,132960692.78059356,55504987.03431016,661807658.2053947,69757914.35887988,0.0,106543880.18449622
 08/15  10:00:00,517840491.5232812,272.5389842189981,39936542.03668591,140386813.01405808,0.0,696095009.3123409,0.0,0.0,112680225.36259642
 08/15  11:00:00,583173753.681752,0.0,42426950.231254436,148338171.53190032,0.0,708945819.0498395,0.0,0.0,119325713.3030045
 08/15  12:00:00,618382996.5353122,0.0,43930229.680082634,152956769.93646276,0.0,721969477.0681899,0.0,0.0,123018431.34520994
 08/15  13:00:00,618389838.8308586,0.0,44152558.64943288,153467379.3503412,0.0,722702415.4514186,0.0,0.0,123384767.072999
 08/15  14:00:00,623444958.9664719,0.0,45537692.21279002,154320521.55529687,0.0,724940691.2197313,0.0,0.0,124210164.7614538
 08/15  15:00:00,678216120.5113995,0.0,48250713.26922751,161464852.4173654,0.0,732403133.1655631,0.0,0.0,130493951.50088775
 08/15  16:00:00,700101860.9686219,0.0,48869415.970613785,164389722.9913331,0.0,721846063.305521,0.0,0.0,133021597.94563492
 08/15  17:00:00,699055466.6769702,0.0,48859883.94775859,163891497.89355376,0.0,728240086.3498464,0.0,0.0,132435705.14632656
 08/15  18:00:00,602381622.304833,109.97546229332937,44663295.18539974,151792705.76729885,0.0,687494628.1553637,0.0,0.0,121956045.71825857
 08/15  19:00:00,514475124.21119756,0.0,39366830.03826628,141823594.4080959,0.0,674623961.6217014,0.0,0.0,112930357.28068998
 08/15  20:00:00,4975909.532677431,0.0,723510.1004325803,24101899.384893246,0.0,380868204.45038384,0.0,0.0,3354743.8235442047
 08/15  21:00:00,4723540.926070759,0.0,689319.4847363976,24060387.072739553,0.0,61204512.46701531,0.0,0.0,3425658.852717408
 08/15  22:00:00,4539158.289288254,0.0,625842.0352870559,24162568.15589135,0.0,54341435.93575813,0.0,0.0,3527814.2857500045
 08/15  23:00:00,4205394.733550505,0.0,594061.937202517,24063220.99446368,0.0,51815398.70357171,0.0,0.0,3428512.6180563094
 08/15  24:00:00,3957516.9994818363,0.0,569627.2695770164,23965772.328189313,0.0,46903695.424323455,0.0,0.0,3331107.105996425
 08/16  01:00:00,3749354.441379533,0.0,547841.6908622754,23875658.983615987,0.0,44396886.5283612,0.0,0.0,3241031.418930412
 08/16  02:00:00,3611321.850445646,0.0,520219.1478924714,23863212.572105065,0.0,44356817.57388047,0.0,0.0,3228580.420164702
 08/16  03:00:00,3497920.848848852,0.0,479253.7432405022,23933548.46160805,0.0,44386188.05873149,0.0,0.0,3298850.037565124
 08/16  04:00:00,3245726.3787946184,0.0,436497.3211814503,23834962.08889995,0.0,44244845.26396435,0.0,0.0,3200278.3287710706
 08/16  05:00:00,3027847.446626453,0.0,386088.9623310243,23734761.03494294,0.0,44094235.851156905,0.0,0.0,3100078.8474067184
 08/16  06:00:00,2863384.785905115,0.0,355401.0405365146,23618509.306005485,0.0,43947296.20042494,0.0,0.0,2983843.4358748267
 08/16  07:00:00,2759227.4144004676,0.0,345476.96203199314,23527962.832764573,0.0,53143515.786313355,0.0,0.0,2893323.079367847
 08/16  08:00:00,2798266.6510024434,0.0,347605.98141008883,23507220.160189115,0.0,514893453.3442644,0.0,0.0,2872568.0669449833
 08/16  09:00:00,562692890.2991588,499.2301923498652,42026388.030978076,145309514.50339615,34189945.92223223,680769439.7097132,37221951.552840486,0.0,117366227.48301446
 08/16  10:00:00,575813833.1329861,225.44296400345786,43194269.63560349,146934448.1692489,0.0,705900372.0664492,0.0,0.0,118485438.8990792
 08/16  11:00:00,622281952.6213219,129.84894759961776,44868931.98174993,153009606.88766295,0.0,716059236.1560979,0.0,0.0,123430968.44691254
 08/16  12:00:00,653291703.4328685,0.0,45982711.666523315,157169599.52360192,0.0,728234788.6417699,0.0,0.0,126775451.98574081
 08/16  13:00:00,643642656.7997241,0.0,46044219.2720637,156091024.87379637,0.0,727217721.5975046,0.0,0.0,125762487.93651769
 08/16  14:00:00,656829251.2891147,0.0,47641550.258142695,157637918.0527141,0.0,730361945.7625012,0.0,0.0,127188581.1921564
 08/16  15:00:00,702936464.2043644,0.0,50046358.78274843,163358487.31322092,0.0,736092413.5749395,0.0,0.0,132275234.35935421
 08/16  16:00:00,716788466.9471682,0.0,49970660.09805855,165176019.49193275,0.0,723733603.9335654,0.0,0.0,133891680.81138827
 08/16  17:00:00,714409786.7194471,228.00193901760994,49873088.84317675,164719854.41324022,0.0,730081647.7649508,0.0,0.0,133591550.47625048
 08/16  18:00:00,631407151.812447,229.8070764844967,46658230.27986437,154178717.5925283,0.0,691875575.0750575,0.0,0.0,124562171.17036812
 08/16  19:00:00,541544654.9661678,2127.641223131083,42104999.299122274,143641017.46422032,0.0,679179553.9386818,0.0,0.0,115319323.21821278
 08/16  20:00:00,5082471.99794364,0.0,730668.9837433554,24149090.186167445,0.0,380922554.1349688,0.0,0.0,3415563.9499631263
 08/16  21:00:00,4826422.732255361,0.0,702167.9334215586,24106630.698023006,0.0,61263604.54098393,0.0,0.0,3471898.3248834955
 08/16  22:00:00,4755738.44622405,0.0,655712.9998397772,24235531.915985093,0.0,54444270.6604046,0.0,0.0,3600765.82943752
 08/16  23:00:00,4546439.436081994,0.0,626426.6640074027,24217489.66331619,0.0,52002032.0992291,0.0,0.0,3582732.2582954927
 08/16  24:00:00,4318754.70817393,0.0,607156.2609713702,24126886.264582857,0.0,47102338.35211135,0.0,0.0,3492164.8569273585
 08/17  01:00:00,4097224.5446240846,0.0,584923.955011561,24033083.713115003,0.0,44591393.52200951,0.0,0.0,3398400.3557658456
 08/17  02:00:00,3887525.881519375,0.0,563017.1438804265,23938578.41709529,0.0,44474981.414858654,0.0,0.0,3303931.877968014
 08/17  03:00:00,3730480.033398223,0.0,533293.8896277614,23926442.06199516,0.0,44433121.80550586,0.0,0.0,3291791.3279231098
 08/17  04:00:00,3607851.812062417,0.0,492453.5094158441,23991143.324526206,0.0,44456982.68782499,0.0,0.0,3356429.141915583
 08/17  05:00:00,3366616.5309099946,0.0,473742.72822654794,23821794.061838277,0.0,44268922.643947765,0.0,0.0,3187127.8401940144
 08/17  06:00:00,3177464.5186802363,0.0,436849.51721541036,23737548.323211152,0.0,44147783.694309495,0.0,0.0,3102891.994184814
 08/17  07:00:00,3040923.112270223,0.0,395864.92795230815,23694391.641069405,0.0,53360332.5605385,0.0,0.0,3059721.881559563
 08/17  08:00:00,3059824.0153595605,0.0,395917.20684928366,23661328.360531412,0.0,515095872.7700458,0.0,0.0,3026651.357918808
 08/17  09:00:00,473738829.41202015,265.6542338858179,35967015.28407152,135853644.15201578,44331709.264219075,665254196.6114266,42633423.29518625,0.0,108978384.04770221
 08/17  10:00:00,513641863.1835029,181.36905282878075,39360468.69749028,139707721.09574166,0.0,694839844.0548288,0.0,0.0,112279643.9436113
 08/17  11:00:00,569602805.9599382,0.0,41253249.89658434,146539296.27372947,0.0,705973243.4569987,0.0,0.0,117948071.57412279
 08/17  12:00:00,605124405.6001574,0.0,42693528.34156551,151134830.23682705,0.0,718910836.0300372,0.0,0.0,121643031.4412352
 08/17  13:00:00,587622690.4552957,0.0,42240543.777482495,149300236.80697006,0.0,716623258.036097,0.0,0.0,119832861.10748127
 08/17  14:00:00,604137196.2545667,0.0,44339181.85143381,151345756.67720133,0.0,720767415.9802796,0.0,0.0,121522581.86233896
 08/17  15:00:00,660866186.2633373,0.0,47615298.26746273,158162773.73318326,0.0,728465639.4796164,0.0,0.0,127590210.66046351
 08/17  16:00:00,674218256.6175779,0.0,48076307.72955979,159421332.21058205,0.0,716084564.2837162,0.0,0.0,129087630.5333024
 08/17  17:00:00,668829446.9075217,0.0,47835713.261269584,158229978.85161713,0.0,721554396.6214207,0.0,0.0,128497572.17362589
 08/17  18:00:00,575992838.2968308,185.24543540415118,43148954.97260521,146805949.7803249,0.0,680993531.955595,0.0,0.0,118793035.66417691
 08/17  19:00:00,493378381.1682958,415.8835361503876,38529152.19678777,137483524.8531743,0.0,669446214.2253011,0.0,0.0,110622468.54550987
 08/17  20:00:00,4742105.462336125,0.0,694983.5775804407,23943360.62381888,0.0,380681139.16645736,0.0,0.0,3221182.500296341
 08/17  21:00:00,4689386.804743658,0.0,636603.3166877972,24097660.21338404,0.0,61189069.439611204,0.0,0.0,3462880.745649919
 08/17  22:00:00,4350774.72795662,0.0,610013.7505143248,24042718.439341366,0.0,54205757.93443541,0.0,0.0,3407988.3133588424
 08/17  23:00:00,4072969.3161428687,0.0,583670.3105517087,23967487.62995188,0.0,51709273.712409094,0.0,0.0,3332803.9151785118
 08/17  24:00:00,3855688.6487242742,0.0,560735.8544367099,23889787.151481546,0.0,46818818.83247538,0.0,0.0,3255142.7079303465
 08/18  01:00:00,3675243.934065165,0.0,541401.3034217127,23820992.507378526,0.0,44335779.66468318,0.0,0.0,3186380.2344037727
 08/18  02:00:00,3635508.8278369587,0.0,496334.1678313301,23994674.36029242,0.0,44464394.38200669,0.0,0.0,3359958.892644536
 08/18  03:00:00,3401237.6860953793,0.0,476673.35791566013,23846748.67275452,0.0,44296807.88455311,0.0,0.0,3212067.672989734
 08/18  04:00:00,3187691.003422723,0.0,434831.46878478024,23763643.168445654,0.0,44171860.49111338,0.0,0.0,3128972.2235509707
 08/18  05:00:00,3000963.7472319677,0.0,394051.4971356953,23669219.137985155,0.0,44036656.489003785,0.0,0.0,3034555.913793705
 08/18  06:00:00,2839579.828503974,0.0,359196.25667540013,23600123.92633671,0.0,43932706.03689505,0.0,0.0,2965469.497856703
 08/18  07:00:00,2724716.0926473397,0.0,344272.40283926,23500835.92462549,0.0,53115184.31898154,0.0,0.0,2866204.260125452
 08/18  08:00:00,2723581.8961912086,0.0,343322.0937245123,23469318.144151494,0.0,514851267.44054127,0.0,0.0,2834684.890530345
 08/18  09:00:00,431503558.4368822,90.20975627465472,33721946.090508156,130222267.57568052,76963795.95976642,657377750.8415279,72951424.61897705,0.0,105012700.10305157
 08/18  10:00:00,484630565.9409307,0.0,38531975.06338307,134861010.99514276,1073161.9746435296,689164640.3201228,497117.1393907109,0.0,109473663.14830819
 08/18  11:00:00,537639274.9760944,44.41110884698734,40110665.87453406,140763263.46599808,0.0,699054626.627217,0.0,0.0,114748196.06921771
 08/18  12:00:00,569223500.599817,292.62053021468296,41372237.99062938,144404471.16497505,0.0,710859186.607249,0.0,0.0,117941114.00267497
 08/18  13:00:00,541471502.5955622,463.55152955185184,40210465.828685075,141335688.21040487,0.0,706628631.4907346,0.0,0.0,115187385.3992866
 08/18  14:00:00,543641092.0097568,472.51319216568663,40944318.44206929,141809572.72800893,0.0,707836368.6217228,0.0,0.0,115378630.1722982
 08/18  15:00:00,589954441.5320032,227.50008806057684,43711945.64646074,147583256.37561244,0.0,713982769.5010436,0.0,0.0,120029399.86069421
 08/18  16:00:00,606922221.2392688,155.47696725808325,44078205.19063213,150101918.339605,0.0,702767047.8738117,0.0,0.0,121819207.16006272
 08/18  17:00:00,618745809.9073579,37.49482822393234,44633991.710584916,151810776.81895328,0.0,711933473.0380725,0.0,0.0,123073949.06989479
 08/18  18:00:00,534568439.9406574,478.4922410506011,39117992.62664882,142624553.9730619,0.0,672781173.8023756,0.0,0.0,114643737.48332259
 08/18  19:00:00,445528080.8581693,2127.6416221742465,34781651.29760655,132957346.21285142,12606166.568954917,661172534.6857973,5982341.055994084,0.0,106131218.92878081
 08/18  20:00:00,4630291.798502806,0.0,648142.7305308296,23946924.61785702,0.0,380637862.31344587,0.0,0.0,3221337.694893857
 08/18  21:00:00,4349655.050000794,0.0,607299.8660535221,23926943.932279725,0.0,60989049.707872614,0.0,0.0,3292211.6138364
 08/18  22:00:00,4090270.115363968,0.0,582155.7035259295,23896487.289117143,0.0,54031668.73722278,0.0,0.0,3261799.0201715375
 08/18  23:00:00,3892696.0168541265,0.0,561548.3905717487,23859537.105115317,0.0,51579201.267592564,0.0,0.0,3224884.385294579
 08/18  24:00:00,3724003.216768289,0.0,543576.6892174764,23814489.74773307,0.0,46726362.26350767,0.0,0.0,3179867.408242516
 08/19  01:00:00,3576112.4157116166,0.0,527483.7838804992,23761433.827206045,0.0,44262303.46496948,0.0,0.0,3126838.144556299
 08/19  02:00:00,3535294.546516398,0.0,489540.33599361964,23886302.08089788,0.0,44349228.27077444,0.0,0.0,3251634.8658077815
 08/19  03:00:00,3375260.457301413,0.0,431172.96492374886,23914249.014873646,0.0,44318807.83368033,0.0,0.0,3279516.1815406396
 08/19  04:00:00,3212557.543492866,0.0,406638.20160688984,23799316.462303765,0.0,44179340.517793596,0.0,0.0,3164597.5104032033
 08/19  05:00:00,3071046.9219957544,0.0,370461.77141424594,23726478.545789372,0.0,44070326.17108656,0.0,0.0,3091754.7326243673
 08/19  06:00:00,2977450.5808418416,0.0,361608.7206906162,23624086.2854916,0.0,43959080.860065155,0.0,0.0,2989386.29535318
 08/19  07:00:00,2916567.3968908354,0.0,355189.8041761013,23569495.70729473,0.0,43898071.36535376,0.0,0.0,2934810.914169687
 08/19  08:00:00,2897931.5169270015,0.0,352150.2869106028,23565767.641676817,0.0,43891303.78247035,0.0,0.0,2931086.415696052
 08/19  09:00:00,2917849.7687270073,0.0,352692.6270457828,23567378.604951188,0.0,43893457.08587991,0.0,0.0,2932689.3559072358
 08/19  10:00:00,2963932.856261211,0.0,356614.54735457187,23565678.07665372,0.0,43895678.47789123,0.0,0.0,2930970.2755595352
 08/19  11:00:00,3023567.3185466826,0.0,362477.43130896776,23592298.998348083,0.0,43928162.28353999,0.0,0.0,2957567.0618292247
 08/19  12:00:00,3002474.791243972,0.0,402474.69005231303,23448146.038513117,0.0,43824006.58244836,0.0,0.0,2813521.3229672117
 08/19  13:00:00,3138940.579739111,0.0,414662.64996978594,23523825.514136676,0.0,43911874.0179894,0.0,0.0,2889191.7254784815
 08/19  14:00:00,3307662.3835897185,0.0,428911.63552753313,23631118.880796693,0.0,44033416.37020717,0.0,0.0,2996456.2243074276
 08/19  15:00:00,3460076.054654691,0.0,443311.36956313625,23732799.479707442,0.0,44149496.70315352,0.0,0.0,3098107.603633939
 08/19  16:00:00,3560546.461557456,0.0,453323.7961875249,23798923.56168755,0.0,44225633.21175802,0.0,0.0,3164211.3376786904
 08/19  17:00:00,3595845.2519519133,0.0,457305.01160573645,23825382.744235825,0.0,44256073.60972451,0.0,0.0,3190662.4510757886
 08/19  18:00:00,3581850.528693052,0.0,456325.0750028561,23814782.98394444,0.0,44244493.91283023,0.0,0.0,3180064.779229538
 08/19  19:00:00,3525333.918462791,0.0,450840.76308122394,23767809.428616982,0.0,44192036.04558115,0.0,0.0,3133102.524507212
 08/19  20:00:00,3409461.103306085,0.0,439451.4158699814,23700707.37476276,0.0,44113544.64451567,0.0,0.0,3066023.7687451933
 08/19  21:00:00,3226979.55129142,0.0,421430.00427104183,23628863.720453616,0.0,44023679.5786076,0.0,0.0,2994216.702848463
 08/19  22:00:00,3162265.7896695216,0.0,382130.74992779095,23706674.263078336,0.0,44062190.86688906,0.0,0.0,3071959.488324323
