Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 01/01  01:00:00,0.0,150984003.43033272,10125243.37624864,4047249.7477069055,211092539.301962,34145878.97783849,358175496.4826701,0.0,0.0
 01/01  02:00:00,0.0,153029663.22927436,10209336.528627448,4084257.3043526993,213384399.258554,34266979.68686309,362316847.5640525,0.0,0.0
 01/01  03:00:00,0.0,155874043.19578773,10336010.8315191,4127654.5647267504,215190329.65894446,34437051.25012879,366929043.6989048,0.0,0.0
 01/01  04:00:00,0.0,158336306.35849738,10442869.210673554,4165436.461566726,216773180.77516085,34581691.52612322,370972244.0673999,0.0,0.0
 01/01  05:00:00,0.0,160213173.26888108,10523484.792385528,4193057.910211515,216861817.8511806,34689928.55647998,373020477.45179445,0.0,0.0
 01/01  06:00:00,0.0,161131014.44789997,10566216.794088088,4204752.78068512,216451764.42127043,34744355.42865615,373453005.3515322,0.0,0.0
 01/01  07:00:00,0.0,163402748.43580917,10661304.942432893,4239989.730990761,218442995.14922678,34874680.527306594,377533352.68735534,0.0,0.0
 01/01  08:00:00,0.0,165727162.7733603,10757428.942422787,4276155.9638375165,220365692.9646696,35006970.76014325,381852661.43016565,0.0,0.0
 01/01  09:00:00,0.0,162979079.9630354,10668169.44464057,4229040.121381333,217671753.60097602,34870595.41990484,376541055.4065223,0.0,0.0
 01/01  10:00:00,0.0,134150379.73111072,9442222.678449154,3772933.314385978,207377543.36492515,33188541.846718065,337626856.3142755,0.0,0.0
 01/01  11:00:00,0.0,112119298.91813509,8312579.263222858,3389870.532169938,192956766.9285921,31675835.649275735,301901958.051325,0.0,0.0
 01/01  12:00:00,0.0,91284231.41374719,6948464.543357943,2915610.4160589813,177460665.6766857,29837460.81329986,264779191.99804798,0.0,0.0
 01/01  13:00:00,0.0,73999743.25865908,5822455.043984232,2470848.228148518,167514790.4524163,28266689.126015685,236444186.48078623,0.0,0.0
 01/01  14:00:00,0.0,60640457.09991643,4994194.924104798,2080227.4457294545,163917315.84971076,27047808.22371719,219508490.203946,0.0,0.0
 01/01  15:00:00,0.0,55599510.157078825,4704624.051712395,1936284.4895583473,169514828.98375258,26614294.39515368,221100836.19471854,0.0,0.0
 01/01  16:00:00,0.0,71572025.54896,5535733.211288142,2356760.7970966175,184280671.78126568,27865879.8622677,258533787.63970256,0.0,0.0
 01/01  17:00:00,0.0,97535148.44610725,7028963.297693271,3020314.5932031698,198003391.58745745,30022663.74477938,294001872.47752434,0.0,0.0
 01/01  18:00:00,0.0,110971923.88575073,8033628.819066541,3349105.350299095,206121568.0106447,31356120.023248576,314517357.3208425,0.0,0.0
 01/01  19:00:00,0.0,119888932.77544513,8607078.740390863,3533865.426821853,209568903.39350924,32114330.021095663,326304430.61943513,0.0,0.0
 01/01  20:00:00,0.0,125673083.34197453,8935174.255448854,3636617.8828723617,211947219.0689613,32545177.992204152,334009875.3471776,0.0,0.0
 01/01  21:00:00,0.0,133058033.31629483,9304767.842129264,3764474.6354749235,217969073.3290219,33042628.331487127,347080110.8237669,0.0,0.0
 01/01  22:00:00,0.0,142240135.85129192,9715537.550217018,3922581.5252842014,226660628.8658069,33611504.92938416,364703655.79056954,0.0,0.0
 01/01  23:00:00,0.0,148573811.12104127,10001918.371052373,4017801.6296491027,220267486.66435835,33993105.85458442,366246108.061484,0.0,0.0
 01/01  24:00:00,0.0,151111143.4487078,10126360.805595517,4049982.604675793,212949760.66485715,34149729.26415425,360154751.2591643,0.0,0.0
 01/02  01:00:00,0.0,150066967.295618,10093402.069478033,4030388.3496886566,211336865.92339858,34097176.27304962,357462744.057332,0.0,0.0
 01/02  02:00:00,0.0,167055545.8361511,10774351.533463366,4322284.0712968325,241427178.8413635,35070021.45864314,401704586.0081214,0.0,0.0
 01/02  03:00:00,0.0,187452141.14240718,11571329.198952172,4654617.727699172,267519210.41174927,36199332.78053428,450191541.36605585,0.0,0.0
 01/02  04:00:00,0.0,201243444.86635947,12108834.266872121,4859489.705419095,274104869.97465223,36941709.826174155,470491241.3035367,0.0,0.0
 01/02  05:00:00,0.0,186740376.18916598,11592616.845520325,4610425.736699803,241916328.8808756,36176428.43610307,426792587.27229,0.0,0.0
 01/02  06:00:00,0.0,195608100.4631809,11928199.896760795,4751198.84445583,253730252.0183645,36652784.59509956,441861261.9332531,0.0,0.0
 01/02  07:00:00,0.0,219346763.31949967,12803559.025276415,5118400.790290559,280391295.89572394,47192035.807083756,494685390.8623626,0.0,0.0
 01/02  08:00:00,0.0,34681071.34982644,2203915.0874244813,773714.5086291465,267931640.60315514,494016256.7987187,214995738.09386152,0.0,0.0
 01/02  09:00:00,0.0,501961979.2638023,33268543.884227127,7590051.948273526,542373997.8618146,534292133.00783986,1110576730.806925,0.0,0.0
 01/02  10:00:00,673.7517057015407,110856644.07379775,11242670.342984442,8659601.320016809,381040726.0030611,535673925.92459834,458230134.6046754,0.0,419265.2765619168
 01/02  11:00:00,8913.842602434073,45100113.507266864,7492793.807716731,23464054.64191269,328632949.8680333,549137545.7363145,344037126.4405705,0.0,1513523.2814038796
 01/02  12:00:00,28708692.64062938,19322603.96114156,7723204.780395337,32575981.647959452,282127209.11013305,565381663.8799994,254401508.07078052,0.0,11232022.122485923
 01/02  13:00:00,49763248.71703852,10733664.588789074,8810484.972220797,44961239.234784804,254140697.84930107,578854201.6586503,237704626.4232217,0.0,23826485.869100504
 01/02  14:00:00,56733161.634380974,6795154.929368889,9536308.813310938,48545458.211017154,242089451.09344682,583164244.4759728,220940966.22907805,0.0,27502112.3519465
 01/02  15:00:00,75119736.40071155,4068155.3814581656,11414610.03975872,55921402.62202827,240683025.75310558,590023580.1407576,215225744.51036322,0.0,34922068.07692836
 01/02  16:00:00,61319083.15429334,2653609.900699513,9866127.80015843,49502094.805824086,254815134.89955494,567955146.949557,232704154.1295466,0.0,28528512.226333063
 01/02  17:00:00,44289950.839197315,2086546.7248835412,7688872.4022865435,42274500.70880062,266386632.73495343,565452077.6196213,251621860.65891558,0.0,21314731.543766208
 01/02  18:00:00,12691702.775003772,2830364.7633362813,5398178.983520988,29279252.865111765,294723487.36585206,525716059.0512977,307677732.9299006,0.0,8261061.443720406
 01/02  19:00:00,200349.15259082688,4276345.027704923,4617864.860682127,22713063.83808987,300421849.46079373,520764465.8741113,317147027.08244425,0.0,1664784.3064122677
 01/02  20:00:00,0.0,1647908.3280840898,123031.84286238533,127145.57596590347,114379605.92648305,356292972.38388634,97689247.75916886,0.0,0.0
 01/02  21:00:00,0.0,1752753.9716588333,127606.8476714766,178860.32653165353,170284933.79522097,36761273.0837425,149907238.81387255,0.0,0.0
 01/02  22:00:00,0.0,2893262.106822171,244765.36419918906,213230.92909662967,178555145.47352588,30011022.03787554,184243075.1870263,0.0,0.0
 01/02  23:00:00,0.0,4465843.975080099,373821.48952807905,268708.7074201781,195578761.67446956,27800645.968853768,223945510.64220336,0.0,0.0
 01/02  24:00:00,0.0,8661217.225540403,738655.2713119743,419956.2087530807,207574709.25028402,23526907.306622185,277436415.9553833,0.0,0.0
 01/03  01:00:00,0.0,10936056.02927497,912702.6195887732,498805.2699478388,209197078.50987265,21384893.74341955,255574725.48273656,0.0,0.0
 01/03  02:00:00,0.0,13349562.268563654,1100453.295609699,579715.054210059,207744521.3305022,21653554.203702696,242551942.74146044,0.0,0.0
 01/03  03:00:00,0.0,15456451.130143264,1231171.3312121746,628284.3916011411,203534025.43818823,21832841.576696254,229853434.78591532,0.0,0.0
 01/03  04:00:00,0.0,18545784.140720047,1502554.5374055498,720575.6593207658,203037357.40015048,22196516.050609253,235592229.2462021,0.0,0.0
 01/03  05:00:00,0.0,24546814.595334034,2023698.9650974597,922950.71104903,205098497.88929266,22920035.530029427,245992318.77485412,0.0,0.0
 01/03  06:00:00,0.0,31136686.150218625,2478043.942448841,1084641.4557231907,208376043.29593524,23536071.252054967,246716629.38071665,0.0,0.0
 01/03  07:00:00,0.0,37531548.82990655,2843629.3201424377,1217815.4024849162,213006698.78072768,33331520.714144148,253830541.08016074,0.0,0.0
 01/03  08:00:00,0.0,7041057.203757603,614884.7875859571,336132.7225969698,204532688.29682642,491989644.71284807,121979628.93241428,0.0,0.0
 01/03  09:00:00,1698.843244308507,156637443.81074142,13617356.267641714,21350391.137973834,431279916.5704551,528401284.58095473,660993653.9292611,0.0,1251129.2200440036
 01/03  10:00:00,13740.333179453768,38873117.92407468,6872212.0026255995,23197679.165900275,299230278.1991678,545841545.430123,302888615.6481291,0.0,1518602.991957198
 01/03  11:00:00,33379.536017752864,25133324.300057147,6004358.873965049,22901024.229429677,272981940.4921706,547086080.3900797,277317054.6963439,0.0,1518391.2377301282
 01/03  12:00:00,710643.9371322694,18045806.045550562,5633142.886338062,23032992.06745968,249280988.71852696,553748612.4054424,253712844.46455154,0.0,1792559.8473220104
 01/03  13:00:00,470797.4345143769,14643179.847055584,5402685.248457287,23012786.291607037,224644149.83016214,553497948.991709,234193327.9845141,0.0,1848316.5993362323
 01/03  14:00:00,5556472.625616462,11887247.02824784,5587334.269422963,24603424.402268432,203578180.4613233,555273236.1233362,210882963.31060523,0.0,3502479.3992442843
 01/03  15:00:00,41111584.54747948,10694978.63892176,6934190.475204608,40437319.609899156,193773633.12693116,570059077.5640743,201758414.74932832,0.0,19350839.893014867
 01/03  16:00:00,48445453.888074405,11055902.357136091,7175414.7187053,44664647.87695694,198086605.36292166,560426986.9392366,207612415.2798359,0.0,23564268.738380414
 01/03  17:00:00,51415621.94988817,12010381.691308912,7302685.796864464,45707836.25602006,203765402.5129528,568499226.5614188,214851695.14454448,0.0,24586894.10585086
 01/03  18:00:00,10530053.697927017,11670972.565416511,5703156.290901868,28341144.45176334,229957692.12415546,525082927.94533014,232537900.8768355,0.0,7214125.018234676
 01/03  19:00:00,4274927.877682237,11324009.148770928,5333202.411119056,25162479.074233934,230354910.78532684,523929218.6606922,237279344.37167647,0.0,4042659.0317792813
 01/03  20:00:00,0.0,467270.2556106222,41087.23835123463,41799.28497976356,35660277.87338753,356125681.4883891,21362113.303176697,0.0,0.0
 01/03  21:00:00,0.0,497416.6595096835,43308.52895592992,83962.27016180987,81460505.43536495,36582076.70865711,49762782.47681012,0.0,0.0
 01/03  22:00:00,0.0,519528.0419381943,45182.166647002145,75013.27375395731,71481993.2543282,29673221.184980687,50703850.67386676,0.0,0.0
 01/03  23:00:00,0.0,530156.180223586,46160.89193439504,66006.62557481971,61516754.933061056,27270283.28941472,48177259.94090725,0.0,0.0
 01/03  24:00:00,0.0,542358.3133148368,47052.06657057133,63739.75933777614,58907893.560861446,22479087.65246547,48911942.17756887,0.0,0.0
 01/04  01:00:00,0.0,556732.7456898135,47992.95948939814,64959.824473144065,60094906.479936115,20086338.63784548,51775787.64460716,0.0,0.0
 01/04  02:00:00,0.0,574275.6895619967,49058.055073106916,66819.28843601787,61945587.150037095,20089263.197392065,54936983.2225156,0.0,0.0
 01/04  03:00:00,0.0,594869.020835068,50272.83365034363,68855.53428899872,63953236.721149236,20092514.221822277,58071299.57410823,0.0,0.0
 01/04  04:00:00,0.0,620655.1034701269,51764.731153964225,73362.15834806862,68616840.01748627,20098512.743384972,63230450.54769368,0.0,0.0
 01/04  05:00:00,0.0,648360.5659679312,53351.613611237495,77316.35872623569,72653023.16329321,20104053.82622041,67943774.38022073,0.0,0.0
 01/04  06:00:00,0.0,680802.946036818,56391.19940611969,80716.94470945084,75852762.96270457,20110493.99799851,72077981.77963409,0.0,0.0
 01/04  07:00:00,0.0,727872.687321605,63000.35929031308,86645.91961100874,81117484.78440756,29419722.270418115,78362223.3396555,0.0,0.0
 01/04  08:00:00,0.0,737671.3222510625,62583.51702318227,85135.29683641662,79645979.20033714,491186346.0165248,77636308.81544465,0.0,0.0
 01/04  09:00:00,18170.01688274202,46202091.673842534,7151914.04181396,23360261.83476307,291326972.6183424,523945713.0519163,506305183.3736354,0.0,1519050.893128909
 01/04  10:00:00,7490848.411330517,14174865.33933647,5709350.493725285,25695792.640768833,185658853.39701647,547176797.3960912,181898281.70045215,0.0,4586220.4983321875
 01/04  11:00:00,45721849.82520178,1446416.5979598232,6679122.064876579,41631910.69652198,173694715.1846594,566491730.0480835,112074381.75736493,0.0,20755742.075211663
 01/04  12:00:00,81305803.24928287,316306.71690949413,9322099.540443141,58735909.680732764,163208956.35543385,593140486.6728207,118956047.39798653,0.0,37886381.67115051
 01/04  13:00:00,89433000.85417522,220466.28977785356,10408830.329479247,63229424.97030755,156136273.68769896,598720732.7514316,129786686.70043468,0.0,42368461.942824624
 01/04  14:00:00,103190859.12797372,165829.18521759266,10944343.143667249,69688026.85376531,151888351.87599936,605714847.4490774,135370921.4556717,0.0,48676828.189658225
 01/04  15:00:00,139770154.0721203,133902.38187535253,13113143.187123539,86531196.24943882,152117353.9148059,622331906.9155328,141372866.76695013,0.0,64949926.04593273
 01/04  16:00:00,158633919.95709297,118328.95398442168,13791386.974450642,95471866.27532776,166170265.12705222,617850177.5933529,158755210.81140637,0.0,73659940.7491079
 01/04  17:00:00,151871543.94028544,112850.02320968478,13055875.63807511,92219574.30690683,181545538.0862974,620764154.4535162,176757986.0236578,0.0,70587507.87498076
 01/04  18:00:00,86731269.2484793,108295.4768147736,8318718.625196945,61991076.06856878,219805713.10764936,561348421.8964307,218147048.64390278,0.0,41014139.08902856
 01/04  19:00:00,57292902.68726808,185658.42528514928,7211360.959142787,48616542.26633297,228448350.8717286,549261440.4008149,231153425.47045,0.0,27667696.791304387
 01/04  20:00:00,0.0,109414.26904015799,11713.596729270575,40874.95179118997,41765996.383066684,356095383.51357853,38722938.488634236,0.0,0.0
 01/04  21:00:00,0.0,136619.66366158595,13352.58047501517,95969.4628357242,102090441.09422655,36564127.95285011,92987484.8273851,0.0,0.0
 01/04  22:00:00,0.0,165553.0279283074,14965.690125514951,106267.19320217676,113017020.40597638,29674258.627907418,105617608.91704887,0.0,0.0
 01/04  23:00:00,0.0,218554.7644765688,21942.027715142707,114266.46548593727,120319064.76479907,27294324.265106585,115634053.25528954,0.0,0.0
 01/04  24:00:00,0.0,285000.23154947784,27848.57299065345,119560.51523192605,124854637.19420274,22515704.914779704,122191783.02165937,0.0,0.0
 01/05  01:00:00,0.0,342217.0301083429,31702.626977209224,124306.41110826102,129197562.95783877,20129394.89196841,127697718.89815015,0.0,0.0
 01/05  02:00:00,0.0,393183.1207076005,34761.717365118406,127804.67980299587,132331351.73655052,20135952.251051053,131593579.44721346,0.0,0.0
 01/05  03:00:00,0.0,438996.33839058847,37320.11881742845,129141.40543251153,133202546.74984252,20139847.37813288,133021984.20276946,0.0,0.0
 01/05  04:00:00,0.0,482059.1936857302,39609.89807419047,131434.2731131519,135179486.82542375,20144430.02507028,135267840.95000786,0.0,0.0
 01/05  05:00:00,0.0,781887.3244888216,93228.40242807337,151256.23449054384,136410585.7331808,20217870.490801554,153498781.02636522,0.0,0.0
 01/05  06:00:00,0.0,1732635.4892974205,229116.6320652431,199695.86648143252,134724798.8651795,20402198.352429613,179685819.05670083,0.0,0.0
 01/05  07:00:00,0.0,2715393.313208267,344624.9551609653,233384.84184244907,133814563.7054272,29848085.78852021,177789541.55367413,0.0,0.0
 01/05  08:00:00,0.0,754293.7884889857,78554.7827186062,130990.41177601229,123401513.19948456,491248172.39715976,97188555.09618711,0.0,0.0
 01/05  09:00:00,471258.0056918479,52556290.247581325,7480243.452354546,23740201.754260235,328190562.91376734,524653982.3819541,505714959.8171741,0.0,1791831.840299027
 01/05  10:00:00,12451107.26470862,21470295.395952195,6058610.465124996,27833254.104193192,214499351.24884167,549663518.8309152,227600515.19897366,0.0,6604692.576812267
 01/05  11:00:00,29220163.764378246,16245351.623152405,6703641.678862246,35611174.97220392,195512795.6660179,560495513.9377513,205633834.2487119,0.0,14450970.80731935
 01/05  12:00:00,59688609.50821002,11017363.660750858,7782972.608215046,49146816.97113882,180869457.37770063,582012267.0309986,179958929.6466717,0.0,28044378.498251744
 01/05  13:00:00,57149829.867165685,6940846.466933494,7548807.055607288,48562591.23623716,172875582.03978252,581193875.7434891,165104313.08319843,0.0,27525397.604587495
 01/05  14:00:00,74869606.37307024,5727250.558293892,8180582.283268782,56201385.99249009,164904135.5146433,589464445.7274038,163019058.34102803,0.0,35166630.16732496
 01/05  15:00:00,123398921.8644214,5704682.13324737,10411405.214874458,78721317.93751352,153084398.02767318,611820290.6313584,158563800.38447198,0.0,57226416.315465726
 01/05  16:00:00,148845805.0993468,5024781.909777846,12201351.352819664,91338768.97394766,145277103.96877939,612127044.6703417,148941505.28908336,0.0,69253898.5537909
 01/05  17:00:00,161371365.73831618,5168737.64091903,13003228.683058228,96956263.29235724,139328983.15890622,625448196.4839498,145765978.61649948,0.0,74585143.05638425
 01/05  18:00:00,98062698.70496036,4585262.7237903625,9404470.053139564,68277668.77822995,162397403.86870602,568720766.0340345,156558375.38937548,0.0,46903426.38282253
 01/05  19:00:00,69629801.64310496,3955454.85462259,8257524.826335332,54183831.31051962,159287603.88528657,555874893.3121941,155424140.87983423,0.0,33151272.88684314
 01/05  20:00:00,199887.3493345075,0.0,33809.171566617406,22275606.966608547,0.0,378352211.1032332,0.0,0.0,1641635.5323948464
 01/05  21:00:00,187599.99239371833,5681.3733040796615,33978.426286416754,22293008.9061472,26850893.398666706,58781793.241972975,14286461.86388481,0.0,1634095.5308983345
 01/05  22:00:00,169326.77877530476,31039.77357792585,35918.8104807637,22310782.083302367,59521323.83457815,51899726.638362855,35204531.5450206,0.0,1621058.1805541615
 01/05  23:00:00,145263.570741422,58853.339778059046,35566.3046450385,22313508.70782616,74921984.35720092,49507190.7843767,49890473.07720348,0.0,1609218.6968098262
 01/05  24:00:00,116427.46931157753,88179.02568468009,34080.00253427982,22309021.714441516,84018302.42387922,44711397.54353292,61923701.958662584,0.0,1596028.121351165
 01/06  01:00:00,86045.4483367534,124660.19306288875,32205.587742382744,22304054.176939763,96496625.77546735,42309645.61856508,77096624.68648185,0.0,1579243.2047697364
 01/06  02:00:00,51459.75216844738,176037.89166162247,29989.17217621189,22302580.517547358,110375303.4193532,42305955.54360651,94192023.39770922,0.0,1564450.7228979662
 01/06  03:00:00,17449.140791246606,240798.15042722356,29165.833578098405,22278935.60438222,114568057.31226249,42281487.29184326,103531112.18493822,0.0,1535557.961872905
 01/06  04:00:00,1132.937872399039,295958.9225797093,28643.23356348147,3804227.1605349155,115506237.97203378,23806256.247981336,108235962.5503617,0.0,254018.19966100017
 01/06  05:00:00,0.0,549524.5414473801,78915.88543009013,124612.44889279988,116254409.55432037,20176914.18820583,122021969.87942751,0.0,0.0
 01/06  06:00:00,0.0,1031748.0299503627,142510.81178757703,140389.54239606857,115944075.89017063,20256286.208066583,131987671.09448993,0.0,0.0
 01/06  07:00:00,0.0,1809012.6052708025,252159.53603124124,175293.21302206774,114908905.83392392,29697528.740570106,151369102.77605784,0.0,0.0
 01/06  08:00:00,0.0,509917.591531268,58825.74099569427,109083.40975958356,104691296.46984251,491206536.35342044,89946322.94787532,0.0,0.0
 01/06  09:00:00,1333456.8090382293,48649545.56924545,7284938.5566848405,23995026.5852604,307342995.5375815,524713502.31728446,499413098.1307689,0.0,2135950.7493817764
 01/06  10:00:00,26131160.97746613,9460510.802448312,6339577.687325184,33461688.931402683,195886410.40673232,555572920.8803248,167739298.186866,0.0,12403870.698274177
 01/06  11:00:00,75798438.83433369,283248.2858356803,8589649.352516428,55782472.134555124,178897250.2898023,582552818.7737566,114521441.2421098,0.0,34892981.23792954
 01/06  12:00:00,119625814.3956284,154129.7543085981,12451548.747739699,76854618.68501863,164663514.7187495,614388644.884403,128799325.36603375,0.0,55723513.69992256
 01/06  13:00:00,133426512.47742516,109466.93586493663,13509234.348254573,83784499.35364209,158034883.67202404,622376211.1535414,136813326.27767658,0.0,62392863.74296933
 01/06  14:00:00,157501270.97069103,67711.79123655359,14680601.373216808,95076539.79496796,155532299.10443157,634839618.6198294,142048368.84721026,0.0,73303655.48621292
 01/06  15:00:00,202151051.7836118,39667.26742832857,17338860.438849833,115580995.76050007,158086508.33474737,655607423.6783202,149043081.83701825,0.0,93189571.96789588
 01/06  16:00:00,190671042.22993407,28708.373398472217,16193483.930825468,110174027.43584476,175899879.8638346,634954435.7102448,169829763.2644143,0.0,88046489.231944
 01/06  17:00:00,179807327.34110224,26416.630027544434,15361653.833899833,105102107.77117732,194148704.95944205,635952466.1136112,190606265.14401197,0.0,83216641.57765096
 01/06  18:00:00,112239406.67577168,22780.91291831222,9709103.50979802,74164698.1308554,230693920.54960486,574912428.8433185,230466594.03543618,0.0,53059622.10365574
 01/06  19:00:00,81853790.73713022,16906.152981672614,8671193.134084586,59667639.20231344,230937472.02746552,561772369.5117373,229936646.60723343,0.0,38646814.20226826
 01/06  20:00:00,477590.9210829012,12696.737542041634,72093.82150584653,22441158.77551447,38015764.89659174,378556047.5620784,34248047.31346108,0.0,1771669.6857016499
 01/06  21:00:00,427717.78765332536,27802.51875622551,68921.8849436857,22453348.557943366,76956630.23381425,58977076.35242642,70031074.72207779,0.0,1748161.331258327
 01/06  22:00:00,378235.6528567832,48431.08454231194,65659.02659470837,22439698.386015072,86670204.0102613,52058383.1571895,80734387.45362346,0.0,1725240.8923098915
 01/06  23:00:00,328201.28041683463,69668.48771568017,61803.580060320135,22407200.68338321,86338864.9085895,49627120.035349034,82061587.81966387,0.0,1692644.505641738
 01/06  24:00:00,279456.34367509966,87155.63690783484,57253.27924801536,22385601.18402393,82774201.67203164,44811150.289829075,79873650.505208,0.0,1673988.3270613328
 01/07  01:00:00,233747.13824659167,102589.5543222386,52155.48812666897,22358825.954069503,79951382.11455819,42384367.296079114,78002728.16218069,0.0,1649538.6025827508
 01/07  02:00:00,190875.71336723265,110720.61569085109,44553.29274042469,22325014.307193313,69787884.51239724,42342953.453816675,68841909.28859317,0.0,1624836.4468227131
 01/07  03:00:00,165480.76280076883,112110.10804348852,41668.32044845255,22293481.280818358,57585168.21329354,42308535.45514975,57421725.00377889,0.0,1604348.5213394768
 01/07  04:00:00,141550.39748575972,117406.07931278687,39062.790557365624,22291377.70580065,56738458.65153649,42303826.350240946,56683336.145879254,0.0,1602940.0584934144
 01/07  05:00:00,116223.13944003517,129406.8515078221,36493.32902418811,22284593.19202668,62886638.69531505,42294472.37493381,62657063.92466194,0.0,1590414.4894741878
 01/07  06:00:00,88178.12863843783,144093.7455724343,33365.742196094594,22269891.031625334,69160615.90659635,42276642.62770437,68807669.41096307,0.0,1569827.9448786601
 01/07  07:00:00,55940.2124240128,170409.93050456708,31215.957030432084,22261660.382404476,75392793.44742149,42266262.19331785,75489703.52329023,0.0,1555186.0666045705
 01/07  08:00:00,31645.778593489576,206105.0839643638,29898.31570170793,22251285.389440656,78989155.22060001,42254569.559025295,79583683.66708292,0.0,1540747.4136470542
 01/07  09:00:00,14829.82017498982,238471.26467530546,29607.646393622475,22244251.033925574,79721531.93387882,42247244.534202136,80614773.55209489,0.0,1532496.7031682336
 01/07  10:00:00,0.0,272812.57291546883,27078.205218463736,79076.36870500274,80453219.5430906,20079540.427806403,81542161.26855256,0.0,0.0
 01/07  11:00:00,0.0,302166.21913215955,29072.00785461547,77697.71750990007,78466735.97388427,20080155.579247452,79784562.41729878,0.0,0.0
 01/07  12:00:00,0.0,325998.65836371057,30602.076793565302,74591.4079948308,74678524.93914485,20078579.338671334,76219284.25302938,0.0,0.0
 01/07  13:00:00,0.0,345303.2738420728,31784.95245600643,71775.99602790189,71289331.45227629,20076946.802366845,72948318.26467828,0.0,0.0
 01/07  14:00:00,0.0,351810.7333664353,32149.261738173584,71468.52211080115,70854619.33687754,20077003.637731913,72256592.71761091,0.0,0.0
 01/07  15:00:00,0.0,353536.7037773656,32201.842186012447,78105.1883011637,78153131.7681653,20083692.884370115,78691668.17186767,0.0,0.0
 01/07  16:00:00,0.0,391815.68340323196,38085.703376211146,91764.42113552074,91753397.23899283,20103235.978394672,92384448.13152248,0.0,0.0
 01/07  17:00:00,0.0,642830.5185589361,82860.79422041196,110286.35533486235,100891434.44498101,20166533.003438212,109302146.62275821,0.0,0.0
 01/07  18:00:00,0.0,861884.2095603636,106988.28682848648,120704.78345888683,106275853.97527756,20201078.92417031,116178035.72525966,0.0,0.0
 01/07  19:00:00,0.0,1316406.3718656013,175803.40185591936,145014.22311665906,113670770.0277837,20294203.478855513,133214631.39770961,0.0,0.0
 01/07  20:00:00,0.0,2876159.2281548553,337352.91125044797,217993.22191483754,118443673.54191999,20528731.987048224,173238323.4623467,0.0,0.0
 01/07  21:00:00,0.0,3737261.400453061,435552.74744892714,252489.21310407604,119473019.23448563,20661427.814435944,163283835.13511598,0.0,0.0
 01/07  22:00:00,0.0,4416547.307666311,517215.1146330121,277963.86719958694,117809962.9209296,20768564.835715536,149386493.46187097,0.0,0.0
 01/07  23:00:00,0.0,4854819.194255117,556273.3461327964,288926.92967414355,115532279.54452875,20818586.129689876,135682484.09240294,0.0,0.0
 01/07  24:00:00,0.0,5528362.286496457,641746.3520345784,328573.2175402525,112779795.43073073,20943705.423457768,136487375.3748647,0.0,0.0
 01/08  01:00:00,0.0,6132550.0760461185,710936.1161577465,357602.6044255183,110758148.06948385,21041924.574466202,129763077.00345674,0.0,0.0
 01/08  02:00:00,0.0,7167205.355508848,831627.5462710245,400768.28374996665,112677785.43721938,21205781.68390393,130591154.5915812,0.0,0.0
 01/08  03:00:00,0.0,9794468.239309603,1096063.0132705935,497908.1148333941,118346104.44583541,21567356.98198693,141826791.27888006,0.0,0.0
 01/08  04:00:00,0.0,13819445.770164918,1468306.4098106725,649248.8065334661,125241236.62652776,22090941.070227075,152914985.5324705,0.0,0.0
 01/08  05:00:00,0.0,17662127.63008362,1727852.8495495662,753146.3731055225,131435486.26848361,22454385.076538026,154275515.71432817,0.0,0.0
 01/08  06:00:00,0.0,20996799.423981782,1925283.7605205253,832537.213022762,137064040.32464796,22731206.827426225,159775849.01022738,0.0,0.0
 01/08  07:00:00,0.0,24363181.525961827,2169627.996598082,924110.7051957267,141053104.06863266,23067124.55567675,168477701.40504274,0.0,0.0
 01/08  08:00:00,0.0,27973886.24114553,2450690.038320079,1028314.2074256492,143460601.56038234,23452390.099628672,173611555.84525284,0.0,0.0
 01/08  09:00:00,0.0,28573467.182572905,2505203.562404479,1046267.2696735411,144951690.8679826,23524856.68596096,170130342.53691342,0.0,0.0
 01/08  10:00:00,0.0,15245530.620763816,1459701.1104380866,664037.9864555509,141009657.37678346,22097124.950776577,135895229.51615208,0.0,0.0
 01/08  11:00:00,0.0,15674974.348818569,1426858.544279586,657157.5048623183,133308704.55243953,22057401.903024845,150563754.84878755,0.0,0.0
 01/08  12:00:00,0.0,14195932.113532297,1342686.6838817971,609204.7678273394,125683278.05840984,21925277.305592075,137216331.21218705,0.0,0.0
 01/08  13:00:00,0.0,11780380.673657168,1191130.4732668025,529603.6977087634,121401748.95113382,21694120.024858505,125772679.63023773,0.0,0.0
 01/08  14:00:00,0.0,10913240.735483736,1085710.661374764,468863.98578111717,123259247.8670506,21527960.50103882,124053056.79010989,0.0,0.0
 01/08  15:00:00,0.0,11607691.991336975,1136014.5248407295,481896.05407312186,130401721.42697304,21591296.43279679,137514339.39068556,0.0,0.0
 01/08  16:00:00,0.0,17880422.6064806,1642587.6159678483,720660.2165172042,144373381.41451034,22336633.686367992,186548837.9276858,0.0,0.0
 01/08  17:00:00,0.0,32149844.240136757,2705661.816106252,1213180.4859784325,157264774.0502169,23892228.155967623,206845615.5719515,0.0,0.0
