Date/Time,Baseboard:PlantLoopHeatingDemand [J](Hourly),HeatingCoils:PlantLoopHeatingDemand [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 01/03  18:00:00,228011443.4585353,12006465.233055882,106864339.45794554,12006465.233055882,10634743.925609633,71348464.7931782,228011443.4585353,579655560.4282278,230763865.8211681,0.0,50564350.54319096
 01/03  19:00:00,228670621.3160628,11698525.043934193,73878421.11786424,11698525.043934193,9419984.430914812,55487611.65385744,228670621.3160628,564974857.7668864,236176212.3109321,0.0,34910376.221297495
 01/03  20:00:00,34131578.91918588,1318596.4013277239,0.0,1318596.4013277239,105154.08498597691,54200.45861532972,34131578.91918588,367705116.4502588,26800383.622200448,0.0,0.0
 01/03  21:00:00,79397217.07144989,1388033.5697867703,0.0,1388033.5697867703,108615.41830025575,96230.94012240894,79397217.07144989,48162619.20956142,54272872.93481721,0.0,0.0
 01/03  22:00:00,69315947.64277041,1442279.1242796984,0.0,1442279.1242796984,111325.51546323518,87440.24848553789,69315947.64277041,29751791.508528486,55123224.874164045,0.0,0.0
 01/03  23:00:00,59304712.15894231,1473120.0753357662,0.0,1473120.0753357662,112853.87403895301,78555.67406104569,59304712.15894231,27349525.320005506,52368414.74990495,0.0,0.0
 01/03  24:00:00,56720445.24926447,1499350.2240767956,0.0,1499350.2240767956,114108.63973788441,76427.91953152136,56720445.24926447,22558832.385826536,52557319.14436638,0.0,0.0
 01/04  01:00:00,57916050.17090188,1525762.79624848,0.0,1525762.79624848,115351.21423265926,77757.95704591848,57916050.17090188,20166495.02516151,54667400.49837348,0.0,0.0
 01/04  02:00:00,59879079.54983913,1556337.1396408516,0.0,1556337.1396408516,116768.82043390049,79828.04980373179,59879079.54983913,20169982.724120565,57196186.09364056,0.0,0.0
 01/04  03:00:00,61946688.60353183,1591305.9486659258,0.0,1591305.9486659258,118380.57526224303,82036.96823123963,61946688.60353183,20173803.39737641,59736881.42360198,0.0,0.0
 01/04  04:00:00,66687788.0718295,1631195.0319333207,0.0,1631195.0319333207,120205.14855716733,86726.65908954901,66687788.0718295,20180317.661529645,64137645.77860395,0.0,0.0
 01/04  05:00:00,70823119.50248307,1675012.3316041108,0.0,1675012.3316041108,122204.2525238732,90897.10303860073,70823119.50248307,20186487.209445402,68349850.74126132,0.0,0.0
 01/04  06:00:00,74060250.20257911,1722554.4667908882,0.0,1722554.4667908882,124359.53083360335,94282.82006590703,74060250.20257911,20192028.204782438,71962806.99680072,0.0,0.0
 01/04  07:00:00,79371900.62329116,1777360.0224435097,0.0,1777360.0224435097,126802.29597895495,99619.97867431855,79371900.62329116,40999465.20776949,77134212.21347569,0.0,0.0
 01/04  08:00:00,77893864.44449908,1780420.724719998,0.0,1780420.724719998,126881.64802023096,98280.40449162864,77893864.44449908,497897513.7619519,76992443.61637095,0.0,0.0
 01/04  09:00:00,287259595.4137123,41816080.54550026,8021744.428125228,41816080.54550026,7314886.0308743855,26333295.54517558,287259595.4137123,533715443.2581641,455920322.53354406,0.0,5271099.5215318315
 01/04  10:00:00,182987923.92188084,13876733.505570732,98769094.27150051,13876733.505570732,10361732.100873215,66356041.927932985,182987923.92188084,589114210.3686709,179091572.77742139,0.0,45557060.08170327
 01/04  11:00:00,171615516.62285903,1901413.612881653,176317663.61597818,1901413.612881653,13276523.67482808,103159051.71942258,171615516.62285903,631273175.3328714,113257928.00885941,0.0,81314665.6127072
 01/04  12:00:00,161570754.58062896,984629.3232682876,231684722.52038467,984629.3232682876,17071722.469237935,117278286.11654407,161570754.58062896,667592355.6309614,123716277.01626468,0.0,94999936.8894356
 01/04  13:00:00,155213509.7831443,784201.1487735199,243348573.15432912,784201.1487735199,18434489.62833286,117376416.6277408,155213509.7831443,669053253.3012531,133362568.64029793,0.0,95015060.43327327
 01/04  14:00:00,151301274.232111,605442.9479407372,269365415.4018086,605442.9479407372,20514479.096455462,117456007.19470079,151301274.232111,671212833.3363358,137294158.43879947,0.0,95015060.43327327
 01/04  15:00:00,151827776.4299829,486241.9973858892,333562408.43127906,486241.9973858892,23973140.603380952,117736592.29757464,151827776.4299829,672557169.9734609,141675727.6098775,0.0,95056912.05146
 01/04  16:00:00,166181409.00999048,437772.3002084782,350108595.9385994,437772.3002084782,24789577.004020303,118276559.9979276,166181409.00999048,648277843.42379,158312087.2074785,0.0,95611179.28191838
 01/04  17:00:00,181818937.28536826,421550.2281928796,336682630.70381975,421550.2281928796,23754914.474020112,117478907.33516271,181818937.28536826,664850275.337584,176399450.31619617,0.0,95015060.43327327
 01/04  18:00:00,220261609.592184,412594.882356505,226916594.25620094,412594.882356505,17565981.050500404,117041247.02939738,220261609.592184,632279579.7893376,217359891.094986,0.0,95015060.43327327
 01/04  19:00:00,228858920.6183868,448395.75438224344,167374824.3512746,448395.75438224344,15264363.032256031,99196032.317633,228858920.6183868,614527657.0320032,229247419.4481483,0.0,77842621.77154526
 01/04  20:00:00,42479085.287429094,430041.73351033387,114028.54535410012,430041.73351033387,62118.92236007866,21566566.859327707,42479085.287429094,389174447.6883453,43578165.667039044,0.0,1566498.7794834855
 01/04  21:00:00,102290458.63543144,521005.22499804775,89537.42380685502,521005.22499804775,65803.57096017756,21604243.883311216,102290458.63543144,69627820.30541016,96293541.2387074,0.0,1548311.5496645486
 01/04  22:00:00,112811533.81380458,613411.8565645183,58500.2283542121,613411.8565645183,67258.91442373453,21592224.17948731,112811533.81380458,51212508.83849077,108307562.88432568,0.0,1525441.579161095
 01/04  23:00:00,119929469.79596461,697028.9972978653,25377.613565472824,697028.9972978653,65880.07321231165,21575523.806791525,119929469.79596461,48799519.651909344,116918919.05528252,0.0,1501222.847364515
 01/04  24:00:00,124376920.09289686,782132.539531406,577.3339833460776,782132.539531406,64613.649132187915,1913617.5449046283,124376920.09289686,24346527.020593945,123107192.69679686,0.0,123548.91228315972
 01/05  01:00:00,128653566.89614749,878935.8590877183,0.0,878935.8590877183,73157.31218447917,133081.28878321202,128653566.89614749,20179624.45485062,128843816.43997023,0.0,0.0
 01/05  02:00:00,131824871.52823602,972783.3464991271,0.0,972783.3464991271,79858.53703546785,137382.23491347936,131824871.52823602,20190626.625831876,132794521.37270853,0.0,0.0
 01/05  03:00:00,132695257.15481344,1060105.950453616,0.0,1060105.950453616,85589.39710148229,139384.42540361415,132695257.15481344,20198359.67638803,134251315.2729345,0.0,0.0
 01/05  04:00:00,134483468.97066668,1146104.5097345803,0.0,1146104.5097345803,90961.63363417283,142153.96418690498,134483468.97066668,20206501.451704007,136250237.1518943,0.0,0.0
 01/05  05:00:00,135707450.92526138,1233380.0758949227,0.0,1233380.0758949227,96151.10628565369,144368.18618563763,135707450.92526138,20213905.14635422,137675998.02393526,0.0,0.0
 01/05  06:00:00,133935795.00394516,1496368.94510034,0.0,1496368.94510034,134806.35646720757,158897.49747874387,133935795.00394516,20267089.70782888,148950285.3694801,0.0,0.0
 01/05  07:00:00,132943649.53458834,2283328.693548768,0.0,2283328.693548768,244214.0415066709,198045.5206715755,132943649.53458834,41215302.49529446,168190900.68126616,0.0,0.0
 01/05  08:00:00,122823974.54253083,1447603.9423326298,0.0,1447603.9423326298,117689.09751513501,137883.60162535557,122823974.54253083,497927924.40858054,112267202.1939148,0.0,0.0
 01/05  09:00:00,326144167.0812673,47733443.08869813,15724606.369927231,47733443.08869813,8180244.118399713,30278807.055869047,326144167.0812673,538526312.8563828,507857907.08440095,0.0,9064849.424441697
 01/05  10:00:00,213351230.05002844,21193342.762390982,83323022.22816601,21193342.762390982,10591803.836370043,59054006.356006406,213351230.05002844,582042246.5322411,229953749.28702766,0.0,38355906.07504317
 01/05  11:00:00,194389295.9205552,16135515.093147626,138950082.94420063,16135515.093147626,13334497.893798454,85488649.13918896,194389295.9205552,613660746.971608,204879123.84180045,0.0,64276198.59408102
 01/05  12:00:00,180298737.50131294,11240955.07743986,189117870.72551405,11240955.07743986,15621770.139613096,108899131.89432193,180298737.50131294,657763249.0791144,180847872.8605203,0.0,86943104.30325347
 01/05  13:00:00,172658663.75388867,7279165.300558618,180691840.92108703,7279165.300558618,15208657.304895286,105628577.94272359,172658663.75388867,654079582.2927985,166377492.5382424,0.0,83759164.75853752
 01/05  14:00:00,164872241.23450238,6125297.524138524,211237353.14404288,6125297.524138524,17105720.971858412,116745711.82872573,164872241.23450238,667093779.8457637,164272069.87041882,0.0,94443122.36423136
 01/05  15:00:00,153417309.31674153,6220621.00718397,294426609.37621653,6220621.00718397,21116355.508252595,117869574.43221274,153417309.31674153,669833367.0129707,160299040.03107515,0.0,95015060.43327327
 01/05  16:00:00,145877299.38562408,5667702.213197274,324780182.0064181,5667702.213197274,22738618.50538259,118158952.03962143,145877299.38562408,646109276.9668461,151277825.27748555,0.0,95015060.43327327
 01/05  17:00:00,140156899.95154655,5923143.419709903,343313175.5206416,5923143.419709903,23824002.23878568,118646480.863496,140156899.95154655,666086936.630683,148076314.29492426,0.0,95223782.278462
 01/05  18:00:00,163477810.66106096,5429754.807707331,241037860.61659485,5429754.807707331,19153459.75966283,117934739.89907433,163477810.66106096,634760551.3681772,159399275.27664632,0.0,95015060.43327327
 01/05  19:00:00,160469526.30038792,4857396.319148008,191958172.6081357,4857396.319148008,17038750.15236974,111679100.65490212,160469526.30038792,628785112.489386,159075301.7083534,0.0,89033099.95175102
 01/05  20:00:00,0.0,243502.336869042,230618.06362907327,243502.336869042,67096.10941299408,21620383.973138325,0.0,389233241.98920876,3283887.6124866474,0.0,1655082.6338660957
 01/05  21:00:00,26180870.11482743,294451.2259402261,203528.41463626144,294451.2259402261,67532.93782527381,21617101.301321812,26180870.11482743,69642407.09028584,16532443.362509271,0.0,1633483.3015321477
 01/05  22:00:00,60230764.97810685,369888.59742185666,166897.02870662534,369888.59742185666,67649.71301085547,21622320.761707284,60230764.97810685,51242996.219297856,37231322.47472428,0.0,1606516.3204572103
 01/05  23:00:00,75511746.05029859,446408.5548969875,125881.9558841224,446408.5548969875,65384.92911839305,21600102.61797287,75511746.05029859,48823603.31899677,51964973.024825014,0.0,1569388.180415595
 01/05  24:00:00,84491425.09622353,525414.5517063381,94506.27954435654,525414.5517063381,66603.88877076999,21586055.184464622,84491425.09622353,44020954.89979252,64422302.59411836,0.0,1545918.7632413069
 01/06  01:00:00,96942099.50384544,611311.1938985559,64143.490537408514,611311.1938985559,67705.29085184792,21580711.35087298,96942099.50384544,41621802.495607756,79600326.84469537,0.0,1528155.2176507819
 01/06  02:00:00,110790948.02049357,715860.5777990574,28729.727322929095,715860.5777990574,66814.42821379982,21568020.512009405,110790948.02049357,41608220.79410613,96482207.59306455,0.0,1501674.829311748
 01/06  03:00:00,114956374.1491375,813351.3963395837,2680.6969259215975,813351.3963395837,66588.98479566873,7262523.943849765,114956374.1491375,27302498.782528363,105573953.80956115,0.0,492513.1205209156
 01/06  04:00:00,115893412.5276478,904539.5734823891,0.0,904539.5734823891,74060.94066960446,121776.64772453866,115893412.5276478,20169223.442277074,110712935.10625009,0.0,0.0
 01/06  05:00:00,116580223.88527744,1062106.5143246204,0.0,1062106.5143246204,98862.68788867495,128344.37433231523,116580223.88527744,20200592.91610392,118011975.46460165,0.0,0.0
 01/06  06:00:00,116211291.74180277,1514896.0482765716,0.0,1514896.0482765716,169249.12528798418,145628.2312208351,116211291.74180277,20288263.21039175,130030081.10787053,0.0,0.0
 01/06  07:00:00,115161190.91049217,2001717.9873396358,0.0,2001717.9873396358,225891.61889077118,158911.82200878352,115161190.91049217,41157846.37401576,134137648.55579022,0.0,0.0
 01/06  08:00:00,105011591.30940211,1236386.1358584424,0.0,1236386.1358584424,111452.01370044978,120606.17794258424,105011591.30940211,497904409.901083,99298172.93952401,0.0,0.0
 01/06  09:00:00,306736378.1056602,46040855.077194996,23638820.983646292,46040855.077194996,8608613.131651137,33662748.04950084,306736378.1056602,542338622.863266,490442612.66331387,0.0,12497532.47083056
 01/06  10:00:00,195562411.63582778,9726831.106298095,116106936.43034767,9726831.106298095,11976338.228898829,74272338.31265661,195562411.63582778,598645112.88142,168362798.7840975,0.0,53424543.439710066
 01/06  11:00:00,178680452.1262104,784424.6556688602,196462796.99104494,784424.6556688602,15949074.125168435,110485838.61010113,178680452.1262104,641272512.6738901,118561250.5316402,0.0,88724316.65310557
 01/06  12:00:00,164877184.7677014,587144.346708321,264861260.63449365,587144.346708321,20345467.331916828,117137481.20366764,164877184.7677014,670725295.580764,132540333.60171819,0.0,95015060.43327327
 01/06  13:00:00,158815672.2692187,470736.49228594825,274796330.18991804,470736.49228594825,21332297.43016588,117227962.93175063,158815672.2692187,671802607.4070961,139740086.66066706,0.0,95015060.43327327
 01/06  14:00:00,156821490.076844,378962.40846173733,312492896.37779224,378962.40846173733,23783535.516495157,117449557.28832605,156821490.076844,674475439.8500009,144519433.64174744,0.0,95015060.43327327
 01/06  15:00:00,159633942.76036537,324611.90780013293,378387682.13487643,324611.90780013293,28079944.66790082,120661817.90158531,159633942.76036537,679589199.6419915,151447869.95217383,0.0,97806957.8645887
 01/06  16:00:00,177537199.0896789,307137.4745552155,357149417.71020865,307137.4745552155,26282905.883805238,118684325.38375404,177537199.0896789,650178937.6894014,171858791.36400953,0.0,96108657.77428639
 01/06  17:00:00,195863900.74424383,312256.9772027982,342309766.25764203,312256.9772027982,24598884.296160933,117391189.94972318,195863900.74424383,665606527.7742854,192491918.29730996,0.0,95015060.43327327
 01/06  18:00:00,232380787.92846802,317010.97390732873,235449779.88257453,317010.97390732873,18622232.63042042,116949744.1686609,232380787.92846802,633244328.5085212,231831818.9345441,0.0,95015060.43327327
 01/06  19:00:00,232626078.835083,315847.7183568607,185216745.27753037,315847.7183568607,16463277.428596655,107636335.56902869,232626078.835083,624166874.6797394,231714889.2824644,0.0,86032481.26710826
 01/06  20:00:00,40779966.28109591,320592.3849396737,401449.9134871409,320592.3849396737,90930.46488542015,21722251.347824037,40779966.28109591,389358943.71936697,41447994.13401423,0.0,1724143.560775389
 01/06  21:00:00,79095077.5788467,379368.22507304535,346646.0310372795,379368.22507304535,89047.42610188483,21723457.6716917,79095077.5788467,69770277.94893235,75312756.36124197,0.0,1690816.0178323905
 01/06  22:00:00,88382061.2337885,443102.8538115487,299888.7114382059,443102.8538115487,87808.23624854446,21704353.765166607,88382061.2337885,51345187.74599488,85049916.96204561,0.0,1662456.970073467
 01/06  23:00:00,87801082.44949247,493880.3332422125,253579.29911125373,493880.3332422125,85377.51709522751,21678821.552029483,87801082.44949247,48922314.841030225,85906181.9154973,0.0,1636843.1003689335
 01/06  24:00:00,84063581.44448808,531747.4014838745,209369.86802683616,531747.4014838745,82027.50870416692,21651178.546122197,84063581.44448808,44101501.881383486,83414073.36000982,0.0,1612160.1895646756
 01/07  01:00:00,81129309.7525227,561448.6401185102,167931.6951321101,561448.6401185102,77888.94116349178,21624056.91037308,81129309.7525227,41675331.7054195,81260071.16617519,0.0,1587378.0591231284
 01/07  02:00:00,70906780.50004597,578871.1690596114,128914.09035702064,578871.1690596114,72037.88598701401,21581106.115895733,70906780.50004597,41626529.85576567,72507805.40065596,0.0,1553358.402995348
 01/07  03:00:00,58688835.35251499,591643.2928391888,104690.3024068728,591643.2928391888,71400.25874414576,21553689.775267757,58688835.35251499,41598475.88789484,61855179.5850651,0.0,1536512.7229793423
 01/07  04:00:00,57832325.50834134,611078.3584064881,82171.83468435945,611078.3584064881,70151.6871048248,21545159.641528204,57832325.50834134,41588697.18251596,60848472.07792421,0.0,1528369.6561459778
