Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 01/22  12:00:00,0.0,94024740.9645355,7038354.432132393,2851134.766198681,171739357.3537868,29862875.05221401,263068193.5592853,0.0,0.0
 01/22  13:00:00,0.0,83978624.04852971,6555053.530930772,2659052.3682329645,163247306.8681937,29187491.75304667,244579052.59474087,0.0,0.0
 01/22  14:00:00,0.0,84462879.51982607,6599016.420476586,2667401.974876331,160348396.62335545,29239804.24923586,242854417.9136951,0.0,0.0
 01/22  15:00:00,0.0,89866279.62472543,6887668.557921593,2770505.624367593,161746993.6384085,29631560.03617213,249004937.7534315,0.0,0.0
 01/22  16:00:00,0.0,93850954.44065239,7093921.186940804,2845324.2857452887,164094217.0303522,29912631.32656903,255338306.60195613,0.0,0.0
 01/22  17:00:00,0.0,106929353.88486303,7750527.280721144,3113719.193224591,168766958.90315267,30837632.327828668,273376518.0317497,0.0,0.0
 01/22  18:00:00,0.0,114363824.24015656,8139015.650685669,3267130.04530846,173234494.3479452,31379531.54987707,284400703.7370237,0.0,0.0
 01/22  19:00:00,0.0,118796634.28648224,8371928.539906199,3357590.501514909,174719800.71829605,31702904.89530405,290635509.69231904,0.0,0.0
 01/22  20:00:00,0.0,122020616.90417454,8584790.74295226,3443887.1526260204,174851163.524772,32002063.749461215,293878046.2189596,0.0,0.0
 01/22  21:00:00,0.0,125238787.47906011,8773744.995366309,3520509.4806112344,175379753.15443236,32267640.329860475,297405450.8289717,0.0,0.0
 01/22  22:00:00,0.0,127585154.49029234,8900468.09209665,3570067.740811436,174975375.26586014,32443921.686791025,299320823.44921774,0.0,0.0
 01/22  23:00:00,0.0,130173585.75367065,9029942.815831719,3621574.020411143,175604260.93176174,32624902.6901258,302278056.6022223,0.0,0.0
 01/22  24:00:00,0.0,134751506.70510703,9240322.870964695,3708345.912237613,179394594.75641122,32922054.63708525,310351522.36721647,0.0,0.0
 01/23  01:00:00,0.0,138589084.90593943,9410690.26264196,3783717.5627931925,183686884.68032503,33167793.67931809,318363364.61081475,0.0,0.0
 01/23  02:00:00,0.0,138794150.01633322,9437119.980551224,3795030.9291645647,183420846.44705945,33205536.763598725,318859451.43712336,0.0,0.0
 01/23  03:00:00,0.0,136276411.0231202,9351048.586416509,3752195.7019303734,177942714.63405883,33076630.142229818,311004483.4849083,0.0,0.0
 01/23  04:00:00,0.0,134614969.03599316,9289798.833456008,3726038.2789859567,174703731.3134151,32989222.966324903,305837197.6543398,0.0,0.0
 01/23  05:00:00,0.0,135384210.83983094,9331129.57039697,3742824.283295951,174904334.89078638,33047339.70757585,306662945.82006145,0.0,0.0
 01/23  06:00:00,0.0,136548371.88863248,9394263.949281486,3766125.292998383,174068406.1838497,33133775.096162807,307185468.5634091,0.0,0.0
 01/23  07:00:00,0.0,137671535.41976318,9452386.237416973,3787015.697912285,169772376.5495764,42509477.92684604,304225982.0189825,0.0,0.0
 01/23  08:00:00,0.0,20971166.1912136,1554021.5433530165,519582.77098541934,155708306.2240793,493112231.51700366,105115018.17957991,0.0,0.0
 01/23  09:00:00,0.0,491349889.35512924,77002858.98495847,6081408.172094229,412069518.5325514,576517804.3323922,942686705.4301964,0.0,0.0
 01/23  10:00:00,0.0,202573332.9649302,61645503.82672621,2143296.331735181,268268983.93040887,579560454.4200588,434556189.734759,0.0,0.0
 01/23  11:00:00,0.0,146557168.03074485,59399651.112929866,1341527.9173279277,238138519.04795682,578921876.3169432,363303011.19278306,0.0,0.0
 01/23  12:00:00,0.0,114814490.55811352,58493899.39174777,1010116.5737272364,215518301.60964262,584586493.41712,318559950.9923787,0.0,0.0
 01/23  13:00:00,0.0,95113658.99785165,57989401.95172387,848839.7966536479,199524846.33949804,583920719.2000225,285209267.0956911,0.0,0.0
 01/23  14:00:00,0.0,81208985.67999972,57630183.70716014,737245.5458459408,191026969.448941,583449906.704651,263469706.50470197,0.0,0.0
 01/23  15:00:00,0.0,62969158.74974148,57346191.72294115,636764.8524590742,183648491.26978886,580670524.0543709,239436645.34784633,0.0,0.0
 01/23  16:00:00,0.0,55383173.72205274,57220313.845966816,601734.5253395631,189963958.84314293,566408972.7148811,236927109.55940518,0.0,0.0
 01/23  17:00:00,0.0,53875912.45185579,57182285.086033225,596126.8585640748,196522654.6585539,573267116.4531317,244522759.30333528,0.0,0.0
 01/23  18:00:00,0.0,62276735.685328625,57142446.602761306,626275.6164004495,220811420.72322887,548807349.4218268,271658659.6285226,0.0,0.0
 01/23  19:00:00,0.0,71292909.80485867,57138511.108722545,641140.4067748144,222306417.85956624,551213188.6908367,288282438.5725072,0.0,0.0
 01/23  20:00:00,0.0,1286961.1760189205,105608.74555001795,48645.29608001016,31145991.58138009,356197049.0066881,22298097.441750057,0.0,0.0
 01/23  21:00:00,0.0,1380752.024913635,110114.7996376546,103369.3534103168,90118612.76966922,36668290.062587336,55439013.74392903,0.0,0.0
 01/23  22:00:00,0.0,1480884.7782817099,114809.61975320322,111881.79705864837,98724801.16884983,29779717.161391582,70512858.06730443,0.0,0.0
 01/23  23:00:00,0.0,1568881.059507958,118835.22638253009,116824.3462325948,103508059.9130384,27393775.344520632,82317002.14005296,0.0,0.0
 01/23  24:00:00,0.0,1960325.0433659162,189877.6136962082,135909.66079617385,105939911.81287444,22694083.10104951,102083033.93608487,0.0,0.0
 01/24  01:00:00,0.0,2763314.0901232823,301613.9726495596,165876.911266866,108583747.32135794,20440876.73779936,121856493.38529478,0.0,0.0
 01/24  02:00:00,0.0,4395379.426460198,491101.2666282937,242412.91571162673,111221222.34352353,20706900.03622286,157674521.41636872,0.0,0.0
 01/24  03:00:00,0.0,5378282.851246197,589710.4809617851,270878.40322224656,110200230.12051831,20833974.73806697,146806605.58725283,0.0,0.0
 01/24  04:00:00,0.0,6729768.508817131,766290.5688644227,319429.3165821811,109491262.5827226,21059105.73932954,145477921.15848577,0.0,0.0
 01/24  05:00:00,0.0,8992131.033882035,1011858.2578291694,397660.5496948931,111219280.1305564,21382904.661406998,147426157.53188723,0.0,0.0
 01/24  06:00:00,0.0,11801916.425879994,1291025.9999123488,511284.04172567104,113348728.98771511,21775695.89552096,149783487.20369652,0.0,0.0
 01/24  07:00:00,0.0,15095225.833488781,1558527.6364528616,630527.3088344035,115481483.16872856,31459130.936804064,146088294.66136786,0.0,0.0
 01/24  08:00:00,0.0,4648160.405029334,508164.73688195535,221835.2624164075,108729277.85988909,491768627.2019634,63914486.01917123,0.0,0.0
 01/24  09:00:00,0.0,177035861.3597246,61578322.705331065,2005875.4809690996,323996954.1106695,557017735.3616396,512423712.00842595,0.0,0.0
 01/24  10:00:00,0.0,69809917.04043718,57374515.88539479,674983.4939731103,203350374.62639096,573821153.6409653,236232861.21077296,0.0,0.0
 01/24  11:00:00,0.0,29475347.863999043,56046585.12822439,277031.9609580392,181481845.43635535,574504314.3758677,141465204.9825134,0.0,0.0
 01/24  12:00:00,18424.03557831518,16701400.411046343,55931712.75062713,19616310.986094058,167062095.20188963,600630501.1883662,144535906.01179698,0.0,1329130.5536541617
 01/24  13:00:00,39422.96921933357,11217180.815674756,55878405.68992695,23468859.51480902,157901699.02704626,604429742.6563809,142334506.08072627,0.0,1597145.3013568413
 01/24  14:00:00,60272.40091621211,5702983.476308664,55863100.49968024,23449173.600820336,151156640.51748347,604394751.5521455,139632315.09349132,0.0,1594410.254873687
 01/24  15:00:00,1071838.0354139581,665681.5165533529,55914703.380062684,23784491.295558978,146083876.32355428,602386762.1545923,133978507.5490204,0.0,1943749.9740732005
 01/24  16:00:00,1666959.2547449102,316803.7755931606,55957399.58245494,24104961.142523836,149652134.18825075,588649285.0685536,139903890.2543739,0.0,2262498.7811648706
 01/24  17:00:00,150216.30238805295,273639.46967718133,55827398.130523965,23452204.811371673,156739419.7498862,594768307.45043,149368746.63409686,0.0,1604388.1971193876
 01/24  18:00:00,78162.29526910234,2071580.351727565,55825904.7721033,23485434.775011964,190936546.86437285,570349966.7497805,187292307.8379349,0.0,1599790.6364351576
 01/24  19:00:00,24956.53640091422,6116751.468868942,55824810.21187292,23483765.38662602,196261662.5086108,572742112.7738384,199106164.71732742,0.0,1587571.7044942395
 01/24  20:00:00,0.0,249578.64542393544,24465.662908306316,17150.147185695754,12483461.80091817,356084410.775152,16015990.546165349,0.0,0.0
 01/24  21:00:00,0.0,305672.2230550239,28761.165277091124,64836.0462001729,64041773.62925812,36548403.12101663,60813005.09882957,0.0,0.0
 01/24  22:00:00,0.0,368638.7859606888,32950.239687558766,75741.67620137741,75086931.01901157,29661717.660468664,71769081.41852468,0.0,0.0
 01/24  23:00:00,0.0,429398.4836866454,36545.36902775467,82929.8287374379,82166350.1182831,27277590.9696707,79311325.673703,0.0,0.0
 01/24  24:00:00,0.0,481390.72405526997,39385.43721937378,86651.75026848266,85597440.83642507,22494333.01404498,83494875.73816836,0.0,0.0
 01/25  01:00:00,0.0,514268.4182976096,41146.11043830076,84269.64023885352,82560429.21946657,20098801.604560096,81581000.48756222,0.0,0.0
 01/25  02:00:00,0.0,538624.5122558507,42400.30008386905,82959.55562208193,80819201.83049333,20098745.70958889,80468060.15383159,0.0,0.0
 01/25  03:00:00,0.0,563283.4023773571,43610.816627714245,83940.89038224958,81607020.26198536,20100937.560892902,81490932.87327239,0.0,0.0
 01/25  04:00:00,0.0,592346.942615412,46739.16914454201,86036.15737218899,83286002.18239145,20106161.180399667,83532553.50855663,0.0,0.0
 01/25  05:00:00,0.0,626317.7870712046,50010.249687521195,87613.85568520697,84369044.82447079,20111009.95925567,84977334.41397506,0.0,0.0
 01/25  06:00:00,0.0,661587.7456942432,52578.844922333345,88994.75639854152,85353900.2964339,20114959.455203813,86159804.41418235,0.0,0.0
 01/25  07:00:00,0.0,697580.8570908861,54920.230784224244,90093.7608396395,86065291.35499057,29415089.983140655,87031679.96627536,0.0,0.0
 01/25  08:00:00,0.0,700474.6614729231,55191.96371099753,83231.15830044301,78442251.61634977,491177050.3246766,80114613.17922074,0.0,0.0
 01/25  09:00:00,0.0,73884187.5412292,58135137.18151048,1139819.1392033086,282458997.36240774,552708493.4960532,539121009.5166833,0.0,0.0
 01/25  10:00:00,4054.723784619976,35405990.05414797,56957913.52477792,8260683.808924788,178904432.91079795,580990251.5953,211615025.7505779,0.0,526990.6070734574
 01/25  11:00:00,43386.829799282204,16760693.598561706,56446714.59534398,23626548.179226745,165066875.05999833,598253960.061256,154540451.13479167,0.0,1596258.4781869745
 01/25  12:00:00,79414.09050557578,6280672.8994202865,55868027.719224535,23461699.303861044,155362607.41355497,604412204.4747305,104524231.74412504,0.0,1596946.2679472922
 01/25  13:00:00,96149.47158152821,1842982.770644152,55828764.32306044,23443108.098206066,148903412.76458216,604354349.8729115,113532150.78877445,0.0,1600695.1124691032
 01/25  14:00:00,1143126.538354986,199989.42365372818,55903338.64432844,23935761.325641163,146581327.3097732,604921577.4216145,122147174.53789741,0.0,2098885.1666675126
 01/25  15:00:00,9375194.209810609,157404.61328549637,56495250.75179316,27802030.254391644,149217888.35225773,606984848.4851555,132303673.32126155,0.0,5955668.946622416
 01/25  16:00:00,5683796.453075081,139388.39699740242,56219641.493108235,25948251.667821337,161576077.1611713,590754817.5045044,149556996.48856115,0.0,4093794.1607110295
 01/25  17:00:00,114386.6619850693,2074829.4535404898,55814592.98064182,23471624.92927198,179976181.3208091,594774922.4184482,173967401.5638789,0.0,1599971.7173257554
 01/25  18:00:00,21246.343538153073,13598567.365003984,55814963.39216864,11891725.529958423,225664439.47116885,558745316.1247922,237623370.55755398,0.0,796703.3948549071
 01/25  19:00:00,0.0,30982847.657814052,55815472.118485615,293172.0132699592,239696165.53549612,549542181.307095,273560792.5287626,0.0,0.0
 01/25  20:00:00,0.0,169178.6193864469,15434.223624001901,47735.95976880974,48250063.91560893,356105965.1484509,44334542.49896273,0.0,0.0
 01/25  21:00:00,0.0,234224.63630722777,22144.887951688033,111355.29868172147,116825638.09197736,36588306.09617277,106141749.72777618,0.0,0.0
 01/25  22:00:00,0.0,334610.9409291139,30945.880307484666,128452.16720168694,133592968.5103541,29712423.792088896,125715320.81787115,0.0,0.0
 01/25  23:00:00,0.0,427822.50142922904,36625.569808875654,140594.63535596762,145540438.67451698,27335335.97707035,140148140.07158318,0.0,0.0
 01/25  24:00:00,0.0,718063.3662532133,78865.67350691397,157345.24330714915,153279185.41182634,22604506.74337119,157498742.08161643,0.0,0.0
 01/26  01:00:00,0.0,1174199.5196723647,127067.1371280056,175484.09763155662,160910402.85066965,20275937.0886425,171171544.4083241,0.0,0.0
 01/26  02:00:00,0.0,2644264.727397149,263876.23050951574,244356.57480135432,168653981.870333,20481618.659193806,218414876.47214788,0.0,0.0
 01/26  03:00:00,0.0,4081952.603956674,365472.22689029295,295159.3715843659,177588507.42738438,20634017.452357598,222424495.4517989,0.0,0.0
 01/26  04:00:00,0.0,5334396.967645966,469369.5894443458,331875.0901817947,182519334.1435051,20774630.53350908,215739895.28656042,0.0,0.0
 01/26  05:00:00,0.0,7334186.421202854,685214.2010397413,403852.566234619,186855012.4162658,21062452.621157296,226726452.71408588,0.0,0.0
 01/26  06:00:00,0.0,11931770.059856225,1121438.9557282699,571526.4949832597,194056582.93868724,21666351.304594465,251056300.35162604,0.0,0.0
 01/26  07:00:00,0.0,17201685.88131533,1524888.8078407345,717700.8508661229,198870869.65791273,31512665.650223646,240711952.57359955,0.0,0.0
 01/26  08:00:00,0.0,2957951.521164747,297548.3234977353,255285.52756415296,195054736.99415138,491591461.05372703,112788343.2357513,0.0,0.0
 01/26  09:00:00,0.0,219085463.41674912,61061513.19918924,2209741.614965962,409946489.14346564,556704791.9894947,685582566.4035609,0.0,0.0
 01/26  10:00:00,0.0,99063865.4454611,56592302.33133999,639882.9736023715,279265057.22218674,573003839.5665396,297810961.74750376,0.0,0.0
 01/26  11:00:00,0.0,50123133.382273324,55906190.09240544,335530.4035843792,232604750.99484995,574422417.782675,227250887.81171557,0.0,0.0
 01/26  12:00:00,422966.1329122173,25536735.845001996,55893375.99177915,12264214.214096218,201767831.9283597,593240067.6575203,199053566.80185163,0.0,1171695.9109392934
 01/26  13:00:00,2552351.6168218697,16247101.237676319,56073431.61983849,24947915.85174522,185212194.17038873,606103824.9232286,185187705.79427052,0.0,3044046.1386561957
 01/26  14:00:00,13555020.389174957,8700046.145755388,56777151.73216233,29309383.712294675,174546701.2108208,611169012.896102,171431833.54153678,0.0,7416321.042588226
 01/26  15:00:00,33013485.645422935,3530150.393499108,57938949.19227991,38109299.85709831,175547635.10183257,618735816.5283489,170170697.23664722,0.0,16191995.070900116
 01/26  16:00:00,19094002.312478393,6119756.184291733,57056553.63338564,32414634.548123464,194898678.3406804,598058112.5250839,195848234.22444108,0.0,10497860.972010382
 01/26  17:00:00,465432.80728488957,17244399.109828286,55880094.31393874,23847395.15758077,220544335.13522857,595216193.980054,238064817.66154915,0.0,1909503.5822678104
 01/26  18:00:00,123231.63443957677,39734675.59866311,55843485.75989269,23671541.482824326,265908116.61140016,570553654.4453822,313618466.7160728,0.0,1647094.0920900244
 01/26  19:00:00,132476.07432196123,56256350.9323432,55845578.759640045,23705810.7350659,276783346.72262233,572984926.6700455,339563641.46338147,0.0,1641997.7454130368
 01/26  20:00:00,124136.10579550464,257632.91967870764,44466.777791589586,23414600.36873347,86809555.51464276,379501862.1115832,75547453.57900059,0.0,1645871.4427365367
 01/26  21:00:00,74950.95850802786,332068.55417385855,45627.7179502784,23451874.24286207,142853029.37818003,59952307.870351724,128148809.55305228,0.0,1630694.2387346416
 01/26  22:00:00,27504.875913121596,432830.4592699272,43689.443300191124,23441286.420795076,156071049.10088345,53038001.608674996,146187159.79089034,0.0,1606374.7739207563
 01/26  23:00:00,3059.7875304857253,804836.7866218347,87904.31586310643,7928205.702712494,162450155.50528923,35174225.79048111,165393061.42788965,0.0,532244.6236156086
 01/26  24:00:00,0.0,1308339.7695295345,137706.25238180454,181177.2042815049,164290272.21514502,22687179.283220436,174179660.83233327,0.0,0.0
 01/27  01:00:00,0.0,1930697.590646184,194840.8078169408,206766.5247802686,165699396.47395402,20374993.18648015,191131328.80279937,0.0,0.0
 01/27  02:00:00,0.0,3322435.6835454777,320907.80311465124,266832.131560829,168695800.32917103,20561125.78855842,215245962.96007484,0.0,0.0
 01/27  03:00:00,0.0,4584150.794602436,430351.9674099982,307583.8708835114,174749355.04599828,20711321.692176446,212601853.73941684,0.0,0.0
 01/27  04:00:00,0.0,6334026.39078428,578330.5869018277,365197.68807439046,183420958.30888462,20916914.128859155,218777565.16039237,0.0,0.0
 01/27  05:00:00,0.0,9217271.384096544,786497.7153645022,460846.4637967617,195789480.04687512,21220730.033044208,236114728.71697655,0.0,0.0
 01/27  06:00:00,0.0,13338243.866559384,1106387.2740083933,603883.4514957366,204656762.95312992,21683656.57938707,248729388.14164364,0.0,0.0
 01/27  07:00:00,0.0,16480547.123193039,1328641.2279594399,687944.8712672412,206062662.77819267,31286662.090743475,236721711.552145,0.0,0.0
 01/27  08:00:00,0.0,1088945.598986309,65779.67084000309,196830.19745877065,196194367.80165473,491301237.07096386,95276120.89218763,0.0,0.0
 01/27  09:00:00,0.0,212278070.60401547,60596697.77279083,2151377.955604409,404552180.8835921,556181612.9037346,696629326.4145181,0.0,0.0
 01/27  10:00:00,0.0,116791232.32501253,56964840.69483337,760690.4153753698,282630824.44067925,573497185.371806,339821677.4561671,0.0,0.0
 01/27  11:00:00,0.0,77938448.22034954,56025877.472880214,430355.1297291752,251513745.0282883,574636929.8892947,269252388.1727324,0.0,0.0
 01/27  12:00:00,0.0,55732070.004425846,55858785.81153715,326930.9066870801,228123114.84447342,581268194.1698692,248737307.6282444,0.0,0.0
 01/27  13:00:00,0.0,42644854.63901791,55842609.51632328,284586.99839466746,212258564.20607442,581209673.966363,236859711.09033632,0.0,0.0
 01/27  14:00:00,0.0,32071542.977283776,55836113.75068637,256588.2172751038,202399884.94065833,581175179.4196064,223140603.04579917,0.0,0.0
 01/27  15:00:00,10696.276316852609,21443548.743818935,55831192.397098854,11874277.298911523,198624488.90889135,590393037.1749811,211691627.0338624,0.0,795196.4990198193
 01/27  16:00:00,6977.911967018453,19491560.935294285,55828047.819718696,11880161.756077258,205360431.1316136,576295133.9193708,219386727.503607,0.0,796940.1058332139
 01/27  17:00:00,0.0,22849768.77874206,55826647.34660167,253440.1642458425,212822094.4398283,571568792.0193819,232740454.60263187,0.0,0.0
 01/27  18:00:00,4871.782529120375,33471505.609224103,55827852.04876515,11946483.707744926,244221020.49858388,558812962.9591752,278916692.79006696,0.0,799585.3721190095
 01/27  19:00:00,20583.590047887956,42361936.125786774,55831135.17819599,23608733.66151496,247027378.58838055,572873406.0150504,290745326.8857852,0.0,1603499.1025817373
 01/27  20:00:00,22210.98399892305,273672.29004939634,31423.263204362116,23334761.221181195,44899396.90782926,379408979.44944364,42233094.0368641,0.0,1603364.025087671
 01/27  21:00:00,2142.955646106888,326745.061207796,30342.97883631555,5533859.478294495,102990281.83199266,42019008.36667018,92878361.39203954,0.0,373710.16802173597
 01/27  22:00:00,0.0,387009.0606781648,33639.72704633289,109277.48004624495,111814850.18734701,29695942.9516723,103865974.8613722,0.0,0.0
 01/27  23:00:00,0.0,449334.71609692316,37399.01067072713,117069.97339389738,119531573.11313148,27312584.755970128,113563111.87986025,0.0,0.0
 01/27  24:00:00,0.0,504560.482140551,40424.091396950476,120838.73404645323,122977744.24701619,22529558.65200053,118907745.40382046,0.0,0.0
 01/28  01:00:00,0.0,722728.2505631689,82882.06476136288,133985.27160690608,126751521.08932514,20190253.190251205,131595044.81618184,0.0,0.0
 01/28  02:00:00,0.0,1243958.2887543738,145530.2684211606,163944.96240530955,129877263.73810396,20282861.08470941,155494031.13299266,0.0,0.0
 01/28  03:00:00,0.0,2026432.7608249004,225224.0127139889,200766.70014062233,130332207.47946179,20399376.56673755,169150350.1191833,0.0,0.0
 01/28  04:00:00,0.0,2646718.9847253086,266764.99693738617,221638.9296269754,134393173.02811652,20461789.780447297,165208830.57183734,0.0,0.0
 01/28  05:00:00,0.0,3645171.8693496045,349273.29425538174,257804.1647671447,143398537.24307927,20580463.31290546,171956150.47458208,0.0,0.0
 01/28  06:00:00,0.0,5678983.957625184,554900.7889606395,339366.0538715073,155852099.8799662,20867652.696715087,197886045.61323342,0.0,0.0
 01/28  07:00:00,0.0,10671853.928672234,1050238.619562227,529548.2065647393,166436198.66716373,21553172.68000991,229399358.60874638,0.0,0.0
 01/28  08:00:00,0.0,15105910.44569109,1367533.729642952,644446.2536231229,173062552.4993752,21985365.837149017,210649481.463474,0.0,0.0
 01/28  09:00:00,0.0,17153025.171511248,1531214.2414309378,700070.7733348625,176136175.2942585,22204670.868648738,197745930.1875437,0.0,0.0
 01/28  10:00:00,0.0,10477251.217271946,1012211.4404378599,518973.75027829455,163066352.66263407,21504571.044599093,156350606.78417018,0.0,0.0
 01/28  11:00:00,0.0,6441435.834017289,675456.4321074703,372929.8647628823,138579366.98774412,21021772.15075329,129697638.35948548,0.0,0.0
 01/28  12:00:00,0.0,3125399.8652005936,367683.2201845441,205391.25379452558,115294957.06073418,20546460.327862006,84954765.20299532,0.0,0.0
 01/28  13:00:00,0.0,2583590.440153391,310231.4208505034,166894.6496232284,98498294.40362796,20450511.924356673,82307647.46131918,0.0,0.0
 01/28  14:00:00,0.0,2285688.933373734,286103.6629768887,151981.2661190455,89233532.00298005,20411470.78297887,80884139.29637644,0.0,0.0
 01/28  15:00:00,0.0,2485806.0731364572,309339.1304271655,160327.271735506,90666091.63882822,20443052.256045613,88695377.27530251,0.0,0.0
 01/28  16:00:00,0.0,3738578.0316333417,408297.93667561153,207368.8453124331,111388516.42875512,20589052.635870986,115351652.92903648,0.0,0.0
 01/28  17:00:00,0.0,5810365.143597937,552159.2265384479,276008.46277740656,141534019.0537031,20801553.54319879,151856093.12641552,0.0,0.0
 01/28  18:00:00,0.0,10837513.012066765,993173.3744120533,478024.2354205874,160843479.61852688,21444583.46371558,222354660.39506078,0.0,0.0
 01/28  19:00:00,0.0,17086951.576380957,1383980.803050269,671254.1048385235,171479586.5440593,22028620.761771727,220596881.46728688,0.0,0.0
 01/28  20:00:00,0.0,18239743.899688702,1459785.7791222902,696601.2706329116,166218173.66075897,22129772.90363814,192796301.56093132,0.0,0.0
 01/28  21:00:00,0.0,21309626.368489143,1638834.3679216418,772693.7867742256,174209606.4428231,22384914.008578807,199712072.3028819,0.0,0.0
 01/28  22:00:00,0.0,27150660.475811377,2066652.4491523285,966274.637816977,186613463.9575195,23006312.940852243,223267323.6325581,0.0,0.0
 01/28  23:00:00,0.0,30691051.158824146,2311374.11042314,1070615.8619045524,187427442.76183176,23355375.826210633,224110754.2783169,0.0,0.0
 01/28  24:00:00,0.0,33192185.840972472,2594944.7264954145,1194949.115964382,181947436.8756486,23763279.69634273,221115882.05064288,0.0,0.0
 01/29  01:00:00,0.0,35658043.03463174,2814127.621663004,1280759.7956209274,176032162.3573719,24068273.271166872,215329120.16354582,0.0,0.0
 01/29  02:00:00,0.0,39898165.30560651,3146679.591589989,1414089.9889071886,172898801.97848976,24534155.434380114,216395957.9003602,0.0,0.0
 01/29  03:00:00,0.0,44385092.9771938,3474663.481104521,1534110.1874513428,170404411.69041124,24982159.5224388,216390573.799921,0.0,0.0
 01/29  04:00:00,0.0,49271818.85769122,3787096.825017513,1664577.106866707,170520016.94947916,25425059.78576716,221198528.09884122,0.0,0.0
 01/29  05:00:00,0.0,54020924.6803516,4100099.458073027,1808279.9484469176,170467419.41555184,25881765.260402884,224677863.22278377,0.0,0.0
 01/29  06:00:00,0.0,57599311.35947729,4312685.1204703245,1894627.6209558856,168921850.18508208,26180698.595309153,226110537.66312408,0.0,0.0
 01/29  07:00:00,0.0,60247215.749779135,4527947.081729095,1969288.5209276774,166294550.49144515,26470621.456539713,226183776.35758275,0.0,0.0
 01/29  08:00:00,0.0,60186229.77977651,4615501.529591561,1989493.4192715404,159995945.24012417,26578380.80274604,219490788.56086344,0.0,0.0
 01/29  09:00:00,0.0,57397856.403795466,4524733.566992143,1931488.8956465267,152922879.51793385,26429608.316521604,208297533.87967104,0.0,0.0
 01/29  10:00:00,0.0,49298883.251377515,4076046.9033842706,1728849.6551143066,143198464.67222378,25778282.412381515,189152001.55118203,0.0,0.0
 01/29  11:00:00,0.0,34766236.234280966,3033433.6465667044,1319718.6777596131,129035678.07117657,24326538.17820926,157895453.06065664,0.0,0.0
 01/29  12:00:00,0.0,22912829.67179136,2189996.0708380775,953938.5577885648,112456645.8368449,23117320.482509583,127613927.30562459,0.0,0.0
 01/29  13:00:00,0.0,15129417.982413221,1556646.2999405155,649937.735593303,97311416.58660923,22179969.889416754,102091090.58705574,0.0,0.0
 01/29  14:00:00,0.0,10503177.968015827,1170746.0820794425,454326.8051962665,87093491.70592782,21598458.741158646,85280129.0056521,0.0,0.0
 01/29  15:00:00,0.0,8523242.779624162,980356.5663709469,359214.38904814015,80968891.44132271,21312956.809302025,79291075.88598861,0.0,0.0
 01/29  16:00:00,0.0,8513769.604217008,985947.1572596943,358688.5769972303,80973207.0713342,21318021.58813986,86084360.02637294,0.0,0.0
 01/29  17:00:00,0.0,13092432.16096519,1363959.5529779347,545887.9953266181,89927170.75266361,21883233.40218749,118958789.0391193,0.0,0.0
 01/29  18:00:00,0.0,23978916.424091827,2213466.884965538,966580.6139202951,113237754.05782735,23153433.352768775,155581234.04732218,0.0,0.0
 01/29  19:00:00,0.0,36915244.38374488,3141496.859422174,1394811.2772332886,136022919.366145,24509693.9905384,177893570.13053364,0.0,0.0
 01/29  20:00:00,0.0,46487949.493375935,3805268.172301216,1689412.8356556674,148206913.1451084,25468066.86183982,195341520.56132275,0.0,0.0
 01/29  21:00:00,0.0,55956190.272298925,4479367.928924489,1955893.5656351615,156283320.8927771,26408647.348442595,212632876.72231224,0.0,0.0
 01/29  22:00:00,0.0,63750084.59057342,4967359.301385874,2157763.4254237553,162070394.12609217,27098508.580692567,224680096.29193723,0.0,0.0
 01/29  23:00:00,0.0,70658651.03666848,5409985.142772374,2327263.7348181326,166372552.4571687,27710634.731473442,235895199.6210758,0.0,0.0
 01/29  24:00:00,0.0,77456878.48147024,5883213.308735336,2490047.449169424,169382121.7975817,28346646.61178769,245008406.14833826,0.0,0.0
 01/30  01:00:00,0.0,83203103.50963695,6260580.541414787,2618100.119748919,170813608.46843287,28852066.51504664,252237162.87368253,0.0,0.0
 01/30  02:00:00,0.0,87797242.0853845,6560905.910405598,2717140.2783182203,171103911.83566862,29251432.042606756,256699838.3119231,0.0,0.0
 01/30  03:00:00,0.0,90774964.40555733,6748628.620828856,2776477.7157942364,169673173.45288226,29498492.190506026,258216498.89204636,0.0,0.0
 01/30  04:00:00,0.0,92942499.00775939,6885110.027464738,2818412.1208595135,167662747.6632114,29676908.002207194,258325294.38938856,0.0,0.0
 01/30  05:00:00,0.0,97943003.1056489,7179573.780662013,2923635.819681213,165101137.34674242,30076595.454226166,261156079.1409847,0.0,0.0
 01/30  06:00:00,0.0,102067579.34201336,7408061.094107787,3003090.747522098,163169799.91526943,30384537.695512824,262646992.80041832,0.0,0.0
 01/30  07:00:00,0.0,104875610.3372539,7562740.2737846365,3055502.2950461954,160623263.01179296,39888318.56034762,262944302.8474072,0.0,0.0
 01/30  08:00:00,0.0,15504180.957426555,1189140.9476549935,436121.0315653373,154350111.9127461,492663889.1818855,92796875.39342648,0.0,0.0
