Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 01/01  01:00:00,0.0,159989673.19897047,10495068.505967077,4238315.565931068,209577498.96788785,34706769.925781086,365480391.802112,0.0,0.0
 01/01  02:00:00,0.0,161946034.66105643,10589596.300104246,4272544.064096049,211849008.67489958,34835526.218083225,369509147.1175628,0.0,0.0
 01/01  03:00:00,0.0,164898737.00831378,10726148.347800916,4316644.646277258,213613069.46457955,35016178.84796111,374201826.29424345,0.0,0.0
 01/01  04:00:00,0.0,167439468.60013068,10833823.64410552,4355298.011026817,215190376.35927466,35162507.50901528,378329552.76746255,0.0,0.0
 01/01  05:00:00,0.0,169288602.4965257,10911703.765511638,4382212.641253423,215237708.48000377,35267302.260648,380314853.22856504,0.0,0.0
 01/01  06:00:00,0.0,170200181.164555,10953314.554654168,4393759.120116236,214909230.27754092,35320459.52865334,380797885.16034305,0.0,0.0
 01/01  07:00:00,0.0,172562981.23139742,11050053.833923995,4430149.64250679,216896297.41465777,35453589.33031371,384923733.37327886,0.0,0.0
 01/01  08:00:00,0.0,174972864.09543893,11147647.521024128,4467297.219955492,218730261.51622713,35588330.59486255,389316900.5767255,0.0,0.0
 01/01  09:00:00,0.0,172135377.87419394,11039884.590363532,4419965.66877222,216012342.40488136,35433236.11301869,383945012.1389938,0.0,0.0
 01/01  10:00:00,0.0,143006840.61476022,9819855.48962679,3964114.4588099523,205838195.88181284,33757355.80231968,344904085.5024247,0.0,0.0
 01/01  11:00:00,0.0,120503398.53881858,8726781.828947086,3580061.4096010444,191530426.20754287,32280229.09243107,308814806.04766244,0.0,0.0
 01/01  12:00:00,0.0,98576203.82862648,7363545.467252987,3096951.1033500694,176035855.67485824,30433882.424485985,270584268.2205663,0.0,0.0
 01/01  13:00:00,0.0,80387753.6700322,6174152.557077252,2638484.5085869753,166098226.08078238,28786022.91954717,241527334.19653744,0.0,0.0
 01/01  14:00:00,0.0,66176435.41755161,5267624.573727406,2224331.9430661304,162528883.45674253,27465342.37067647,223487027.63003063,0.0,0.0
 01/01  15:00:00,0.0,61251948.640727594,4997140.778619141,2088323.7896490241,168080465.11387384,27058850.422151104,225201480.35832658,0.0,0.0
 01/01  16:00:00,0.0,78495565.83180648,5894167.566176053,2541194.997675311,182944310.76956022,28408748.417734303,263809580.67978474,0.0,0.0
 01/01  17:00:00,0.0,106129857.9607074,7497810.44410647,3233653.336229412,196539822.88205943,30704849.634218827,301029671.5739238,0.0,0.0
 01/01  18:00:00,0.0,120419706.92447174,8524226.881869337,3566433.3759502852,204616162.45783585,32064046.11170256,321972635.4903953,0.0,0.0
 01/01  19:00:00,0.0,129362051.8724208,9074376.193497315,3739295.402373158,207965682.0884234,32787057.449753404,333918250.14808875,0.0,0.0
 01/01  20:00:00,0.0,135144419.79703757,9370671.378459767,3839720.9581740364,210409651.65533507,33183778.190516744,341745866.70930904,0.0,0.0
 01/01  21:00:00,0.0,142749357.99091876,9722204.381500198,3969902.183703118,216366539.28161743,33665492.41908625,354932451.81538904,0.0,0.0
 01/01  22:00:00,0.0,152256868.00887164,10135773.824729973,4131172.130123011,224908373.70147336,34240331.80873592,372771466.2955406,0.0,0.0
 01/01  23:00:00,0.0,158195346.18119952,10399944.89710113,4219052.402959837,218615254.64181003,34592383.15394391,374008294.19131917,0.0,0.0
 01/01  24:00:00,0.0,160324225.64872232,10504977.901092218,4244319.694646591,211356379.08615476,34722683.449621744,367621269.9241184,0.0,0.0
 01/02  01:00:00,0.0,159177940.73561385,10471811.974974511,4222776.726911227,209753733.06326097,34667974.55576867,364828137.61058694,0.0,0.0
 01/02  02:00:00,0.0,177447682.25116518,11208263.231097875,4530705.94757879,239652677.529305,35712355.032559596,409980662.4985,0.0,0.0
 01/02  03:00:00,0.0,198917749.12584278,12029398.617778594,4876421.18074721,265469573.4874579,36879205.65240875,459372718.28689325,0.0,0.0
 01/02  04:00:00,0.0,212899838.7096826,12551311.841591202,5083392.172613879,272092200.4189768,37608089.86808802,479881995.77742106,0.0,0.0
 01/02  05:00:00,0.0,196979205.47571313,11980338.213367622,4815569.349696562,240060030.1079381,36769293.41694713,435157968.56182677,0.0,0.0
 01/02  06:00:00,0.0,206344139.06821108,12327952.146437777,4962899.455772168,251867440.121681,37264237.45609289,450389672.3254997,0.0,0.0
 01/02  07:00:00,0.0,231247557.05902195,13247694.355818873,5343978.526365757,278278100.82275575,47861748.873701416,504220479.7583094,0.0,0.0
 01/02  08:00:00,0.0,36567610.03024271,2337032.4886343433,799124.752811529,265451917.29940924,494174784.444111,211170678.1347927,0.0,0.0
 01/02  09:00:00,0.0,718376786.2906588,85310522.0664823,8144908.16892002,539817997.0362743,586888967.4107416,1317198976.7278519,0.0,0.0
 01/02  10:00:00,0.0,300828613.0887886,63288181.64011134,3003473.5770668546,378209325.42124283,582063309.4787756,637424131.173018,0.0,0.0
 01/02  11:00:00,0.0,202717249.70206183,59463220.09513316,1699775.9776783725,326238473.1439362,579343693.3594967,498390702.75305325,0.0,0.0
 01/02  12:00:00,0.0,145921005.71395117,57547873.57328447,963649.8040952516,280025948.3023434,583594000.8290246,376774751.51636666,0.0,0.0
 01/02  13:00:00,0.0,116171864.73893425,56887239.984092556,689276.5015047222,252245907.1010009,582658993.9372423,345320810.98410934,0.0,0.0
 01/02  14:00:00,0.0,99131265.42925131,56519491.66896996,558944.954083317,240568564.24886352,582160914.0746982,314999850.02824473,0.0,0.0
 01/02  15:00:00,0.0,82542609.48695987,56207301.10308469,453083.3906453647,239315398.72918576,579347951.9727008,290901366.1789743,0.0,0.0
 01/02  16:00:00,0.0,82438053.15596026,56143281.99105303,456872.49891316914,254381708.13593456,565187078.8335409,321734260.9355725,0.0,0.0
 01/02  17:00:00,0.0,91819695.16937138,56112278.34806818,479809.2251260509,266145909.4600014,572080792.0817286,349231009.86164826,0.0,0.0
 01/02  18:00:00,0.0,106279144.04351854,56268604.89029441,581237.4730973614,294971010.074514,547888469.566057,413811023.91784984,0.0,0.0
 01/02  19:00:00,0.0,119307463.13367876,56406097.91464791,650189.2271073337,300183143.85008484,550489824.3170947,432101587.09137964,0.0,0.0
 01/02  20:00:00,0.0,2015775.5180444557,138913.0088758503,130996.5219854975,114224098.74947949,356312704.49591947,89369937.69692594,0.0,0.0
 01/02  21:00:00,0.0,2154575.401191577,144641.10980504175,182930.12379900084,170146603.42706794,36782377.14314341,141313468.8947806,0.0,0.0
 01/02  22:00:00,0.0,3754310.9898954025,296190.5831452549,225028.41691003693,178239632.9690141,30074244.74463502,182761376.10382986,0.0,0.0
 01/02  23:00:00,0.0,7567714.397043577,622969.9470267576,360997.11612386827,195277262.3041475,28142082.835056134,262883281.5936158,0.0,0.0
 01/02  24:00:00,0.0,13414182.265911222,1056741.239411834,564948.385095839,207034357.69537383,23989985.4510648,288334872.2670242,0.0,0.0
 01/03  01:00:00,0.0,16496924.63800146,1265487.550891809,653966.3771473365,208629580.8597566,21892839.781922083,249067708.0354218,0.0,0.0
 01/03  02:00:00,0.0,18585261.23869385,1393571.3537379513,703502.5907609834,207116567.5879919,22070459.798381872,236096259.4847654,0.0,0.0
 01/03  03:00:00,0.0,22928302.206141118,1825921.9860881488,869905.7461814076,203124322.15515316,22669213.586152494,246870460.84599903,0.0,0.0
 01/03  04:00:00,0.0,28799896.349905696,2278520.1793421465,1033359.5032963371,202814842.6221306,23285265.536521424,242312672.60748655,0.0,0.0
 01/03  05:00:00,0.0,34913278.948255196,2651129.877914819,1166615.4039533194,204932341.12631488,23791131.135751076,244796014.8442168,0.0,0.0
 01/03  06:00:00,0.0,42268418.87633044,3142186.2642178177,1371224.4228126346,208107471.25845838,24486796.54091339,257732804.3007942,0.0,0.0
 01/03  07:00:00,0.0,51253847.77069926,3769632.468426821,1653761.2197557874,212649638.88531154,34693469.679699406,270045660.04535383,0.0,0.0
 01/03  08:00:00,0.0,9126752.10881034,762809.0023953517,364992.82722647575,204037995.72786552,492166429.0322869,114907322.98817948,0.0,0.0
 01/03  09:00:00,0.0,343878224.31108373,67054150.45779921,3768302.392895924,431008301.45490295,564255990.0260346,834638759.316097,0.0,0.0
 01/03  10:00:00,0.0,173356459.50692326,59079945.63016147,1438655.895049471,300440958.56241995,576290255.7868083,436234073.11519176,0.0,0.0
 01/03  11:00:00,0.0,135804178.17100137,58108918.15091293,1060364.3893037788,272926928.3722876,577349979.8269022,387572529.00993246,0.0,0.0
 01/03  12:00:00,0.0,107591359.11548585,57462440.891652346,805199.1273881273,249231492.26159245,583350117.4706854,339111255.6703487,0.0,0.0
 01/03  13:00:00,0.0,83826836.3732631,57217266.05668171,681168.0257476756,225061207.0016133,582980911.5340744,303680710.93643904,0.0,0.0
 01/03  14:00:00,0.0,62751423.53365914,57000384.23385982,576037.1720611452,204434641.90569293,582658898.8575659,262262175.7306968,0.0,0.0
 01/03  15:00:00,0.0,47138022.089110345,56936043.677643076,528257.1736742777,194753167.57533616,580151868.330288,241616710.86123008,0.0,0.0
 01/03  16:00:00,0.0,43758188.98083931,56957804.83921922,534918.7904013939,200231294.12553298,566079647.9731953,243227272.38354093,0.0,0.0
 01/03  17:00:00,0.0,44613922.02507861,57008254.74685611,554617.0822046043,206220928.77767572,573051576.3375951,250283782.8920497,0.0,0.0
 01/03  18:00:00,0.0,52616436.89739237,56994815.85583018,592785.9934588051,231471291.87739682,548626229.0519543,274623331.81229144,0.0,0.0
 01/03  19:00:00,0.0,60150947.0018811,56981210.608096346,602005.8188610976,232265288.64117828,551016753.6022968,287430298.41155744,0.0,0.0
 01/03  20:00:00,0.0,891073.1542884945,79378.98584482179,49581.45334988098,36727247.360522196,356171755.4042528,24378012.521154106,0.0,0.0
 01/03  21:00:00,0.0,955653.7972205065,83386.68286072924,93779.53736171828,84416556.77575442,36631972.129761815,53182957.04480577,0.0,0.0
 01/03  22:00:00,0.0,997596.7704294678,86122.51720383007,84847.79152553949,74319705.78439835,29723996.053309098,54519212.2274991,0.0,0.0
 01/03  23:00:00,0.0,1015359.392790948,87343.79618770606,75904.48749860286,64398980.7674955,27321364.055591814,52353918.16215312,0.0,0.0
 01/03  24:00:00,0.0,1030869.067267566,88299.5281916269,73579.95520446486,61724273.6606295,22530175.309953216,53079689.70530538,0.0,0.0
 01/04  01:00:00,0.0,1048766.6444916166,89330.61526101432,74660.79985652366,62750481.101992436,20137377.269000478,55698079.5067103,0.0,0.0
 01/04  02:00:00,0.0,1071995.4555774762,90618.5416051207,76516.01419156324,64565035.71536903,20140520.40967962,58680889.57902468,0.0,0.0
 01/04  03:00:00,0.0,1100467.189735804,92173.19986861607,78494.06249264379,66451494.64420153,20144053.116244197,61581895.61029951,0.0,0.0
 01/04  04:00:00,0.0,1135983.078299809,94074.2274841615,82981.07475107547,71021692.40741326,20150441.156118177,66406531.30522979,0.0,0.0
 01/04  05:00:00,0.0,1176439.3767436394,96258.15833868916,87073.45139895036,75108033.9506161,20156717.463620577,70991067.92402756,0.0,0.0
 01/04  06:00:00,0.0,1435477.6764513077,150238.6423994417,103577.98739553179,78393080.72542885,20227202.483677916,84671750.0930538,0.0,0.0
 01/04  07:00:00,0.0,2565277.3796590716,315488.93080849096,168998.04429798256,83647829.48134032,29754562.966623265,126152242.46310355,0.0,0.0
 01/04  08:00:00,0.0,1281644.7752847716,101678.14197095335,94371.58225939922,81795467.74147275,491234676.9268955,67120539.89744192,0.0,0.0
 01/04  09:00:00,0.0,115274084.42925537,59664702.61383119,1454788.7124413454,295710280.27000326,554553028.501612,538235946.2306144,0.0,0.0
 01/04  10:00:00,0.0,47539991.134611905,57140571.84482346,572058.3189947492,188474345.50451922,573484284.4254155,215100417.9777433,0.0,0.0
 01/04  11:00:00,15531.253825404316,19304005.348993767,56184304.52696879,19687483.418057207,176224864.5659153,594052485.2317113,139100626.131568,0.0,1322298.9197728557
 01/04  12:00:00,56998.624036533205,11565443.14861951,55885770.86792367,23476547.139123693,165167876.5349815,604444795.4586923,128350910.75382327,0.0,1592186.4478335814
 01/04  13:00:00,71030.29436692585,6841769.463967139,55843428.252009004,23458545.76610845,158297113.34217182,604384451.4697624,133552751.5971775,0.0,1597610.6917982968
 01/04  14:00:00,65151.98186979959,3643300.3054578346,55833165.3968917,23446056.09374333,154326389.97881514,604361698.9422799,137670725.4100803,0.0,1595416.49312178
 01/04  15:00:00,85953.95749918523,2032302.4479698327,55829087.071740486,23439029.27013664,154714765.30375063,601955683.8208479,143161364.65344793,0.0,1590878.4566918057
 01/04  16:00:00,88564.80602253885,3680370.031154534,55827797.14086962,23463089.883793365,168742589.94465926,587877811.3682377,162963778.303646,0.0,1598639.0627598807
 01/04  17:00:00,62995.772101719966,8572502.08437505,55838027.92535789,23489685.69009215,184253032.4322919,594816418.1239845,189439339.39222944,0.0,1599949.6494858125
 01/04  18:00:00,8138.507488998412,18782287.98225747,55883737.83306994,6092324.966887156,222664758.40668377,553014690.0026222,248332928.93811515,0.0,398750.36377966503
 01/04  19:00:00,0.0,33823749.900951095,56034915.94317718,340470.5295742481,231385640.2026191,549808923.6480908,292439823.69994026,0.0,0.0
 01/04  20:00:00,0.0,311089.0133434247,29165.73987557144,49263.250391765345,46635017.096521825,356121223.9553254,40362176.01551051,0.0,0.0
 01/04  21:00:00,0.0,384733.35650832596,33917.402915303,105549.586617085,107520111.69064562,36594272.89907175,90599523.8896394,0.0,0.0
 01/04  22:00:00,0.0,463655.8442614358,38533.165429067245,115703.51646975431,117676612.2668291,29707262.426478546,104325656.95928158,0.0,0.0
 01/04  23:00:00,0.0,536082.7308940507,42374.655472179234,122747.35608878433,124564624.64790796,27323237.783466466,114731722.55213147,0.0,0.0
 01/04  24:00:00,0.0,601269.4020901173,45579.433588468964,127372.91317533991,128911013.3053894,22541248.173320934,122071182.32114181,0.0,0.0
 01/05  01:00:00,0.0,724216.7071938259,63230.21473223335,135317.1738157823,133231037.5642263,20171933.242430955,131666367.21685962,0.0,0.0
 01/05  02:00:00,0.0,1365660.811017211,149881.19634497206,169186.70742098455,136673644.31011215,20292453.7576489,160641051.90589777,0.0,0.0
 01/05  03:00:00,0.0,2566028.941274071,262191.1892358203,220496.10201115208,137616299.5692855,20456073.14512991,183830762.98166174,0.0,0.0
 01/05  04:00:00,0.0,3466968.2287878846,350348.4015037451,250623.73992057337,139421427.61226293,20574357.99530726,179527036.5487274,0.0,0.0
 01/05  05:00:00,0.0,4905250.242429247,523925.4765233493,300126.0026185157,140410347.2412776,20797437.333024804,182267431.27340835,0.0,0.0
 01/05  06:00:00,0.0,6723560.191682413,744203.7222495064,358534.6663494405,138475745.5858657,21076124.242481884,178632007.83506215,0.0,0.0
 01/05  07:00:00,0.0,8676710.559616864,927031.278730087,417512.21197887394,137355550.71226436,30614619.482225753,172339000.28333434,0.0,0.0
 01/05  08:00:00,0.0,2189417.9835492214,247902.99722418244,177549.41836500404,126951187.30896755,491464079.6182543,79758750.49267933,0.0,0.0
 01/05  09:00:00,0.0,156136618.65129596,60208459.44953978,1723076.5124507775,334181738.9440245,555365073.13733,541544590.0426756,0.0,0.0
 01/05  10:00:00,0.0,82026647.66167648,57492891.222513475,736597.7743085744,218285500.00109416,574001143.2584194,282918693.2413039,0.0,0.0
 01/05  11:00:00,0.0,56026825.67745922,57231831.833724394,617820.6272394041,198986832.80638322,576030349.7476492,250864545.65336996,0.0,0.0
 01/05  12:00:00,3289.9714156172995,36570720.73231519,56983392.67136982,8277645.892786924,184284409.19252896,590343516.0158017,214879170.9426932,0.0,530797.8146110564
 01/05  13:00:00,11999.565937813442,26339336.522583667,56755896.70464015,19843474.96456343,176205844.62815917,601681849.1208485,192719994.6629058,0.0,1329335.1386029525
 01/05  14:00:00,24751.930937627607,21118801.829600707,56674747.03179572,23688291.794526834,168209098.9494891,605445516.2779675,185170062.66105872,0.0,1594810.1935072609
 01/05  15:00:00,71642.43012656443,13658722.79143877,56650787.970892474,23666585.276849713,156572718.523629,603004940.726713,171904643.52749982,0.0,1600899.0111954964
 01/05  16:00:00,117530.33166570785,8150585.146884659,56575217.76775774,23636250.079846323,148739906.5092131,588798392.1911788,155997858.84841332,0.0,1603497.1266402355
 01/05  17:00:00,157732.87151646183,8132569.794684881,56573982.031301364,23631391.721887052,142769316.07800424,595694078.2617228,151774889.59917513,0.0,1604873.0106719118
 01/05  18:00:00,132282.46151999626,7493757.349759859,56534523.88241008,23647792.097819544,165779263.63493854,571220943.182895,162755696.3658125,0.0,1607328.4228085135
 01/05  19:00:00,87454.41623268019,6970789.936362262,56498723.50799051,23624912.744146682,162820961.97976196,573557173.4274766,163761573.16200963,0.0,1596822.6531653183
 01/05  20:00:00,0.0,130387.6749796085,13230.063671908789,3697.712864448941,342188.4530011023,356059722.74159443,1777898.6706889728,0.0,0.0
 01/05  21:00:00,0.0,155182.4281284109,14659.726501269728,37302.50572511892,36632556.51441614,36506768.14176576,18822536.459075835,0.0,0.0
 01/05  22:00:00,0.0,205422.37998724566,20253.845866978252,64886.35130934255,65559974.68116979,29638165.941756047,37186685.71775524,0.0,0.0
 01/05  23:00:00,0.0,280764.53742834623,27565.0620411496,79920.95046328325,80508029.95496754,27265601.78440994,52355899.918121606,0.0,0.0
 01/05  24:00:00,0.0,349131.88217720325,32194.785408255586,88683.83372994198,89193252.46552873,22489174.445695326,64841646.48226729,0.0,0.0
 01/06  01:00:00,0.0,422970.41799846303,36412.40066179756,100591.28553894298,101383361.63407034,20110389.54008368,80176315.99541059,0.0,0.0
 01/06  02:00:00,0.0,510142.691742822,40801.71024772511,113868.95914581884,114986490.99992454,20128056.523276486,97213369.51602653,0.0,0.0
 01/06  03:00:00,0.0,1386685.284418561,166744.66918102102,163397.34987449346,119198902.9188165,20303527.87293845,140971324.95950028,0.0,0.0
 01/06  04:00:00,0.0,2793036.3991333637,312865.37180381914,218821.32433932394,120300956.67497143,20505072.55002608,164493944.21564227,0.0,0.0
 01/06  05:00:00,0.0,4257586.859690711,507610.41132673825,274727.7583236861,120918081.89087966,20755724.023533367,170874037.74173036,0.0,0.0
 01/06  06:00:00,0.0,5829704.697728342,677164.9365970631,322390.9645697288,120409868.031489,20972941.755049728,161282299.20817626,0.0,0.0
 01/06  07:00:00,0.0,7320912.618042405,829212.5502506052,363377.1936274284,119189715.69305773,30462665.735394824,150273945.5874412,0.0,0.0
 01/06  08:00:00,0.0,1874336.125148748,243022.59298712006,160719.7974668828,108777940.34747165,491442369.5931191,70864499.96045893,0.0,0.0
 01/06  09:00:00,0.0,124168771.09740137,59573778.90028346,1491400.5350708512,311762494.71119344,554498716.6106936,478054742.46596247,0.0,0.0
 01/06  10:00:00,0.0,47926666.815755986,56853281.99551129,521764.8310849294,200272740.37917927,573146701.0881935,210748087.78368312,0.0,0.0
 01/06  11:00:00,21888.397732499856,19029229.861035958,55930360.73814851,19639456.588934794,182749863.25064752,593750514.6137686,136139071.33000395,0.0,1327439.0331251263
 01/06  12:00:00,66580.22287383735,11662278.307327112,55836061.08061507,23472173.436895303,168116629.86839285,604390711.9691553,138216129.72829005,0.0,1595485.8229949651
 01/06  13:00:00,71553.71938623946,7669519.339226501,55829626.68742516,23462189.13852848,161722178.00736567,604374293.2775986,144654592.66786656,0.0,1599339.8979256127
 01/06  14:00:00,73089.15171763956,4502833.989100249,55822714.48013245,23457899.044632137,159595952.48375276,604363090.9764096,147785503.0560821,0.0,1602921.338069608
 01/06  15:00:00,95122.77878870121,2080154.3122584207,55817567.12692606,23458608.324433766,162029892.5565599,601963742.9303305,152732223.62299886,0.0,1605204.8006331776
 01/06  16:00:00,85589.81536721786,6156517.6641428685,55817162.85597151,23478365.020550027,179468080.19180268,587882452.2200963,178517436.32517433,0.0,1601599.649994203
 01/06  17:00:00,39867.035709264965,13292217.425996553,55817289.1661395,23500157.435327005,197488859.91297227,594806151.1100008,207816209.2961384,0.0,1594368.887935827
 01/06  18:00:00,1723.6585694932417,24512920.044741124,55817325.796130136,2215808.501191449,233760655.68314832,549071761.4999868,259868441.89647755,0.0,131252.23228451342
 01/06  19:00:00,0.0,31118809.674939692,55817218.69324271,287277.2253802805,234396456.0635795,549538033.0939624,266410516.92970577,0.0,0.0
 01/06  20:00:00,3840.4060275081106,182033.344378895,17623.359557359756,8444066.709667012,31716316.50177437,364504485.03428245,30339600.709617745,0.0,580652.5990695894
 01/06  21:00:00,0.0,216329.16235585493,20244.61084154851,80811.61672039932,83613498.19266361,36555862.137101315,75930512.36509487,0.0,0.0
 01/06  22:00:00,0.0,273264.1973243124,26490.901716245793,90495.18756443301,92892685.20988673,29670011.83386041,86767589.50462526,0.0,0.0
 01/06  23:00:00,0.0,315761.51065375755,29737.06949641659,90601.06823211038,92281154.23197106,27278453.90963403,88166622.183758,0.0,0.0
 01/06  24:00:00,0.0,348097.7219702386,31920.14021765309,87591.78072111942,88468387.24881165,22487807.747495897,86014681.92015462,0.0,0.0
 01/07  01:00:00,0.0,374145.47555833624,33511.16151989118,85241.92631807891,85504250.14188392,20092138.941720907,84143530.69787985,0.0,0.0
 01/07  02:00:00,0.0,382487.9558576746,33967.08772209113,76095.32488252076,75304249.5138594,20083448.26648755,75259238.43410143,0.0,0.0
 01/07  03:00:00,0.0,378225.0364222859,33704.63064825892,64913.25105491931,63030386.31735515,20072003.735586114,64090636.70606476,0.0,0.0
 01/07  04:00:00,0.0,384215.880675174,34053.842980292946,64090.45686662159,62035514.92569874,20071530.153729852,63057236.87880759,0.0,0.0
 01/07  05:00:00,0.0,404984.45640127646,35218.09647985432,69708.41044537391,67944276.98760292,20078312.360808164,68433564.34788918,0.0,0.0
 01/07  06:00:00,0.0,434052.4759995141,36814.8772253064,75615.70739082499,74068777.42543596,20085816.43849907,74168722.1600425,0.0,0.0
 01/07  07:00:00,0.0,469225.86300045875,38696.171502792706,81558.85752207987,80164909.52308209,20093640.88290781,80005366.75113471,0.0,0.0
 01/07  08:00:00,0.0,504184.92418275523,40504.543124764954,85245.86834457405,83789681.24604246,20099136.26535228,83664895.76060694,0.0,0.0
 01/07  09:00:00,0.0,952597.328596088,111051.4109920391,120281.3232515313,84498424.11582744,20204718.588126507,112834295.45585881,0.0,0.0
 01/07  10:00:00,0.0,856680.4397268486,102239.51749404756,115288.36706036628,85254597.81159323,20190913.738437355,101178062.46522638,0.0,0.0
 01/07  11:00:00,0.0,1048055.4479566808,134105.7508492083,124129.45677137806,83236976.7969097,20231621.061503522,102391619.48311272,0.0,0.0
 01/07  12:00:00,0.0,842972.0206230792,103127.78421540378,104152.47444664188,79439787.89022584,20180666.112544984,82134942.12688759,0.0,0.0
 01/07  13:00:00,0.0,747583.8173487765,78949.27309030773,87162.85403711008,75950823.12584093,20139497.981010355,69956214.23449314,0.0,0.0
 01/07  14:00:00,0.0,876161.6283653427,96911.47757453384,90775.05246275793,75411917.189758,20161072.38392023,73941626.47946003,0.0,0.0
 01/07  15:00:00,0.0,1211891.045012323,154478.66886248894,110333.39387821453,82369208.10201506,20238197.916623645,89161815.91625887,0.0,0.0
 01/07  16:00:00,0.0,1756956.8288218437,212649.34740970016,136373.98751960238,95848831.68884301,20322409.18881224,107022278.49597338,0.0,0.0
 01/07  17:00:00,0.0,2567578.344158552,316650.29141085024,174555.9570854441,104731439.42308693,20464592.102379233,128518536.25727075,0.0,0.0
 01/07  18:00:00,0.0,3845617.915582054,433550.48266098794,223935.0207863888,110082287.01024143,20630871.357330315,148263543.62554872,0.0,0.0
 01/07  19:00:00,0.0,6659940.810579996,708065.7911814289,350161.26860380615,117365813.1737847,21031612.913668174,180055126.54843348,0.0,0.0
 01/07  20:00:00,0.0,8931105.726442076,898634.7162882945,440750.0707371101,121772689.82517482,21312770.640908346,166454184.92849174,0.0,0.0
 01/07  21:00:00,0.0,10587682.714993304,1026215.9922114313,494084.54292775545,122612235.6222562,21493686.389022127,149704734.65335643,0.0,0.0
 01/07  22:00:00,0.0,11825501.815992523,1147776.7782845886,535610.5651397423,120905452.22052401,21656773.19730727,142103604.9031694,0.0,0.0
 01/07  23:00:00,0.0,12975581.872476356,1266770.9107552962,583501.6026617071,118510475.41531748,21823658.367299937,140158944.23268563,0.0,0.0
 01/07  24:00:00,0.0,14659898.637891643,1449890.322572134,655367.7107998566,115796891.73132677,22078643.88725493,138390676.31283018,0.0,0.0
 01/08  01:00:00,0.0,15693674.8427926,1544548.8915948905,689872.2997046772,113726026.89748628,22207807.045182507,132753432.04122943,0.0,0.0
 01/08  02:00:00,0.0,17160197.38606664,1669704.1969218263,735928.9286164452,115606034.3662683,22379018.97942121,135067804.08001244,0.0,0.0
 01/08  03:00:00,0.0,20610581.74053645,1911470.3649625983,830731.6264240455,121184839.38369253,22715587.845269583,144540004.97803912,0.0,0.0
 01/08  04:00:00,0.0,25167540.76110817,2264505.589032069,967423.7686803,127807089.75185947,23205315.211595304,156062383.0254145,0.0,0.0
 01/08  05:00:00,0.0,29879776.48224762,2608177.4044964407,1094599.2916512531,133742685.63493022,23676162.550030634,165888202.3761643,0.0,0.0
 01/08  06:00:00,0.0,35285026.44901216,3036494.0771467397,1265786.860854202,139114465.17220747,24275666.79188388,176694780.07540756,0.0,0.0
 01/08  07:00:00,0.0,40364252.13724123,3388155.612369955,1406268.9014410381,142833593.87569165,24767810.36769393,184585552.94885468,0.0,0.0
 01/08  08:00:00,0.0,44827308.31871828,3707835.7980044596,1530719.282817145,145109544.29005027,25211940.934704542,190113309.62823114,0.0,0.0
 01/08  09:00:00,0.0,45389242.6606181,3761818.718702856,1552048.9317358304,146399141.70337558,25287253.504321627,188406380.09686404,0.0,0.0
 01/08  10:00:00,0.0,27757926.45275913,2511473.2988470206,1108687.5136806413,142302846.6002072,23593546.666410603,159080124.433981,0.0,0.0
 01/08  11:00:00,0.0,28204868.709661476,2489933.683564609,1124578.5327495865,134972033.00757185,23587898.070197135,166165305.11579418,0.0,0.0
 01/08  12:00:00,0.0,25200673.989852462,2309817.3489701846,1036519.0499165005,127542365.1893784,23319722.252769623,149584532.75040323,0.0,0.0
 01/08  13:00:00,0.0,21238888.3826247,2049646.455470319,905134.7644973393,123216901.65820898,22928167.07385059,139248952.40262365,0.0,0.0
 01/08  14:00:00,0.0,19566898.73866699,1912518.354851428,834251.8874064125,125018217.26929891,22720156.09614078,138371267.5014657,0.0,0.0
 01/08  15:00:00,0.0,20403252.949621044,1931597.1556626072,836991.2269955737,131964068.51644455,22741974.236541122,149762110.61847085,0.0,0.0
 01/08  16:00:00,0.0,29877915.93619025,2584407.1964371656,1135340.4628909884,145660181.32128006,23693133.51321109,187160596.87726736,0.0,0.0
 01/08  17:00:00,0.0,48180211.319924705,3743625.283341578,1693918.3434089448,158100706.9357708,25410929.48063346,213097601.001889,0.0,0.0
 01/08  18:00:00,0.0,57158883.24817713,4367752.639232907,1941497.132779409,164473696.71394238,26282635.625895254,222002935.1938992,0.0,0.0
 01/08  19:00:00,0.0,62677951.01014599,4783520.076536528,2098821.0642552096,164926976.3202656,26855726.994674675,227367301.9542299,0.0,0.0
 01/08  20:00:00,0.0,66474126.09415966,5184392.525635299,2223209.325768681,161543623.49715996,27380987.705286916,227708351.16609895,0.0,0.0
 01/08  21:00:00,0.0,70388978.54578207,5504352.87355304,2329856.043731557,159976776.55774772,27807594.77116754,229106969.2514256,0.0,0.0
 01/08  22:00:00,0.0,75422669.47491634,5882918.664835281,2455217.1573597756,160312305.9805389,28311521.67607799,234181230.28468835,0.0,0.0
 01/08  23:00:00,0.0,82611444.79028447,6295880.603696237,2608585.9645012417,164477280.4190857,28877852.422080413,244764666.8208662,0.0,0.0
