Date/Time,Baseboard:PlantLoopHeatingDemand [J](Hourly),HeatingCoils:PlantLoopHeatingDemand [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 02/13  03:00:00,216181696.62719303,96804101.94735251,0.0,96804101.94735251,8814163.87397114,2275058.909326344,216181696.62719303,31062608.637180414,311165545.7620051,0.0,0.0
 02/13  04:00:00,216765431.3704082,100492613.07815704,0.0,100492613.07815704,9072287.543064335,2337154.6784646623,216765431.3704082,31382828.075411923,315184725.99808365,0.0,0.0
 02/13  05:00:00,218060181.40888125,104046674.86250159,0.0,104046674.86250159,9300837.569879772,2392641.619874645,218060181.40888125,31666865.04363734,319748276.6700355,0.0,0.0
 02/13  06:00:00,218129978.4397911,107637547.74058282,0.0,107637547.74058282,9517904.609050516,2444226.245060317,218129978.4397911,31935516.70799376,323628675.97166014,0.0,0.0
 02/13  07:00:00,215397300.25739345,110634169.78868495,0.0,110634169.78868495,9699063.203462256,2484708.2588721663,215397300.25739345,52956814.395450644,323898150.886439,0.0,0.0
 02/13  08:00:00,205315750.6140899,20895403.715717737,0.0,20895403.715717737,1455399.53715309,535801.7425307034,205315750.6140899,499663552.9891239,149312127.97355086,0.0,0.0
 02/13  09:00:00,427995412.30656064,391526035.92834985,0.0,391526035.92834985,72859370.67847906,3739801.2123453435,427995412.30656064,576666433.5729387,852855435.7324618,0.0,0.0
 02/13  10:00:00,268104907.60225236,145721714.67976096,0.0,145721714.67976096,58612879.22527397,1182569.4946194426,268104907.60225236,572191885.0597582,368838721.0515536,0.0,0.0
 02/13  11:00:00,231257738.79697776,95026410.63019434,383917.6693208509,95026410.63019434,56882831.86882388,5871685.612438114,231257738.79697776,577592117.4198828,283038067.862371,0.0,796678.9264645353
 02/13  12:00:00,198380018.4423098,66060391.18490361,10167815.48455186,66060391.18490361,57120081.658007786,26950386.325631715,198380018.4423098,617312815.0288193,233147065.80169803,0.0,6573299.75676589
 02/13  13:00:00,174620551.0417922,45460636.97710936,17489683.22014463,45460636.97710936,57464186.857875004,29363675.599873997,174620551.0417922,620070209.5029287,198637772.6498575,0.0,9082346.913457666
 02/13  14:00:00,157706617.7186289,28019606.99961579,36728758.34463325,28019606.99961579,58681722.29000476,37890458.865396306,157706617.7186289,629814528.2005808,164533382.58007428,0.0,17663293.894120242
 02/13  15:00:00,148682874.52746147,12966668.89190758,64816466.90664516,12966668.89190758,60145141.04288392,50523324.892319135,148682874.52746147,641515903.0077087,147523123.89451012,0.0,30291644.26736109
 02/13  16:00:00,155736845.7395667,8086715.231953764,66203486.09131441,8086715.231953764,60134222.91093329,51403247.203701645,155736845.7395667,616749176.5364773,152591908.02908295,0.0,31176711.93488797
 02/13  17:00:00,186110366.24654615,16606498.138395743,43951767.41980369,16606498.138395743,58909137.33825852,41786494.97439645,186110366.24654615,624312085.8410563,194598506.26995373,0.0,21549790.61710026
 02/13  18:00:00,247688657.12098542,45078678.08093573,409525.61770495685,45078678.08093573,55974337.35918559,11520707.88110074,247688657.12098542,565167396.9497263,294815357.32523525,0.0,1189385.11210833
 02/13  19:00:00,267285501.2376557,67165852.50976637,0.0,67165852.50976637,55908237.37060988,421203.98068605136,267285501.2376557,556396703.0334103,340607331.80150914,0.0,0.0
 02/13  20:00:00,85291388.27696146,1396275.687083141,0.0,1396275.687083141,108791.45015589663,101366.86147556722,85291388.27696146,367755920.21828896,80778865.6127342,0.0,0.0
 02/13  21:00:00,131794965.77505584,1552734.043111545,0.0,1552734.043111545,116158.84019901592,145050.37832851702,131794965.77505584,48218982.069666296,120959576.14765823,0.0,0.0
 02/13  22:00:00,134481049.14849544,1681180.7677136348,0.0,1681180.7677136348,121994.87500973832,148697.7639528046,134481049.14849544,29823718.383542255,128320619.47417378,0.0,0.0
 02/13  23:00:00,140653949.52624488,1851880.2650031182,0.0,1851880.2650031182,139383.96511756472,158246.341369975,140653949.52624488,27455746.07839305,139358621.81611067,0.0,0.0
 02/13  24:00:00,143540916.47553003,2296596.7393572074,0.0,2296596.7393572074,195739.7686733283,173798.44434944075,143540916.47553003,22737834.039579898,151328370.3066178,0.0,0.0
 02/14  01:00:00,149953454.58548918,2571845.6201172005,0.0,2571845.6201172005,215150.45408775198,184175.64424944634,149953454.58548918,20372711.952220127,156693877.11880305,0.0,0.0
 02/14  02:00:00,167011232.71001017,3063843.0057433085,0.0,3063843.0057433085,264629.94591636595,211388.5912805908,167011232.71001017,20449404.391079884,176866448.35787883,0.0,0.0
 02/14  03:00:00,178535251.48321128,4556571.4711251,0.0,4556571.4711251,467566.5697229931,269058.92747450445,178535251.48321128,20710011.351080425,208099145.20439065,0.0,0.0
 02/14  04:00:00,178920574.59551692,5401439.081806983,0.0,5401439.081806983,560438.004396512,291163.8141839974,178920574.59551692,20824987.67246344,203205175.66723025,0.0,0.0
 02/14  05:00:00,175101923.66917259,6067474.923693391,0.0,6067474.923693391,644494.7607429896,307240.50665598206,175101923.66917259,20925121.1212819,196941811.68856305,0.0,0.0
 02/14  06:00:00,170471695.99863857,6697265.724710925,0.0,6697265.724710925,719951.6121023889,320604.60291846935,170471695.99863857,21013942.06890379,189231060.52027524,0.0,0.0
 02/14  07:00:00,165319333.5734764,7377516.767121997,0.0,7377516.767121997,798717.0087097666,335198.58578400075,165319333.5734764,41906958.52760998,184160453.31495535,0.0,0.0
 02/14  08:00:00,153301394.71260178,2632351.990418827,0.0,2632351.990418827,176038.64561977648,179201.76381264758,153301394.71260178,498027592.11887246,109349957.26657727,0.0,0.0
 02/14  09:00:00,346187907.31526655,133379177.2919274,0.0,133379177.2919274,58848471.44155468,1431782.8066977467,346187907.31526655,560347515.9303669,545307208.8984404,0.0,0.0
 02/14  10:00:00,219753091.40772325,54165891.17437171,12323493.153583195,54165891.17437171,57222065.35173047,25130876.497433834,219753091.40772325,594749378.1890292,219459133.68565735,0.0,6968031.394450849
 02/14  11:00:00,188829114.9874648,28583942.649267454,32013820.816015944,28583942.649267454,58076055.230263166,35673350.97830384,188829114.9874648,608587006.1471878,180829622.3603071,0.0,15422519.177645257
 02/14  12:00:00,163518245.058491,12021230.83726997,50873371.05071105,12021230.83726997,59277271.14821053,44305518.34796055,163518245.058491,636825136.541351,157427327.43556947,0.0,24084793.797415994
 02/14  13:00:00,145797930.98822856,3624446.767690391,40994036.883793294,3624446.767690391,58941698.086760186,40097149.762521975,145797930.98822856,632281194.8944619,138438949.7310642,0.0,19928463.69991458
 02/14  14:00:00,134000216.21025334,959216.305211202,51542013.50640866,959216.305211202,59764269.65797577,44664242.39100895,134000216.21025334,637670859.0941646,127771727.60316384,0.0,24496419.789605007
 02/14  15:00:00,124335372.66535918,773519.3551568785,97348643.88535301,773519.3551568785,62518696.00300372,65272574.07497258,124335372.66535918,658638707.1504818,119942464.52151918,0.0,44948708.4681703
 02/14  16:00:00,124625141.03837872,609113.0090360206,129875137.89050488,609113.0090360206,64305236.425237454,81144101.2208418,124625141.03837872,650661044.0679215,119997341.41728154,0.0,60320221.91894171
 02/14  17:00:00,139230225.32067418,490245.214070397,121808703.33894701,490245.214070397,63716770.71061665,77558186.22021307,139230225.32067418,664891410.4592311,133131279.11802544,0.0,56874795.104274794
 02/14  18:00:00,184580490.78766206,491488.99057018454,32265069.62224915,491488.99057018454,58278694.61939455,36338086.88506717,184580490.78766206,592289133.2139018,177671324.99834222,0.0,16167704.005203348
 02/14  19:00:00,193377571.68122634,1526706.9005003197,16122421.772795584,1526706.9005003197,57128974.535349004,28546804.63183852,193377571.68122634,585743040.8493018,190307167.19451866,0.0,8381139.21328226
 02/14  20:00:00,18623216.845133834,411674.1772468453,76776.49950863628,411674.1772468453,58225.60668641298,21536435.754795626,18623216.845133834,389140423.26813954,23876778.02886606,0.0,1557750.0963373673
 02/14  21:00:00,60808070.0559636,498458.88797787204,49630.082741323444,498458.88797787204,59918.75077292121,21553227.638057806,60808070.0559636,69570919.23996949,59943683.04058173,0.0,1534972.0915860322
 02/14  22:00:00,77871605.88888083,587074.7207284826,19364.039119779536,587074.7207284826,58871.63959467046,21531651.917719036,77871605.88888083,51143549.30189342,75622670.04402848,0.0,1496729.3660235298
 02/14  23:00:00,89930695.3758366,672836.8775979459,673.8242118134955,672836.8775979459,59776.84543404497,1881565.1138896502,89930695.3758366,29099457.731229205,87824449.433471,0.0,123871.24398485113
 02/14  24:00:00,98769996.11198449,767121.3081850078,0.0,767121.3081850078,67772.00736708599,104731.1121854664,98769996.11198449,22540798.946109682,97443573.64326896,0.0,0.0
 02/15  01:00:00,106945775.0666781,860977.8453459193,0.0,860977.8453459193,74396.30560232916,113548.72670554754,106945775.0666781,20161330.88619081,106093445.74946916,0.0,0.0
 02/15  02:00:00,115414117.4877994,956492.2575642769,0.0,956492.2575642769,80478.7569716763,122534.87531314393,115414117.4877994,20176399.48616775,114860057.27168219,0.0,0.0
 02/15  03:00:00,120906757.36061776,1050041.5211416879,0.0,1050041.5211416879,86145.25633380303,128734.49730216103,120906757.36061776,20188265.607518893,120904657.15329418,0.0,0.0
 02/15  04:00:00,125769879.07460582,1141031.0174051141,0.0,1141031.0174051141,91393.76568188972,134281.30684757454,125769879.07460582,20199060.926412396,126155069.05712472,0.0,0.0
 02/15  05:00:00,130168623.04749492,1233456.87138956,0.0,1233456.87138956,96528.2103996963,139389.3267034424,130168623.04749492,20209303.39098607,130884999.78226225,0.0,0.0
 02/15  06:00:00,132704752.52587366,1442417.5325956356,0.0,1442417.5325956356,138351.88812608126,151215.1873182067,132704752.52587366,20262952.929327216,141096738.7604471,0.0,0.0
 02/15  07:00:00,134423778.58540174,2079125.6920549416,0.0,2079125.6920549416,263985.0724138027,181667.01249114,134423778.58540174,41218695.01802117,158898799.47309682,0.0,0.0
 02/15  08:00:00,127647699.81148955,1444122.563966479,0.0,1444122.563966479,107963.8427457358,139692.18128072543,127647699.81148955,497920007.7334665,119230906.25733724,0.0,0.0
 02/15  09:00:00,328286822.7581476,94605974.5475388,149932.19794680757,94605974.5475388,57890853.01662561,1637733.3712313487,328286822.7581476,559595848.0699713,545371681.8966637,0.0,81658.5351809231
 02/15  10:00:00,212131746.6922018,43440784.94094011,2902242.0541934874,43440784.94094011,56903947.89762926,22909650.195843324,212131746.6922018,592210034.4333376,233803265.9032375,0.0,3584498.9820582294
 02/15  11:00:00,186357133.02474236,16919472.86198924,13446319.12287993,16919472.86198924,57332300.76827498,27861691.69242487,186357133.02474236,600031592.3993207,169191347.9212678,0.0,7601061.391919609
 02/15  12:00:00,162292946.7252351,4774574.968779023,34961147.58702531,4774574.968779023,58523249.56752835,36874081.38237038,162292946.7252351,628639677.9950786,135301065.12796807,0.0,16690141.425431514
 02/15  13:00:00,147960662.02001956,673380.9242547485,30557655.836160142,673380.9242547485,58372581.51288176,35306155.818772614,147960662.02001956,626921084.3768342,127053967.35872012,0.0,15163187.515893657
 02/15  14:00:00,138788869.12076515,609371.4737736741,45642692.30543818,609371.4737736741,59310876.92292027,41959723.6581876,138788869.12076515,634512947.6262878,127754936.01305822,0.0,21812754.753880892
 02/15  15:00:00,137268674.15917808,657333.0812774858,87047193.21541761,657333.0812774858,61652769.81922226,60483336.58889756,137268674.15917808,652983543.4806254,132506185.80005053,0.0,40270239.94545896
 02/15  16:00:00,144847356.97042057,577280.1640182661,106010573.25923352,577280.1640182661,62829040.33324491,69675605.08140141,144847356.97042057,637716351.8364887,139845029.1005597,0.0,49367592.286316544
 02/15  17:00:00,161330684.13416213,1021214.7412145227,91228024.92398486,1021214.7412145227,61974667.00030147,62763681.93877758,161330684.13416213,648354802.4674804,163299019.18320996,0.0,42512972.160047196
 02/15  18:00:00,203575014.18364704,2968187.8728806507,32211712.64691274,2968187.8728806507,58262181.15600106,36049580.20712543,203575014.18364704,591984113.0725666,214669954.06021252,0.0,15826790.195087105
 02/15  19:00:00,211359219.88293362,9907359.466811046,19783500.88230886,9907359.466811046,57602177.231953725,30620432.825237397,211359219.88293362,588289871.7393054,236487230.79178548,0.0,10363034.315833699
 02/15  20:00:00,15192866.125682646,346491.187378882,248755.23340621707,346491.187378882,76111.38536848141,21660873.67784798,15192866.125682646,389282746.96987396,16588071.712046541,0.0,1686647.622236265
 02/15  21:00:00,66145239.00602256,404208.3798533935,205073.06127627075,404208.3798533935,74417.53418893114,21674476.30624953,66145239.00602256,69706666.69157723,54309555.51343047,0.0,1653136.7276140708
 02/15  22:00:00,73214477.24544762,463704.88146818586,163700.9259290419,463704.88146818586,72210.6246180738,21647399.086492192,73214477.24544762,51272635.455689974,62731361.71417606,0.0,1618908.496815313
 02/15  23:00:00,78195363.498125,520178.25765557855,125788.2952881857,520178.25765557855,69030.50367867787,21613558.095937632,78195363.498125,48840704.371521816,69698987.21760683,0.0,1579710.2311861005
 02/15  24:00:00,81526419.99148375,577811.071263682,97955.13769157793,577811.071263682,70080.96374008409,21599591.494151913,81526419.99148375,44037968.28444913,75212361.3697276,0.0,1561711.4805171497
 02/16  01:00:00,85661027.95245448,632932.7599101546,69891.98847964074,632932.7599101546,69809.51972496201,21579905.75711546,85661027.95245448,41623101.13072335,80841668.85240549,0.0,1537501.2646005454
 02/16  02:00:00,89304417.5448063,686799.6104486537,40989.08527414722,686799.6104486537,68340.62142088285,21564705.13832874,89304417.5448063,41606431.613632545,85754768.0999172,0.0,1518304.515318582
 02/16  03:00:00,91976925.66636729,742017.6737013845,12998.679446819342,742017.6737013845,65212.030395428985,21528521.792849865,91976925.66636729,41567119.67712823,89718058.4867275,0.0,1478864.214468303
 02/16  04:00:00,95127994.68325728,806597.2232506151,0.0,806597.2232506151,67052.5282196087,101379.73990603916,95127994.68325728,20141818.122008577,94132308.08036606,0.0,0.0
 02/16  05:00:00,99489817.10616648,880610.8374630271,0.0,880610.8374630271,73802.85066015329,106722.83902613337,99489817.10616648,20153911.543569215,99345573.67093831,0.0,0.0
 02/16  06:00:00,104830048.58819447,961014.2071777568,0.0,961014.2071777568,79672.99487829549,112793.83322174803,104830048.58819447,20165852.681982975,105073206.48298247,0.0,0.0
 02/16  07:00:00,111461478.8496334,1050332.4859876144,0.0,1050332.4859876144,85544.20214908528,120051.31324653512,111461478.8496334,40978638.44851183,111830486.75306647,0.0,0.0
 02/16  08:00:00,108772597.04080871,1094280.900292215,0.0,1094280.900292215,88318.37976482089,118188.16448238629,108772597.04080871,497878858.25368726,109928285.72043614,0.0,0.0
 02/16  09:00:00,308381363.10904956,86410668.77532558,377643.91813982197,86410668.77532558,58319941.44365535,1689684.3832337584,308381363.10904956,560076887.5090035,549739241.780118,0.0,130763.42410170707
 02/16  10:00:00,192204715.85022116,36541781.453495555,8366275.245186681,36541781.453495555,57749591.167423815,26159541.09091202,192204715.85022116,596305568.5982007,227376622.35210007,0.0,5656874.737193777
 02/16  11:00:00,170539525.6967534,15834813.313154088,19219062.265267618,15834813.313154088,58017959.530878544,29986805.999719128,170539525.6967534,602842365.4692185,173954557.10609794,0.0,9622673.71752324
 02/16  12:00:00,149499415.12582892,3073097.69643065,36441407.79371293,3073097.69643065,58595252.828173384,38042713.511856064,149499415.12582892,629880313.3852093,117317645.64420626,0.0,17829774.936831504
 02/16  13:00:00,143473267.23785222,1523008.0368790785,30169816.417022876,1523008.0368790785,58051058.79839581,34897864.71229598,143473267.23785222,626191270.5558716,114504193.87830272,0.0,14743073.467103533
 02/16  14:00:00,143179576.4493448,1249741.5735554073,39943368.38989015,1249741.5735554073,58708573.11600715,39434818.086472586,143179576.4493448,631385738.2476596,122465695.37484567,0.0,19282683.310197067
 02/16  15:00:00,143990689.60571185,1301422.1047116478,81027874.33234954,1301422.1047116478,61232980.7500522,57980543.87363533,143990689.60571185,650060961.6961932,134631707.90280464,0.0,37765725.43989554
 02/16  16:00:00,150433100.7639727,1558606.8552326076,94560524.2090683,1558606.8552326076,61984545.52291451,64395305.03095135,150433100.7639727,631591556.9757082,149880783.37149498,0.0,44121495.84719837
 02/16  17:00:00,157717457.26952982,2415617.9070834024,101675265.91352144,2415617.9070834024,62573369.19123362,68051416.73733725,157717457.26952982,654241239.4569724,176564566.57715043,0.0,47642025.778693005
 02/16  18:00:00,196990346.3687745,4625423.373828815,39392573.78944935,4625423.373828815,58954677.543896995,39423184.01898445,196990346.3687745,596050213.2723216,223470694.57221746,0.0,19115592.971821085
 02/16  19:00:00,206612824.95762962,9291436.01005854,22855085.10565629,9291436.01005854,58086696.56040096,32063212.037455544,206612824.95762962,590217170.2799708,227779220.13321304,0.0,11726557.354500633
 02/16  20:00:00,10369217.569492575,289044.6622278154,342911.0080381511,289044.6622278154,82730.40607569415,21726692.151877984,10369217.569492575,389355184.4646112,9672891.413811142,0.0,1757607.102798973
 02/16  21:00:00,52614493.68214865,331397.07537426346,293731.8316328818,331397.07537426346,80325.12900654823,21723028.971630864,52614493.68214865,69761126.95177618,34708208.7582434,0.0,1714760.375691339
 02/16  22:00:00,46028560.602085575,365849.00488958025,251766.60951336252,365849.00488958025,77901.94607063674,21685079.49244725,46028560.602085575,51316007.1830976,33704993.08427642,0.0,1682377.5657776962
 02/16  23:00:00,36758756.95521433,387331.2104414217,214562.8681378215,387331.2104414217,74817.34852445114,21647901.395402454,36758756.95521433,48880834.51583241,29543570.314387757,0.0,1653390.5602256465
 02/16  24:00:00,33531960.78921235,405580.6617773236,181303.0450711302,405580.6617773236,71617.9748197211,21619837.156684957,33531960.78921235,44059750.9580618,28415334.062810637,0.0,1628054.587968675
 02/17  01:00:00,35134954.91841498,426361.8898690586,149258.16094623,426361.8898690586,67837.33257258357,21587313.83826824,35134954.91841498,41628537.024723746,30340495.73388713,0.0,1593837.3966662101
 02/17  02:00:00,37071981.840722635,449622.007549603,122605.22713209903,449622.007549603,64668.923316235036,21565303.217875496,37071981.840722635,41603357.99507466,32625290.520502158,0.0,1569676.5206691364
 02/17  03:00:00,39160607.99485819,478590.1986112652,102596.5372002221,478590.1986112652,64958.13434828393,21551215.473839026,39160607.99485819,41589559.46207024,35234641.02102913,0.0,1553014.0312222638
 02/17  04:00:00,40298942.088604294,508717.4824562555,82849.96240291478,508717.4824562555,64758.689224512935,21537818.247204937,40298942.088604294,41575962.79031238,37032565.946828835,0.0,1538058.0994216225
 02/17  05:00:00,39139721.126088314,537117.2878416285,61898.32785660058,537117.2878416285,63804.90487859065,21527658.596226957,39139721.126088314,41564849.35498848,37021933.285675794,0.0,1528504.7894309708
 02/17  06:00:00,39557362.11988337,567008.5766320749,40801.76448663004,567008.5766320749,62313.46385551157,21508671.51279612,39557362.11988337,41544370.83053456,37992792.43367739,0.0,1508703.9600681073
 02/17  07:00:00,49834995.47686636,611514.1268919195,18774.700089975326,611514.1268919195,59668.45123128661,21501100.251975935,49834995.47686636,62333811.636323445,46471159.35155681,0.0,1491163.5082437345
 02/17  08:00:00,59853111.33307859,644380.8592921408,12308.263310622508,644380.8592921408,60420.45884420944,21504051.73573276,59853111.33307859,519236823.90401703,55174421.54126346,0.0,1484505.8814310285
 02/17  09:00:00,272614687.291147,31869082.622899488,3829564.2953170356,31869082.622899488,57619397.71495326,23681878.81375085,272614687.291147,581368538.2108183,416734282.7182537,0.0,2829677.197761371
 02/17  10:00:00,173955270.15694523,4544304.4851322165,43168330.02707207,4544304.4851322165,59301709.1168308,41345302.761103645,173955270.15694523,613043448.2177993,125280296.05635858,0.0,21109079.774690744
 02/17  11:00:00,154585269.40238807,434732.7199545376,88612836.12054823,434732.7199545376,61858189.108342335,61135795.680094175,154585269.40238807,637831584.7270573,114887727.38101986,0.0,40893537.163331576
 02/17  12:00:00,137445190.38690898,337834.3040575401,135162123.1410692,337834.3040575401,64635073.58162454,83424823.83908783,137445190.38690898,681302244.4658921,115309765.67655304,0.0,62719778.876741916
 02/17  13:00:00,124930355.67487311,241240.1499936915,144174530.4412992,241240.1499936915,65536492.90640588,87869500.93235669,124930355.67487311,686648340.8839422,111171828.06801964,0.0,67005359.1299413
 02/17  14:00:00,116129779.02195898,154348.76765318078,182450123.61598378,154348.76765318078,68471560.57437144,105773739.00958772,116129779.02195898,707487646.629139,106144170.0886691,0.0,84349662.0795581
 02/17  15:00:00,114617133.23806219,117233.3988621984,238781841.1088678,117233.3988621984,72754558.8071691,116822303.291106,114617133.23806219,720424299.1707808,107096764.50602335,0.0,95015060.43327327
 02/17  16:00:00,125385294.033056,100762.4656628561,236780120.09162688,100762.4656628561,71723536.34843647,116893926.14150475,125385294.033056,693829168.9117838,119243595.12773603,0.0,95015060.43327327
 02/17  17:00:00,145109768.84799427,99135.14140815531,204860064.64708626,99135.14140815531,69703856.86224455,114410568.71299604,145109768.84799427,707730879.103642,140138507.53652772,0.0,92752857.01120949
 02/17  18:00:00,191965106.79050657,237692.5129056384,87927181.22106603,237692.5129056384,62270474.12914122,61425249.788775854,191965106.79050657,621368075.6273571,188912638.73586074,0.0,41158718.6439345
 02/17  19:00:00,203474671.3586321,1803926.2965037196,49770244.325706586,1803926.2965037196,59632978.258246526,43947271.80441559,203474671.3586321,603647511.7447765,203971821.78169954,0.0,23749499.708099496
 02/17  20:00:00,20991217.643908337,122147.8767275204,832089.8210277488,122147.8767275204,118546.14868410287,21994939.265717562,20991217.643908337,389659247.32105917,21395998.05942022,0.0,2019789.2069196017
 02/17  21:00:00,67444290.32968277,177836.21315202222,714507.8981722214,177836.21315202222,109970.81226741729,21928074.04318955,67444290.32968277,69995817.70659572,63800202.339504234,0.0,1909241.7240845272
 02/17  22:00:00,84839139.15523513,251255.45036829426,645257.830193651,251255.45036829426,110041.80193841386,21894881.71424879,84839139.15523513,51557949.260766916,81329640.63786292,0.0,1858839.0477537343
 02/17  23:00:00,101689400.78680135,328591.30344596494,580277.3850944906,328591.30344596494,109322.49561203812,21865961.57383702,101689400.78680135,49133399.841354564,98447303.52846026,0.0,1813443.2040181127
 02/17  24:00:00,115684384.49397616,408518.97098549124,512359.4065908829,408518.97098549124,107661.59942438596,21840430.46588074,115684384.49397616,44316387.89186225,113049698.5474749,0.0,1774133.9505535918
 02/18  01:00:00,127054211.87503633,485553.32008375827,444591.8351364123,485553.32008375827,105272.96071114004,21811593.716953844,127054211.87503633,41890252.53154792,125125697.78558078,0.0,1734006.620328599
 02/18  02:00:00,133812860.36862355,556488.8885529841,378783.2667053149,556488.8885529841,102293.731528081,21778705.913873952,133812860.36862355,41854385.49928496,132692122.76285237,0.0,1694141.0047395036
 02/18  03:00:00,130454427.9868103,609752.3921961817,313759.7021019944,609752.3921961817,98061.1965297143,21744465.118358966,130454427.9868103,41815912.16877161,130391334.80639173,0.0,1662393.122608045
 02/18  04:00:00,116077945.67270146,639108.9166954875,252469.23780088202,639108.9166954875,92574.7192647026,21702986.38139826,116077945.67270146,41768946.95454589,117281392.67898454,0.0,1633715.2548773072
 02/18  05:00:00,101179059.22041962,655355.8556663557,198570.3920004081,655355.8556663557,86694.2255480838,21661974.285812087,101179059.22041962,41722054.36524311,103288305.58447468,0.0,1606082.2168575146
 02/18  06:00:00,92874407.66765107,670108.0128788707,147382.24161662668,670108.0128788707,79133.02048770455,21614241.428978972,92874407.66765107,41666760.30334961,95230264.2524797,0.0,1565750.8254052058
 02/18  07:00:00,96338257.44307135,706654.2373541734,111535.69875655502,706654.2373541734,77544.01238397128,21600498.799910635,96338257.44307135,41651428.66617754,98516061.13281718,0.0,1547979.8503558445
 02/18  08:00:00,107782572.30350523,764151.7547829195,78278.39744422128,764151.7547829195,76903.8898640253,21588763.658284858,107782572.30350523,41639053.40203181,109035785.56356393,0.0,1524997.0243970791
 02/18  09:00:00,115494295.3000936,833404.9700014623,40962.97225834321,833404.9700014623,74078.57811489998,21574468.47541824,115494295.3000936,41621932.90741607,116468506.60713252,0.0,1502773.9994620674
 02/18  10:00:00,117745908.02634881,910144.4855747282,17535.953931198088,910144.4855747282,75639.52056533954,21558759.56952101,117745908.02634881,41607784.94396928,119376182.1751199,0.0,1483664.031052141
 02/18  11:00:00,113291646.30233307,970948.7103240893,1231.9742862931273,970948.7103240893,75557.48392441054,3691972.5637942515,113291646.30233307,23740915.901601594,115705658.86225198,0.0,246964.91852018153
 02/18  12:00:00,103411689.85228984,1001298.2258479673,0.0,1001298.2258479673,78646.8315135111,111364.67798004989,103411689.85228984,20163397.36337649,106803277.94037174,0.0,0.0
 02/18  13:00:00,94836101.38884465,1020046.2135980718,0.0,1020046.2135980718,80996.41192396573,104058.92517698334,94836101.38884465,20158441.19098388,98661667.53565168,0.0,0.0
 02/18  14:00:00,97820130.26974365,1056584.220153438,0.0,1056584.220153438,83939.8933154107,107383.23195925876,97820130.26974365,20164708.9791576,100757536.95276259,0.0,0.0
 02/18  15:00:00,102723489.32928032,1115245.7063900058,0.0,1115245.7063900058,88024.42873965863,112691.85918366842,102723489.32928032,20174102.14180626,104957389.34791358,0.0,0.0
 02/18  16:00:00,111382294.72386272,1206172.2244537012,0.0,1206172.2244537012,98089.83183940595,122792.70308586032,111382294.72386272,20194268.3888082,113814123.1292997,0.0,0.0
 02/18  17:00:00,122781898.87941046,1511642.0378968231,0.0,1511642.0378968231,144741.34045155463,143812.2883974138,122781898.87941046,20261939.4827319,130941408.17451519,0.0,0.0
 02/18  18:00:00,134675989.2215164,2597275.2919244254,0.0,2597275.2919244254,285511.9099128117,186980.30956198843,134675989.2215164,20445878.07335773,162085067.6753025,0.0,0.0
 02/18  19:00:00,140624882.3592662,4210394.761787595,0.0,4210394.761787595,492737.81153818266,240400.70368742407,140624882.3592662,20706524.369108535,180489595.9754709,0.0,0.0
 02/18  20:00:00,145520527.7987044,5146660.709394217,0.0,5146660.709394217,583242.0921157824,266185.4446985719,145520527.7987044,20822813.390697286,174283452.77196172,0.0,0.0
 02/18  21:00:00,151289333.06017473,6923297.247905297,0.0,6923297.247905297,855337.2055843894,334961.69718044886,151289333.06017473,21163684.75664777,189204085.84543908,0.0,0.0
 02/18  22:00:00,156318104.7800284,9555700.008863322,0.0,9555700.008863322,1185397.2459649253,418156.4361543716,156318104.7800284,21576939.53600223,193710136.6059665,0.0,0.0
 02/18  23:00:00,160216055.50405157,12662979.335482676,0.0,12662979.335482676,1512206.9907756713,501213.7159277298,160216055.50405157,21986806.56058633,192468728.8795395,0.0,0.0
 02/18  24:00:00,164303082.40233505,16069975.479544632,0.0,16069975.479544632,1826921.5405536434,581347.9247974482,164303082.40233505,22381655.31923403,192468994.556545,0.0,0.0
 02/19  01:00:00,168151727.50592414,19156631.445394594,0.0,19156631.445394594,2115347.2268546433,654549.0763760387,168151727.50592414,22743282.15711361,195181512.05099142,0.0,0.0
 02/19  02:00:00,173213987.8307168,23309443.960559,0.0,23309443.960559,2523147.547320081,756809.5478156195,173213987.8307168,23253342.949018635,203870537.778821,0.0,0.0
 02/19  03:00:00,177063522.14916283,27822133.184917416,0.0,27822133.184917416,2923424.956298764,856154.7729140408,177063522.14916283,23752965.583095733,209968461.66751683,0.0,0.0
 02/19  04:00:00,178629608.16959184,32001215.334404394,0.0,32001215.334404394,3271579.5426371405,942832.5237097337,178629608.16959184,24187797.9202298,214066942.28825343,0.0,0.0
 02/19  05:00:00,180093571.9659159,36158618.048090726,0.0,36158618.048090726,3582034.535083186,1019524.562699974,180093571.9659159,24574944.951666087,218948018.65579638,0.0,0.0
 02/19  06:00:00,178592124.33714566,39751422.2338984,0.0,39751422.2338984,3916554.8193880166,1098721.1427391886,178592124.33714566,24988661.816010136,220705140.35015577,0.0,0.0
