Date/Time,Baseboard:PlantLoopHeatingDemand [J](Hourly),HeatingCoils:PlantLoopHeatingDemand [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 01/01  23:00:00,218663538.73249778,130331348.17440836,0.0,130331348.17440836,11753343.091942033,2943441.951039216,218663538.73249778,34670170.896864176,347818129.18920726,0.0,0.0
 01/01  24:00:00,211520147.23767737,133517122.8616019,0.0,133517122.8616019,11933610.360985724,2980644.170904712,211520147.23767737,34887640.38577336,342096108.28316504,0.0,0.0
 01/02  01:00:00,209846234.68042278,132675185.33072604,0.0,132675185.33072604,11890808.495484766,2969446.235791371,209846234.68042278,34833640.58515908,339458519.6087823,0.0,0.0
 01/02  02:00:00,239831057.17305773,147325702.73478168,0.0,147325702.73478168,12656539.836106606,3181439.43412871,239831057.17305773,35811365.12411824,380640855.9652368,0.0,0.0
 01/02  03:00:00,265650006.07337037,165741163.93230197,0.0,165741163.93230197,13589569.792498766,3429795.3349292465,265650006.07337037,36992750.98131094,427583183.53324133,0.0,0.0
 01/02  04:00:00,272339039.1710604,179098766.65020242,0.0,179098766.65020242,14238090.274467561,3591561.7035972904,272339039.1710604,37803037.83194777,447659426.62368834,0.0,0.0
 01/02  05:00:00,240242801.0556576,167110499.04178166,0.0,167110499.04178166,13654813.12897569,3420498.452022322,240242801.0556576,37048697.43488094,407257391.54565084,0.0,0.0
 01/02  06:00:00,252046493.3608172,175069911.09262228,0.0,175069911.09262228,14040990.47785138,3524899.986232523,252046493.3608172,37539276.31796684,419906849.5121688,0.0,0.0
 01/02  07:00:00,278534239.25070286,196660902.89025426,0.0,196660902.89025426,15066756.228007687,3796868.785867225,278534239.25070286,59636667.94699111,471206542.1976274,0.0,0.0
 01/02  08:00:00,267060737.89286724,33862402.599191025,0.0,33862402.599191025,2186830.2793842587,754551.8983930454,267060737.89286724,500613733.8872173,220408913.67578658,0.0,0.0
 01/02  09:00:00,539801593.408823,659119722.0839146,0.0,659119722.0839146,86910039.4640364,6645732.143416966,539801593.408823,593623033.2895676,1246833440.1000805,0.0,0.0
 01/02  10:00:00,379148633.66628945,274915233.06308377,0.0,274915233.06308377,62667638.29011686,2366861.494775391,379148633.66628945,577430936.1247572,613140216.188668,0.0,0.0
 01/02  11:00:00,326801984.72780174,184674688.1969391,0.0,184674688.1969391,58726673.9263167,1323090.1671631038,326801984.72780174,574887364.0321007,477364168.752824,0.0,0.0
 01/02  12:00:00,280888071.8513187,135743809.1619751,5607749.465162648,135743809.1619751,57590353.171796516,13473991.518041536,280888071.8513187,604306691.7350179,376635977.03966624,0.0,3333792.5480643366
 01/02  13:00:00,253469738.338239,109784564.18596843,9339209.484689085,109784564.18596843,57380581.63726485,26403448.327822335,253469738.338239,617026377.010267,343129229.1366631,0.0,5825013.698666354
 01/02  14:00:00,241792215.7014863,95266771.37967019,17773311.964983974,95266771.37967019,57910343.4543265,29614253.248894937,241792215.7014863,620766943.7484013,322990501.7215914,0.0,9107916.638954177
 01/02  15:00:00,240452942.71095183,82887420.70504935,35003299.459735684,82887420.70504935,58838729.1761293,37378078.384827144,240452942.71095183,627064244.6334622,308166454.10321325,0.0,16906754.991544127
 01/02  16:00:00,253740904.70225945,81157878.6901704,21056888.499603484,81157878.6901704,57763560.77619645,31767269.635843363,253740904.70225945,594742536.8338822,322537024.628106,0.0,11320517.088499852
 01/02  17:00:00,265232356.3415085,85901520.97832514,8079199.631301114,85901520.97832514,56730045.39663148,25713954.719415955,265232356.3415085,606060453.644449,341994287.6450974,0.0,5273393.0638707485
 01/02  18:00:00,294332334.9743182,96375872.47130775,0.0,96375872.47130775,56018924.0030954,539708.6613211145,294332334.9743182,554230984.3738567,389080970.1769033,0.0,0.0
 01/02  19:00:00,300510596.99676496,107562489.91347854,0.0,107562489.91347854,56085440.401405856,587706.671030707,300510596.99676496,556740408.7545509,413860939.5650268,0.0,0.0
 01/02  20:00:00,114332071.7708632,2776201.4764240067,0.0,2776201.4764240067,168991.812315477,141021.41418019566,114332071.7708632,367855775.13315314,100129655.73577155,0.0,0.0
 01/02  21:00:00,169870630.04104143,2911905.6134606157,0.0,2911905.6134606157,174047.0617457949,192646.721697242,169870630.04104143,48324466.634581804,150580795.91294694,0.0,0.0
 01/02  22:00:00,177502811.70758364,3369027.9749534987,0.0,3369027.9749534987,220454.449040007,210269.7783414484,177502811.70758364,29983749.97196117,174361759.05674604,0.0,0.0
 01/02  23:00:00,194103370.9805898,4366316.614796216,0.0,4366316.614796216,304529.40434482135,245446.50439420954,194103370.9805898,27708091.680644535,201780540.6518799,0.0,0.0
 01/02  24:00:00,205835787.16457948,6883401.712367556,0.0,6883401.712367556,607294.1627630048,326680.0453137352,205835787.16457948,23302270.03463387,247829261.7360806,0.0,0.0
 01/03  01:00:00,207655364.19022655,8721024.396658437,0.0,8721024.396658437,817593.3291511835,377700.13243378943,207655364.19022655,21168679.3154679,243732540.817971,0.0,0.0
 01/03  02:00:00,206139777.97904658,10118718.838615717,0.0,10118718.838615717,988001.0387599946,416229.4633821548,206139777.97904658,21377616.35602508,237073364.3925809,0.0,0.0
 01/03  03:00:00,202073028.7688772,12141463.384773482,0.0,12141463.384773482,1222893.2341048974,467351.8713865193,202073028.7688772,21663630.959374346,232884271.5964782,0.0,0.0
 01/03  04:00:00,201549056.3343754,14321605.841198742,0.0,14321605.841198742,1441062.4071453651,518168.0405780169,201549056.3343754,21932616.301606312,229509471.71287814,0.0,0.0
 01/03  05:00:00,203569233.46621895,18108859.287194777,0.0,18108859.287194777,1885508.2320299405,626914.3649150431,203569233.46621895,22485808.45082791,242315055.0592828,0.0,0.0
 01/03  06:00:00,206738258.11603194,23962762.495877128,0.0,23962762.495877128,2503747.7097315365,772581.6829163306,206738258.11603194,23249715.2465308,245972486.31095254,0.0,0.0
 01/03  07:00:00,211399445.03276855,29936984.526653398,0.0,29936984.526653398,2984290.8457387043,890327.8041832803,211399445.03276855,44647661.583038196,248944243.48807,0.0,0.0
 01/03  08:00:00,203130990.36794397,7033772.152791576,0.0,7033772.152791576,584366.949179484,319751.1288687038,203130990.36794397,498576469.7874882,131544873.3843873,0.0,0.0
 01/03  09:00:00,426814105.11176395,275447503.1494083,0.0,275447503.1494083,64684203.292849734,2735425.7599438806,426814105.11176395,567486890.7349079,761143310.2083972,0.0,0.0
 01/03  10:00:00,296246738.01561934,150767150.67286462,0.0,150767150.67286462,58217284.1520299,1152460.8772776816,296246738.01561934,571766181.3691725,416394598.3140794,0.0,0.0
 01/03  11:00:00,271621645.45737827,118208382.52223827,0.0,118208382.52223827,57522802.606045485,897360.7074300708,271621645.45737827,573257763.2520965,375887564.0199613,0.0,0.0
 01/03  12:00:00,248252146.39267266,92242313.62579067,0.0,92242313.62579067,57129365.74343614,727421.9300436813,248252146.39267266,591099134.7186596,328746346.46450484,0.0,0.0
 01/03  13:00:00,224051335.19049588,69685496.7757062,0.0,69685496.7757062,56982025.83542982,621805.293731083,224051335.19049588,590846178.1743407,291152299.39925563,0.0,0.0
 01/03  14:00:00,203259076.77824274,49672925.448106796,0.0,49672925.448106796,56867656.453588545,536116.1160320402,203259076.77824274,590646119.6148005,251094984.9666914,0.0,0.0
 01/03  15:00:00,193644606.90894318,34416061.83646774,249551.834661084,34416061.83646774,56843934.979237534,20282401.688627787,193644606.90894318,607973773.740371,227717747.16731435,0.0,1504595.232918175
 01/03  16:00:00,197999083.14186925,31115782.568832174,1068405.6835583914,31115782.568832174,56932908.23020674,22419404.351875134,197999083.14186925,584564019.0039243,228800009.53287694,0.0,1973513.0345029654
 01/03  17:00:00,202727357.9469645,31981847.270946156,2339164.7093803454,31981847.270946156,57072563.76994212,22912051.15297275,202727357.9469645,603601068.4513164,234584584.4275534,0.0,2446453.06349478
 01/03  18:00:00,230570858.67858797,39554741.68976837,0.0,39554741.68976837,56881516.49197419,553536.1479143754,230570858.67858797,555107404.3493286,261028015.0839362,0.0,0.0
 01/03  19:00:00,231245770.08892518,46312082.68145476,0.0,46312082.68145476,56870808.94388719,563607.6284543764,231245770.08892518,557501678.2544559,273433679.70811015,0.0,0.0
 01/03  20:00:00,36784804.35720493,1505535.402392738,0.0,1505535.402392738,114455.81895813246,58619.05775799864,36784804.35720493,367718836.7833736,28774733.214482255,0.0,0.0
 01/03  21:00:00,82310388.52787471,1588878.6373727196,0.0,1588878.6373727196,118379.17087727305,100969.73956108253,82310388.52787471,48177121.76157712,56858651.60161292,0.0,0.0
 01/03  22:00:00,71933563.42548037,1650958.6047725622,0.0,1650958.6047725622,121306.38220359609,91945.735532411,71933563.42548037,29766277.862315726,57949722.244652316,0.0,0.0
 01/03  23:00:00,61779717.43626369,1684358.6473426726,0.0,1684358.6473426726,122878.96167268346,82936.44463119059,61779717.43626369,27363931.178209383,55239916.82734382,0.0,0.0
 01/03  24:00:00,59085470.23082897,1711020.9560630475,0.0,1711020.9560630475,124101.80351188866,80699.63525392178,59085470.23082897,22573097.265322942,55384440.05386838,0.0,0.0
 01/04  01:00:00,60213349.14527564,1737268.747208288,0.0,1737268.747208288,125287.66189922924,81954.4382503578,60213349.14527564,20180627.954032518,57432948.654537424,0.0,0.0
 01/04  02:00:00,62072118.85403516,1767647.105301821,0.0,1767647.105301821,126639.14552597766,83914.6530423649,62072118.85403516,20183939.652451273,59860413.486961134,0.0,0.0
 01/04  03:00:00,64098464.0600328,1802477.661772851,0.0,1802477.661772851,128178.64745994056,86069.89739968971,64098464.0600328,20187634.398742557,62329589.44379284,0.0,0.0
 01/04  04:00:00,68776677.08854096,1842175.0163302803,0.0,1842175.0163302803,129920.86913841031,90685.05988774174,68776677.08854096,20193991.78290908,66633905.65791333,0.0,0.0
 01/04  05:00:00,72849251.30675836,1885737.5811684248,0.0,1885737.5811684248,131827.2831332256,94778.78135022109,72849251.30675836,20199991.918366376,70757519.38020507,0.0,0.0
 01/04  06:00:00,76044234.01635852,1932825.657532877,0.0,1932825.657532877,133874.74636321564,98103.78480200352,76044234.01635852,20205364.38504815,74295908.11923234,0.0,0.0
 01/04  07:00:00,81289658.36956082,1987221.0524565172,0.0,1987221.0524565172,136206.08681368906,103355.98512028539,81289658.36956082,41012605.00505018,79366995.3773059,0.0,0.0
 01/04  08:00:00,79817086.1444016,1988620.3030391326,0.0,1988620.3030391326,136220.7477876134,102006.40553870457,79817086.1444016,497910578.8627664,79222621.69482675,0.0,0.0
 01/04  09:00:00,291025525.75957465,88441658.39197795,0.0,88441658.39197795,58813711.88030104,1229299.2191753776,291025525.75957465,560110272.7815907,499180163.7449216,0.0,0.0
 01/04  10:00:00,186181780.82163632,33460568.261303052,87043.23061211636,33460568.261303052,56995749.39765802,12473856.20545604,186181780.82163632,581866041.942979,205137282.75372842,0.0,870661.8433058178
 01/04  11:00:00,174456136.30017397,12207144.830644501,2477355.638335734,12207144.830644501,56322049.79862478,22909408.755140338,174456136.30017397,594069058.492386,129019990.62250486,0.0,2697953.4178579175
 01/04  12:00:00,164081359.21926832,5517609.105867328,14537545.591205906,5517609.105867328,57030725.40266434,27624281.23472698,164081359.21926832,617897353.6825712,130433239.98333114,0.0,7465137.372173501
 01/04  13:00:00,157432447.13447484,1462106.1344787949,17554988.841038857,1462106.1344787949,57428176.06316741,29425245.424389146,157432447.13447484,620095768.5327364,136608182.18636125,0.0,9279224.959502101
 01/04  14:00:00,153352706.34401563,764928.2098254899,26749929.391837806,764928.2098254899,58053944.060508564,33465784.004450433,153352706.34401563,624762075.1101388,140052617.2293585,0.0,13319451.116387362
 01/04  15:00:00,153862480.25154784,638745.3969337017,55693767.18665477,638745.3969337017,59652777.28659668,46312697.72359311,153862480.25154784,636812912.0826954,144730583.3176496,0.0,26132381.110007197
 01/04  16:00:00,168039479.31896406,652766.3759790992,65014227.143370554,652766.3759790992,60103007.40027785,50970991.74149318,168039479.31896406,616285705.5636134,160765031.53108168,0.0,30768721.600496255
 01/04  17:00:00,183688977.89398623,3306748.8522725534,56998113.62617813,3306748.8522725534,59553641.01147487,47224615.89117035,183688977.89398623,630394710.4310467,181143840.94953203,0.0,27016762.837895356
 01/04  18:00:00,222115588.0035239,10850366.99736936,17952680.542360324,10850366.99736936,57171431.62146505,29562801.809545893,222115588.0035239,584406585.1404511,231379210.01034176,0.0,9348576.355460072
 01/04  19:00:00,230857923.16834593,22944202.800753757,10215688.203418413,22944202.800753757,56749623.21509753,26408307.045096032,230857923.16834593,583225191.942308,261391876.25844646,0.0,6160754.33355595
 01/04  20:00:00,45046128.88851078,517229.2325093132,61906.309836775086,517229.2325093132,62568.677273994705,21546200.628474724,45046128.88851078,389154531.2124062,45221764.439203165,0.0,1542024.6211628949
 01/04  21:00:00,105118853.866261,615818.7890318187,31177.643263590697,615818.7890318187,63011.89795905522,21571263.71662021,105118853.866261,69592048.46571803,96427077.04398781,0.0,1511262.862001826
 01/04  22:00:00,115365413.27690314,715230.0417056635,1826.469142687034,715230.0417056635,61546.517513713414,4881034.410601038,115365413.27690314,34495606.67269447,109060739.85165562,0.0,328725.9620354262
 01/04  23:00:00,122320966.04437071,821916.6770986025,0.0,821916.6770986025,70366.5671849547,126731.26152891127,122320966.04437071,27355213.60061937,118716659.58262348,0.0,0.0
 01/04  24:00:00,126640089.22820343,925956.72088156,0.0,925956.72088156,77692.51249541233,132196.5997671799,126640089.22820343,22578184.93881972,124980144.26465175,0.0,0.0
 01/05  01:00:00,130830107.34797153,1023699.3008407968,0.0,1023699.3008407968,83898.49282468659,137327.0901932586,130830107.34797153,20194611.436900873,130361906.98004119,0.0,0.0
 01/05  02:00:00,133936687.75526279,1118628.689963406,0.0,1118628.689963406,89636.1969655082,141377.43248088262,133936687.75526279,20204399.483329322,134331323.87881872,0.0,0.0
 01/05  03:00:00,134681955.89954215,1209343.0204539313,0.0,1209343.0204539313,94964.41751674021,143182.10190322725,134681955.89954215,20211532.373302896,135838195.65736562,0.0,0.0
 01/05  04:00:00,136569880.5087196,1295909.5748772242,0.0,1295909.5748772242,99866.982919449,145946.12007511104,136569880.5087196,20219198.95687749,138004205.27775654,0.0,0.0
 01/05  05:00:00,137683678.1283029,1695597.332962281,0.0,1695597.332962281,184114.27897367722,166223.43308791786,137683678.1283029,20323723.565944526,154091868.53609803,0.0,0.0
 01/05  06:00:00,135789780.15361094,2416418.5581483897,0.0,2416418.5581483897,311713.0488321059,194408.42361208645,135789780.15361094,20479507.326327123,164889040.37069738,0.0,0.0
 01/05  07:00:00,134837710.1080155,3293260.910014957,0.0,3293260.910014957,427074.3144058638,222138.0639232624,134837710.1080155,41422255.31144534,167269883.49564916,0.0,0.0
 01/05  08:00:00,124528931.45658226,1695507.9248307224,0.0,1695507.9248307224,143239.87545190277,145802.70816978975,124528931.45658226,497961394.29306173,107586535.76184626,0.0,0.0
 01/05  09:00:00,328905066.1229173,122116042.7146487,128216.11918785286,122116042.7146487,59121183.126675546,1822380.62815071,328905066.1229173,561010825.4369407,559751724.2964783,0.0,76709.02458772999
 01/05  10:00:00,215851311.20799387,64265449.49855697,1565551.5407679002,64265449.49855697,57440216.37623418,22258770.148469314,215851311.20799387,592095422.8645684,275251863.1990642,0.0,2740593.6523081944
 01/05  11:00:00,196898951.79072306,39956704.27830627,6420683.48558711,39956704.27830627,57618460.054444134,25028081.864793554,196898951.79072306,597484141.8578585,233870845.8866172,0.0,4509588.573857598
 01/05  12:00:00,182538313.22239542,24383077.210223123,13315691.955019487,24383077.210223123,57795211.98368405,27449618.04607115,182538313.22239542,618487177.0749351,198731401.81732804,0.0,7024653.730130199
 01/05  13:00:00,174813433.49480748,16196924.919633608,10876269.306679316,16196924.919633608,57414777.53832815,26656984.92230547,174813433.49480748,617314109.5058135,178124084.8663088,0.0,6311744.8551238645
 01/05  14:00:00,167090059.2455345,11295818.745998783,16752151.711206365,11295818.745998783,57712395.05842863,29059841.804933406,167090059.2455345,620014583.9085418,173116094.59679177,0.0,8743827.385251712
 01/05  15:00:00,155437760.98279694,7341807.7378943255,36850360.240137845,7341807.7378943255,58863456.235075615,38183124.226217605,155437760.98279694,627894017.5337989,164324846.54944378,0.0,17869962.74398412
 01/05  16:00:00,147659851.99379304,6459499.935012078,51388821.774477124,6459499.935012078,59781126.85460913,44830622.40826224,147659851.99379304,609823455.6847137,154093419.98286286,0.0,24520726.103297107
 01/05  17:00:00,141862526.99147174,6650598.975456633,59982133.82047934,6650598.975456633,60226097.27019892,48700726.5336996,141862526.99147174,632543277.3322998,150323348.96222824,0.0,28384497.03915663
 01/05  18:00:00,165180811.99617136,6113082.580753224,27781023.306351956,6113082.580753224,58298580.62765975,34102710.499913216,165180811.99617136,590073642.837013,161652204.5381232,0.0,13805255.314172829
 01/05  19:00:00,162227285.10402614,5563188.414273509,18540309.924100887,5563188.414273509,57739860.03929568,30002537.83932996,162227285.10402614,587809659.5607399,161898640.60857394,0.0,9723486.367312226
 01/05  20:00:00,0.0,290640.7597043052,159109.71956093915,290640.7597043052,60941.00373931298,21603812.829693176,0.0,389210515.74008995,3552413.6489703255,0.0,1644310.9909153588
 01/05  21:00:00,33202345.631348435,348201.8344304376,129415.62040407532,348201.8344304376,59481.28728590583,21597877.2296292,33202345.631348435,69615131.36805387,20050751.98267602,0.0,1607052.1097331308
 01/05  22:00:00,62768470.32926099,435055.0536295618,106135.61094233808,435055.0536295618,62818.27845050908,21597512.103721652,62768470.32926099,51213356.12675188,39142417.89408684,0.0,1578133.4526218162
 01/05  23:00:00,77756987.49494159,521967.0941304829,80444.97546285432,521967.0941304829,65298.15303437628,21591293.10267567,77756987.49494159,48814707.027615555,54159505.30446884,0.0,1557047.112445509
 01/05  24:00:00,86579773.1856031,604943.1072360659,50487.13505431579,604943.1072360659,65899.6091419548,21579236.118421573,86579773.1856031,44013431.55412065,66581575.90007945,0.0,1535948.0831308113
 01/06  01:00:00,98924620.26341952,692591.7457665493,18399.30148362215,692591.7457665493,63894.00777973459,17984168.863314305,98924620.26341952,38021448.72497697,81744647.73089546,0.0,1254078.1295550205
 01/06  02:00:00,112644797.33343631,809345.2918524959,1292.350669877225,809345.2918524959,67392.86124196289,3690011.8938601925,112644797.33343631,23730790.608985085,99101106.36201093,0.0,247174.22568992656
 01/06  03:00:00,116706351.80336569,923885.906409607,0.0,923885.906409607,75997.71927702843,122965.693765082,116706351.80336569,20172349.26692504,108188947.57559837,0.0,0.0
 01/06  04:00:00,117579427.02706721,1020382.7518820206,0.0,1020382.7518820206,82833.93060661765,125141.03889644955,117579427.02706721,20181360.823386,112828686.05897473,0.0,0.0
 01/06  05:00:00,118297799.29674633,1378121.025964545,0.0,1378121.025964545,146550.39930914747,141673.23642504262,118297799.29674633,20261609.48961712,127316098.4526228,0.0,0.0
 01/06  06:00:00,117875814.68565603,2055047.467240093,0.0,2055047.467240093,257204.50813377957,168183.66791181726,117875814.68565603,20398774.029928528,142909834.68254563,0.0,0.0
 01/06  07:00:00,116736418.71616155,2999430.694388974,0.0,2999430.694388974,397141.02262933843,200962.55423177505,116736418.71616155,41371146.509977326,150790051.90449467,0.0,0.0
 01/06  08:00:00,106539839.08527952,1478741.3882719323,0.0,1478741.3882719323,146974.9498583009,130985.45562435487,106539839.08527952,497950312.1149228,94554170.24186936,0.0,0.0
 01/06  09:00:00,307203108.21859854,99358986.2829217,257219.07933308548,99358986.2829217,58931148.545116894,1749208.0230620904,307203108.21859854,560747618.2502934,512113353.40855396,0.0,104458.04457008571
 01/06  10:00:00,197947355.350128,33100009.336251594,3623525.166688305,33100009.336251594,57025184.915419385,24418665.739622984,197947355.350128,593840286.9949071,196524050.69189686,0.0,3999600.303015942
 01/06  11:00:00,180991994.4250849,11004265.039474625,18361395.344612367,11004265.039474625,57378337.744285055,29979445.070991904,180991994.4250849,602195382.7538978,132342790.40722013,0.0,9788309.675838854
 01/06  12:00:00,166871761.68858787,5011234.977092534,42705277.123880625,5011234.977092534,58738134.285292014,40437407.92968556,166871761.68858787,632417889.2601575,139421814.91951504,0.0,20250502.60344912
 01/06  13:00:00,160826814.88141105,1702690.9594722192,45402450.848729774,1702690.9594722192,59157167.17739433,42146528.16113606,160826814.88141105,634546042.3837103,143218799.94645715,0.0,21970720.40279143
 01/06  14:00:00,158673537.69539645,435041.7215893396,64413924.34896827,435041.7215893396,60362978.73573175,50340532.35370617,158673537.69539645,643945858.1346178,146529025.4044203,0.0,30144038.394112606
 01/06  15:00:00,161255819.94355422,369878.27159276546,103595499.41126871,369878.27159276546,62441407.756075874,68427654.76798378,161255819.94355422,661716499.5965654,152975131.39017808,0.0,48139055.54485597
 01/06  16:00:00,179060370.19003192,2404309.409129852,86896827.8323606,2404309.409129852,61406493.18134693,60828231.95887167,179060370.19003192,627446431.562061,175879283.14234838,0.0,40576365.56701139
 01/06  17:00:00,197296446.0190465,10492479.105146427,74958753.64000471,10492479.105146427,60549260.082159,55412950.471966445,197296446.0190465,639578664.0825268,206465463.61568463,0.0,35156882.204232976
 01/06  18:00:00,233771847.44474077,19776542.13247729,28021585.87898151,19776542.13247729,57827102.69164044,34164752.17844693,233771847.44474077,589664206.5795275,256372723.40689945,0.0,13918819.229684992
 01/06  19:00:00,234249049.68040037,23301315.023280166,18342822.814659573,23301315.023280166,57274235.72149828,29956903.79014221,234249049.68040037,587298401.1937548,258833076.3342619,0.0,9711135.342756262
 01/06  20:00:00,29489537.654210668,360045.1240890557,339494.7416386682,360045.1240890557,86763.67209111137,21722856.404923756,29489537.654210668,389355381.9836724,31096732.54317565,0.0,1735514.0523535756
 01/06  21:00:00,80990239.01338896,419627.9826957806,291690.2303766335,419627.9826957806,85266.11080222587,21735162.783223078,80990239.01338896,69778201.74516407,74812452.68291992,0.0,1700275.3896742882
 01/06  22:00:00,90247108.97748336,485112.92813400854,244877.91899218113,485112.92813400854,83643.19751647417,21705909.933045678,90247108.97748336,51342578.87514186,84895577.83123589,0.0,1661811.724458001
 01/06  23:00:00,89575491.69710599,536805.7896047144,199050.63834563168,536805.7896047144,80655.71096113359,21670329.172138967,89575491.69710599,48909100.65500561,86198286.32925822,0.0,1626249.469638673
 01/06  24:00:00,85754544.8601916,574554.6561015276,154822.64108293573,574554.6561015276,75350.83064232884,21630984.313996032,85754544.8601916,44074630.97119549,84087831.4597209,0.0,1589927.2720533893
 01/07  01:00:00,82779190.26957695,611858.7294751268,124234.72180055165,611858.7294751268,74456.15555145267,21605800.25432166,82779190.26957695,41653642.263756044,82601308.92915627,0.0,1566621.5531977802
 01/07  02:00:00,72493787.07327823,637784.5774684852,97990.86430449142,637784.5774684852,73490.6860724121,21579268.470892604,72493787.07327823,41626145.01084794,74081789.1079301,0.0,1548912.4379488998
 01/07  03:00:00,60202788.98726394,650672.6712200642,73629.90353906878,650672.6712200642,71406.03797550139,21551831.05006852,60202788.98726394,41596622.94192695,63275872.20209223,0.0,1532351.2897068996
 01/07  04:00:00,59273449.004912525,668677.1319401113,51093.89304670354,668677.1319401113,69215.07347823332,21533829.917817798,59273449.004912525,41576430.84517896,62131032.48135535,0.0,1514905.7147974318
 01/07  05:00:00,65371925.25551216,701069.6590423762,26865.053997137675,701069.6590423762,66074.785901142,21521217.868160933,65371925.25551216,41560678.507945,67276395.09069341,0.0,1496290.961386139
