Date/Time,Baseboard:PlantLoopHeatingDemand [J](Hourly),HeatingCoils:PlantLoopHeatingDemand [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 02/12  12:00:00,88017713.11772503,7501462.946352035,0.0,7501462.946352035,796648.2878541469,347512.07445276994,88017713.11772503,21117546.21618985,92345661.51160392,0.0,0.0
 02/12  13:00:00,76268142.43091367,5483719.293394182,0.0,5483719.293394182,565983.5321880036,245111.2987803836,76268142.43091367,20784480.68485132,69218975.22748594,0.0,0.0
 02/12  14:00:00,75147124.78751244,4802653.799257353,0.0,4802653.799257353,477262.5449742924,208892.26111284146,75147124.78751244,20659540.659970064,68269718.09406587,0.0,0.0
 02/12  15:00:00,81312037.5505374,5562705.84347358,0.0,5562705.84347358,567705.7489321133,247359.57611248724,81312037.5505374,20788451.178927533,85694076.53302334,0.0,0.0
 02/12  16:00:00,90420482.2465334,6718575.123032778,0.0,6718575.123032778,723631.9260819759,296804.154793647,90420482.2465334,20993821.93475855,100371591.9653752,0.0,0.0
 02/12  17:00:00,109717422.6731581,8667129.052417558,0.0,8667129.052417558,885167.3357820555,350518.24600028427,109717422.6731581,21209071.435665272,118451820.30160442,0.0,0.0
 02/12  18:00:00,134152669.82919386,17640357.479425635,0.0,17640357.479425635,1670888.2092966598,677564.6794413172,134152669.82919386,22321838.742620908,183633224.91650277,0.0,0.0
 02/12  19:00:00,149653704.2385332,29513954.659689695,0.0,29513954.659689695,2616494.6660472536,1065822.3157263964,149653704.2385332,23655702.835656576,197572920.35659853,0.0,0.0
 02/12  20:00:00,161564010.3555808,38338797.967490226,0.0,38338797.967490226,3256933.5663924254,1308545.6302515815,161564010.3555808,24538865.05052694,202652943.47259194,0.0,0.0
 02/12  21:00:00,172903155.87450624,46876217.69089876,0.0,46876217.69089876,3773853.2182004848,1520446.6377203548,172903155.87450624,25267685.70980377,220453776.43427622,0.0,0.0
 02/12  22:00:00,182608734.3291147,55998434.593281895,0.0,55998434.593281895,4418389.681890186,1803889.2425999513,182608734.3291147,26195664.778373074,241149281.2342114,0.0,0.0
 02/12  23:00:00,191104652.63856822,65341979.25878835,0.0,65341979.25878835,5055355.969744007,2057698.683556778,191104652.63856822,27086440.507183723,256146366.63431516,0.0,0.0
 02/12  24:00:00,197821757.8749558,73750791.12320676,0.0,73750791.12320676,5549457.349815574,2247231.0040929858,197821757.8749558,27770074.207791496,270144054.94344634,0.0,0.0
 02/13  01:00:00,206264713.2432317,82642845.96791969,0.0,82642845.96791969,6055351.450335858,2442098.057398515,206264713.2432317,28470835.3616173,287261670.70527375,0.0,0.0
 02/13  02:00:00,213988214.83426097,91477363.42510436,0.0,91477363.42510436,6605532.112760094,2649313.7611926575,213988214.83426097,29228231.72783568,303495234.96833706,0.0,0.0
 02/13  03:00:00,215845237.81885475,96546432.2503204,0.0,96546432.2503204,6932006.496299924,2755368.205419156,215845237.81885475,29660760.555602007,310097955.2293276,0.0,0.0
 02/13  04:00:00,216396804.88563162,100444713.54156514,0.0,100444713.54156514,7172127.800139307,2834558.7189315986,216396804.88563162,29980072.372953847,314348815.2859041,0.0,0.0
 02/13  05:00:00,217743182.1854543,104198550.31936088,0.0,104198550.31936088,7379158.110039132,2906617.6898532216,217743182.1854543,30259161.653775286,319207598.94255286,0.0,0.0
 02/13  06:00:00,217824029.95400324,107959298.8159414,0.0,107959298.8159414,7569867.36328214,2974002.384351517,217824029.95400324,30517255.60151659,323200140.4803116,0.0,0.0
 02/13  07:00:00,215116515.78982437,111061782.77469076,0.0,111061782.77469076,7723735.59946494,3026196.8387610614,215116515.78982437,51522975.37134221,323549158.4058972,0.0,0.0
 02/13  08:00:00,205130331.07305986,20756620.465988684,0.0,20756620.465988684,1448010.8118949637,534029.8176328929,205130331.07305986,499654392.33896786,142843166.08740687,0.0,0.0
 02/13  09:00:00,428528721.8526596,258206752.5314291,121.3911857820317,258206752.5314291,23180494.63946446,6358109.299751965,428528721.8526596,529605865.6213306,733827179.7840141,0.0,162738.06906593152
 02/13  10:00:00,267579237.73248875,43109098.741824895,15181775.187839866,43109098.741824895,11574282.825753627,29194172.669249065,267579237.73248875,553164891.8348676,264716706.69897845,0.0,8237239.964336045
 02/13  11:00:00,230339946.950808,14962842.856326226,55336928.28938519,14962842.856326226,11396436.606036667,46209280.664979726,230339946.950808,572443317.2096372,197003426.54768032,0.0,25713450.618341647
 02/13  12:00:00,197385973.16317022,7056765.705497138,79136463.98422746,7056765.705497138,12214721.315515125,56319629.26146872,197385973.16317022,601776697.6221637,167368450.17382947,0.0,35983334.655513495
 02/13  13:00:00,173534774.14000323,4302803.913300106,94981068.98643196,4302803.913300106,13622926.813643755,64566256.39778379,173534774.14000323,611431530.2566073,151586830.01856682,0.0,44268725.510950394
 02/13  14:00:00,156644352.5930552,2677041.2406939077,125387468.46537237,2677041.2406939077,15843335.91202112,78688284.82139976,156644352.5930552,627773967.7786006,137060150.41972786,0.0,58180466.01855491
 02/13  15:00:00,147421947.92420053,1829068.6445089602,196227747.07064432,1829068.6445089602,19831000.037310302,109164798.86961305,147421947.92420053,659843235.979429,136121971.93151423,0.0,87673435.98549068
 02/13  16:00:00,154329485.99767333,1503741.6493340638,263538413.13876116,1503741.6493340638,23446767.091559414,117096362.78432503,154329485.99767333,645754836.2977268,145422169.3334599,0.0,95015060.43327327
 02/13  17:00:00,184951513.07890955,1631814.1702993435,247415939.97367135,1631814.1702993435,22347266.29573724,116937310.22610444,184951513.07890955,662901030.0502431,176593531.76566088,0.0,95015060.43327327
 02/13  18:00:00,246487501.71908712,3543081.8852876974,104484034.4190778,3543081.8852876974,13789676.28004218,69842657.43473786,246487501.71908712,581304685.42422,244043755.38498706,0.0,49312273.32375161
 02/13  19:00:00,265888310.8211814,5016952.796908127,58627006.51598527,5016952.796908127,11728690.96433178,48414581.55610617,265888310.8211814,560210534.2025523,269164759.0107144,0.0,28042213.897045825
 02/13  20:00:00,82784162.05505297,1284538.1637820979,0.0,1284538.1637820979,103144.12538367757,97737.40079068461,82784162.05505297,367746643.4328319,84007585.50574397,0.0,0.0
 02/13  21:00:00,129819991.67461637,1427005.9700323963,0.0,1427005.9700323963,110062.5662126626,141838.4632186143,129819991.67461637,48209673.88057005,124465332.49074109,0.0,0.0
 02/13  22:00:00,132666277.09499499,1546871.9865473076,0.0,1546871.9865473076,115659.93519864604,145621.0536099148,132666277.09499499,29814306.733388275,129898048.0675459,0.0,0.0
 02/13  23:00:00,138981850.53318474,1651641.4185329603,0.0,1651641.4185329603,120377.60402277339,152411.30611931812,138981850.53318474,27430904.682047598,137392745.11950964,0.0,0.0
 02/13  24:00:00,141933107.2798354,1895933.7913698277,0.0,1895933.7913698277,154593.2274883278,162909.04796000285,141933107.2798354,22685798.10200546,146915615.26764,0.0,0.0
 02/14  01:00:00,148454501.4390323,2255760.405179368,0.0,2255760.405179368,193997.69042654822,177963.01925406925,148454501.4390323,20345346.563563548,156601250.01658767,0.0,0.0
 02/14  02:00:00,165324406.99334648,2610720.7125020307,0.0,2610720.7125020307,218382.05589217282,199227.98388823186,165324406.99334648,20390995.893663336,171664667.42137146,0.0,0.0
 02/14  03:00:00,176973183.2634747,3617938.24326702,0.0,3617938.24326702,315953.98662617686,251275.92240314602,176973183.2634747,20540615.762912255,206034195.62269497,0.0,0.0
 02/14  04:00:00,177488457.36008316,4641668.534740519,0.0,4641668.534740519,410840.54868847394,289612.9827404558,177488457.36008316,20673839.38531186,208668387.43078437,0.0,0.0
 02/14  05:00:00,173685808.32141367,5235688.935600139,0.0,5235688.935600139,469499.3409811206,303116.1646086171,173685808.32141367,20746001.359472666,195915098.95579273,0.0,0.0
 02/14  06:00:00,169144221.68701065,5698248.143189527,0.0,5698248.143189527,519650.5619348604,313963.9666956785,169144221.68701065,20807000.38251347,187664633.40413833,0.0,0.0
 02/14  07:00:00,164068899.47765306,6384592.5898149535,0.0,6384592.5898149535,607794.4945980666,334961.763271823,164068899.47765306,41715799.190986104,184338685.18402264,0.0,0.0
 02/14  08:00:00,152007184.37091237,2445686.419815464,0.0,2445686.419815464,154273.05640854262,172704.2858846868,152007184.37091237,497999329.0517334,105478429.95344812,0.0,0.0
 02/14  09:00:00,344024551.9754827,44037546.875497445,8153427.573436632,44037546.875497445,11206808.579677638,26599481.30825395,344024551.9754827,537873551.5700458,462327649.7445791,0.0,5392436.697867391
 02/14  10:00:00,218025085.7919107,6068960.872588826,103139796.44854492,6068960.872588826,14790848.757607486,67368331.84091216,218025085.7919107,594555616.9383845,165906064.22029996,0.0,46845939.77637908
 02/14  11:00:00,187256994.85275406,2284496.393027422,173080617.58654487,2284496.393027422,18476417.489172123,101181243.34020688,187256994.85275406,634495260.7679999,149306680.94318828,0.0,79932654.25736527
 02/14  12:00:00,161716522.53650114,1371669.2863095016,233137580.6510687,1371669.2863095016,21945098.011104867,116926505.57931928,161716522.53650114,672113950.6356039,143830183.3722781,0.0,95015060.43327327
 02/14  13:00:00,143817860.9363414,1051694.1797563941,229537639.3824514,1051694.1797563941,22082287.146789934,117047200.27570193,143817860.9363414,672371834.4676715,134085734.5348714,0.0,95015060.43327327
 02/14  14:00:00,132072960.33141425,833364.8540579986,255630719.06154138,833364.8540579986,24306356.020657063,117214499.04185788,132072960.33141425,674763202.1076949,125829655.96964557,0.0,95015060.43327327
 02/14  15:00:00,122639587.9059681,653375.2251877027,338533279.6912067,653375.2251877027,29741856.067918777,118163551.60282817,122639587.9059681,678752844.7432526,117954983.81867155,0.0,95561626.64451385
 02/14  16:00:00,123099964.95051856,498755.4063083797,386051505.0624852,498755.4063083797,32583800.776704364,121529033.99853541,123099964.95051856,659324541.1970822,117929138.85902846,0.0,98509093.23484308
 02/14  17:00:00,137836529.90266657,406895.08665048424,376940546.596694,406895.08665048424,32017335.36384088,120645800.78444554,137836529.90266657,676279589.6766878,131663853.43968754,0.0,97761563.07331596
 02/14  18:00:00,183298966.64350906,385863.06490288954,245713813.90556332,385863.06490288954,22720107.21182144,117399361.35133219,183298966.64350906,637791820.2725936,176867060.93811998,0.0,95015060.43327327
 02/14  19:00:00,192076230.7103864,1101025.1154640536,178172827.92976063,1101025.1154640536,19764010.174727023,104598206.08456264,192076230.7103864,624429477.9414039,188727486.12105247,0.0,82838993.90261953
 02/14  20:00:00,4379206.397848407,349923.71666941396,116914.6786063012,349923.71666941396,57814.19058943045,21527892.663184874,4379206.397848407,389131468.7604318,10892444.77612754,0.0,1563543.3784475839
 02/14  21:00:00,57277114.051058695,424792.3372162155,92081.73555268109,424792.3372162155,60417.23672089035,21560481.595993057,57277114.051058695,69578671.6838527,56048152.96979487,0.0,1546683.6955672358
 02/14  22:00:00,75939647.65591858,510428.0588948945,65656.43327498154,510428.0588948945,62629.75067208188,21556557.687621333,75939647.65591858,51172213.18287313,73299903.91734664,0.0,1524510.5665260828
 02/14  23:00:00,88197587.3135149,591632.6279680623,37827.838985556285,591632.6279680623,63029.17080392172,21554868.793815184,88197587.3135149,48776013.73652461,85400519.6392969,0.0,1510606.2789567749
 02/14  24:00:00,97152875.5404925,668092.4254998695,8666.180395883062,668092.4254998695,60187.88327451395,14392394.049167013,97152875.5404925,36820877.758998655,94834782.01895402,0.0,989758.4287556364
 02/15  01:00:00,105392206.24555713,756409.3848426971,0.0,756409.3848426971,65204.09592759167,110234.22482274222,105392206.24555713,20148824.174633265,104149693.358286,0.0,0.0
 02/15  02:00:00,113915768.82725757,852294.148503178,0.0,852294.148503178,72764.72683892303,119555.76962222485,113915768.82725757,20165706.35034408,113347139.40434614,0.0,0.0
 02/15  03:00:00,119534663.71432161,945341.2317367971,0.0,945341.2317367971,79089.85071770367,125998.31500050801,119534663.71432161,20178474.01960114,119626873.18746543,0.0,0.0
 02/15  04:00:00,124440103.99497442,1036538.9828796162,0.0,1036538.9828796162,84841.65595058401,131682.59010652162,124440103.99497442,20189910.099940035,124972280.83409487,0.0,0.0
 02/15  05:00:00,128804869.32817575,1128792.3991101913,0.0,1128792.3991101913,90309.7126024564,136825.36702760897,128804869.32817575,20200520.933512997,129675706.49045175,0.0,0.0
 02/15  06:00:00,131363297.33821611,1218882.632357297,0.0,1218882.632357297,95480.53676169722,140258.78336093843,131363297.33821611,20209125.174005568,132609899.93742318,0.0,0.0
 02/15  07:00:00,133192475.74158451,1409746.4270113255,0.0,1409746.4270113255,118233.6701836575,151386.04798275622,133192475.74158451,41042662.65128263,142079304.86904258,0.0,0.0
 02/15  08:00:00,126420967.16263574,1338139.9271097302,0.0,1338139.9271097302,102199.9460961144,137212.20041843987,126420967.16263574,497911763.85595465,126037468.9269204,0.0,0.0
